case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex285,unknown,local-close-iter-r37,ex285_r37_resyn2rs_area_from_frontend_best,1,675,17,11475,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/aigs/ex285_r37_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.203; eval_sec=0.229; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex285,unknown,local-close-iter-r37,ex285_r37_compress2rs_area_from_frontend_best,1,671,18,12078,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/aigs/ex285_r37_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.197; eval_sec=0.225; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex285,unknown,local-close-iter-r37,ex285_r37_dchoice_dc2_from_frontend_best,1,676,17,11492,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/aigs/ex285_r37_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.104; eval_sec=0.227; flow=strash; dchoice; dc2; balance
ex285,unknown,local-close-iter-r37,ex285_r37_compress_l_no_dc_from_frontend_best,1,686,19,13034,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/aigs/ex285_r37_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.101; eval_sec=0.219; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex285,unknown,local-close-iter-r37,ex285_r37_resub_deep_rf_from_frontend_best,1,673,17,11441,student/work/reverse_unknown_20260603_1812/ex285/verilog/ex285_unknown_12x12_decision_tree_greedy.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/aigs/ex285_r37_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex285/logs/ex285_r37_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.116; eval_sec=0.222; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
ex249,float_fp8,local-close-iter-r37,ex249_r37_resyn2rs_area_from_frontend_best,1,167,26,4342,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/aigs/ex249_r37_resyn2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_resyn2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_resyn2rs_area_from_frontend_best.abc.log; gen_sec=0.110; eval_sec=0.481; flow=strash; balance; resub -K 6; rewrite; resub -K 6 -N 2; refactor; resub -K 8; balance; resub -K 8 -N 2; rewrite; resub -K 10; rewrite -z; resub -K 10 -N 2; balance; resub -K 12; refactor -z; resub -K 12 -N 2; rewrite -z; balance
ex249,float_fp8,local-close-iter-r37,ex249_r37_compress2rs_area_from_frontend_best,1,166,30,4980,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/aigs/ex249_r37_compress2rs_area_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_compress2rs_area_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_compress2rs_area_from_frontend_best.abc.log; gen_sec=0.100; eval_sec=0.490; flow=strash; balance -l; resub -K 6 -l; rewrite -l; resub -K 6 -N 2 -l; refactor -l; resub -K 8 -l; balance -l; resub -K 8 -N 2 -l; rewrite -l; resub -K 10 -l; rewrite -z -l; resub -K 10 -N 2 -l; balance -l; resub -K 12 -l; refactor -z -l; resub -K 12 -N 2 -l; rewrite -z -l; balance -l
ex249,float_fp8,local-close-iter-r37,ex249_r37_dchoice_dc2_from_frontend_best,1,167,30,5010,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/aigs/ex249_r37_dchoice_dc2_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_dchoice_dc2_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_dchoice_dc2_from_frontend_best.abc.log; gen_sec=0.071; eval_sec=0.479; flow=strash; dchoice; dc2; balance
ex249,float_fp8,local-close-iter-r37,ex249_r37_compress_l_no_dc_from_frontend_best,1,167,30,5010,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/aigs/ex249_r37_compress_l_no_dc_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_compress_l_no_dc_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_compress_l_no_dc_from_frontend_best.abc.log; gen_sec=0.087; eval_sec=0.488; flow=strash; balance -l; rewrite -l; refactor -l; rewrite -z -l; refactor -z -l; balance -l
ex249,float_fp8,local-close-iter-r37,ex249_r37_resub_deep_rf_from_frontend_best,1,167,26,4342,student/work/ex249_frontend_fp8_e5m2_hypot_rawexp_20260608_1712/ex249/verilog/ex249_semantic_hypot_threshold_rawexp.v,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/aigs/ex249_r37_resub_deep_rf_from_frontend_best.aig,student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_resub_deep_rf_from_frontend_best.evaluate.py.log,official evaluate.py OK; abc_log=student/work/ex240_ex299_frontend_gt2_iter_remap_round37_20260613_0818/local-close-iter-r37/ex249/logs/ex249_r37_resub_deep_rf_from_frontend_best.abc.log; gen_sec=0.084; eval_sec=0.475; flow=strash; resub -K 8 -N 2; resub -K 10 -N 2; rewrite -z; refactor -z; balance
