case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,tool_chain,selection_reason,source_kind,source_csv,source_verilog_path,source_aig_path,notes
ex255,ex255_umul_wallace_bits_abc_g_aig_d20,unsigned low4_high4:a*b,wallace_bits+abc_g_aig_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex255/verilog/ex255_umul_wallace_bits_abc_g_aig_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig_d20.aig,1,1,87,13,1131,836,1.352871,1,0,semantic_mul_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/verilog/ex255_umul_wallace_bits.v,student/work/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig_d20.aig,exact unsigned low4 * high4 over 256 inputs; source=wallace_bits; flow=abc_g_aig_d20
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d8,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+abc_g_aig_d8,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/verilog/ex267_udiv_hybrid_top2_deep_abc_g_aig_d8.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d8.aig,1,1,340,12,4080,2651,1.539042,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/results/candidates.csv,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d8.aig,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=abc_g_aig_d8
ex267,ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig,unsigned lowN_highN:a/b dbz=max,udiv_hybrid_top2_deep+wreduce_abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/verilog/ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig.aig,1,1,340,12,4080,2651,1.539042,0,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/results/candidates.csv,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/verilog/ex267_udiv_hybrid_top2_deep.v,student/work/ex267_frontend_udiv_hybrid_top2_flow_20260609_1805/ex267/aigs/ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig.aig,unsigned low6_high6:a/b dbz=max exact; source=udiv_hybrid_top2_deep; flow=wreduce_abc_g_aig
ex268,ex268_udiv_denom_lz_range_direct_synth_preset_d18,unsigned low7_high7:a/b dbz=max,denom_lz_range_direct+synth_preset_d18,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/verilog/ex268_udiv_denom_lz_range_direct_synth_preset_d18.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_synth_preset_d18.aig,1,1,199,53,10547,7446,1.416465,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex268_ex269_frontend_udiv_lz_range_20260609_0915/results/candidates.csv,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/verilog/ex268_udiv_denom_lz_range_direct.v,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/aigs/ex268_udiv_denom_lz_range_direct_synth_preset_d18.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_direct; flow=synth_preset_d18
ex268,ex268_udiv_denom_lz_range_direct_synth_preset_d24,unsigned low7_high7:a/b dbz=max,denom_lz_range_direct+synth_preset_d24,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/verilog/ex268_udiv_denom_lz_range_direct_synth_preset_d24.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_synth_preset_d24.aig,1,1,199,53,10547,7446,1.416465,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex268_ex269_frontend_udiv_lz_range_20260609_0915/results/candidates.csv,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/verilog/ex268_udiv_denom_lz_range_direct.v,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/aigs/ex268_udiv_denom_lz_range_direct_synth_preset_d24.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_direct; flow=synth_preset_d24
ex268,ex268_udiv_denom_lz_range_direct_abc_g_aig,unsigned low7_high7:a/b dbz=max,denom_lz_range_direct+abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/verilog/ex268_udiv_denom_lz_range_direct_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_abc_g_aig.aig,1,1,200,53,10600,7446,1.423583,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex268_ex269_frontend_udiv_lz_range_20260609_0915/results/candidates.csv,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/verilog/ex268_udiv_denom_lz_range_direct.v,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/aigs/ex268_udiv_denom_lz_range_direct_abc_g_aig.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_direct; flow=abc_g_aig
ex268,ex268_udiv_denom_lz_range_direct_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,denom_lz_range_direct+wreduce_abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/verilog/ex268_udiv_denom_lz_range_direct_wreduce_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_wreduce_abc_g_aig.aig,1,1,200,53,10600,7446,1.423583,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex268_ex269_frontend_udiv_lz_range_20260609_0915/results/candidates.csv,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/verilog/ex268_udiv_denom_lz_range_direct.v,student/work/ex268_ex269_frontend_udiv_lz_range_20260609_0915/ex268/aigs/ex268_udiv_denom_lz_range_direct_wreduce_abc_g_aig.aig,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_direct; flow=wreduce_abc_g_aig
ex269,ex269_udiv_radix4_shift_subtract_gt_guard_synth_preset,unsigned low8_high8:a/b dbz=max,radix4_shift_subtract_gt_guard+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/verilog/ex269_udiv_radix4_shift_subtract_gt_guard_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_shift_subtract_gt_guard_synth_preset.aig,1,1,382,42,16044,11760,1.364286,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex266_ex267_ex269_frontend_udiv_radix_shift_20260609_1110/results/candidates.csv,student/work/ex266_ex267_ex269_frontend_udiv_radix_shift_20260609_1110/ex269/verilog/ex269_udiv_radix4_shift_subtract_gt_guard.v,student/work/ex266_ex267_ex269_frontend_udiv_radix_shift_20260609_1110/ex269/aigs/ex269_udiv_radix4_shift_subtract_gt_guard_synth_preset.aig,unsigned low8_high8:a/b dbz=max exact; source=radix4_shift_subtract_gt_guard; flow=synth_preset
ex269,ex269_udiv_radix4_compact_digit_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,radix4_compact_digit+wreduce_abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/verilog/ex269_udiv_radix4_compact_digit_wreduce_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_compact_digit_wreduce_abc_g_aig.aig,1,1,364,46,16744,11760,1.423810,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex266_ex267_ex269_frontend_udiv_compact_radix_20260609_0845/results/candidates.csv,student/work/ex266_ex267_ex269_frontend_udiv_compact_radix_20260609_0845/ex269/verilog/ex269_udiv_radix4_compact_digit.v,student/work/ex266_ex267_ex269_frontend_udiv_compact_radix_20260609_0845/ex269/aigs/ex269_udiv_radix4_compact_digit_wreduce_abc_g_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=radix4_compact_digit; flow=wreduce_abc_g_aig
ex269,ex269_udiv_radix4_shift_subtract_arith_wreduce_aig,unsigned low8_high8:a/b dbz=max,radix4_shift_subtract+arith_wreduce_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/verilog/ex269_udiv_radix4_shift_subtract_arith_wreduce_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_shift_subtract_arith_wreduce_aig.aig,1,1,382,44,16808,11760,1.429252,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/results/candidates.csv,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex269/verilog/ex269_udiv_radix4_shift_subtract.v,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex269/aigs/ex269_udiv_radix4_shift_subtract_arith_wreduce_aig.aig,unsigned low8_high8:a/b dbz=max exact; source=radix4_shift_subtract; flow=arith_wreduce_aig
ex269,ex269_udiv_radix4_shift_subtract_wreduce_default,unsigned low8_high8:a/b dbz=max,radix4_shift_subtract+wreduce_default,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/verilog/ex269_udiv_radix4_shift_subtract_wreduce_default.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_shift_subtract_wreduce_default.aig,1,1,401,42,16842,11760,1.432143,1,0,semantic_udiv_exact,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/results/candidates.csv,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex269/verilog/ex269_udiv_radix4_shift_subtract.v,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex269/aigs/ex269_udiv_radix4_shift_subtract_wreduce_default.aig,unsigned low8_high8:a/b dbz=max exact; source=radix4_shift_subtract; flow=wreduce_default
ex270,ex270_square_wallace_square_outside_csel5_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel5+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/verilog/ex270_square_wallace_square_outside_csel5_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel5_synth_preset.aig,1,1,191,17,3247,2076,1.564066,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex271_square_fullcase_20260609_1138/results/candidates.csv,student/work/ex270_ex271_square_fullcase_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel5.v,student/work/ex270_ex271_square_fullcase_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel5_synth_preset.aig,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel5; flow=synth_preset
ex270,ex270_square_wallace_square_outside_csel5_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel5+synth_preset_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/verilog/ex270_square_wallace_square_outside_csel5_synth_preset_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel5_synth_preset_d20.aig,1,1,191,17,3247,2076,1.564066,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel5_synth_preset_d20.aig,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel5; flow=synth_preset_d20
ex270,ex270_square_wallace_square_outside_csel5_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel5+wreduce_abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/verilog/ex270_square_wallace_square_outside_csel5_wreduce_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel5_wreduce_abc_g_aig.aig,1,1,194,17,3298,2076,1.588632,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex271_square_fullcase_20260609_1138/results/candidates.csv,student/work/ex270_ex271_square_fullcase_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel5.v,student/work/ex270_ex271_square_fullcase_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel5_wreduce_abc_g_aig.aig,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel5; flow=wreduce_abc_g_aig
ex270,ex270_square_wallace_square_outside_csel3_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/verilog/ex270_square_wallace_square_outside_csel3_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel3_synth_preset.aig,1,1,188,19,3572,2076,1.720617,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_csel3_synth_preset.aig,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_csel3; flow=synth_preset
ex271,ex271_square_wallace_square_outside_csel4_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel4+synth_preset_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/verilog/ex271_square_wallace_square_outside_csel4_synth_preset_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel4_synth_preset_d20.aig,1,1,331,25,8275,5542,1.493143,1,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_synth_preset_d20.aig,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=synth_preset_d20
ex271,ex271_square_wallace_square_outside_csel4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/verilog/ex271_square_wallace_square_outside_csel4_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel4_abc_g_aig.aig,1,1,333,25,8325,5542,1.502165,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex271_square_fullcase_20260609_1138/results/candidates.csv,student/work/ex270_ex271_square_fullcase_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex271_square_fullcase_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_abc_g_aig.aig,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=abc_g_aig
ex271,ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel4+wreduce_abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/verilog/ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,1,1,333,25,8325,5542,1.502165,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex271_square_fullcase_20260609_1138/results/candidates.csv,student/work/ex270_ex271_square_fullcase_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel4.v,student/work/ex270_ex271_square_fullcase_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel4; flow=wreduce_abc_g_aig
ex271,ex271_square_wallace_square_outside_csel3_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel3+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/verilog/ex271_square_wallace_square_outside_csel3_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel3_synth_preset.aig,1,1,331,26,8606,5542,1.552869,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/verilog/ex271_square_wallace_square_outside_csel3.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex271/aigs/ex271_square_wallace_square_outside_csel3_synth_preset.aig,exact unsigned 10-bit square x*x over 1024 inputs; source=wallace_square_outside_csel3; flow=synth_preset
ex272,ex272_square_wallace_square_outside_csel5_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel5+synth_preset_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/verilog/ex272_square_wallace_square_outside_csel5_synth_preset_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel5_synth_preset_d20.aig,1,1,507,32,16224,10880,1.491176,1,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel5_synth_preset_d20.aig,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel5; flow=synth_preset_d20
ex272,ex272_square_wallace_square_outside_csel8_synth_preset,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/verilog/ex272_square_wallace_square_outside_csel8_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel8_synth_preset.aig,1,1,507,32,16224,10880,1.491176,1,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel8_synth_preset.aig,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel8; flow=synth_preset
ex272,ex272_square_wallace_square_outside_csel8_synth_preset_d20,unsigned_square_x_times_x,wallace_square_outside_csel8+synth_preset_d20,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/verilog/ex272_square_wallace_square_outside_csel8_synth_preset_d20.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel8_synth_preset_d20.aig,1,1,507,32,16224,10880,1.491176,1,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel8.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel8_synth_preset_d20.aig,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel8; flow=synth_preset_d20
ex272,ex272_square_wallace_square_outside_csel5_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_csel5+abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/verilog/ex272_square_wallace_square_outside_csel5_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel5_abc_g_aig.aig,1,1,509,32,16288,10880,1.497059,1,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex270_ex274_square_carryselect2_20260609_1138/results/candidates.csv,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/verilog/ex272_square_wallace_square_outside_csel5.v,student/work/ex270_ex274_square_carryselect2_20260609_1138/ex272/aigs/ex272_square_wallace_square_outside_csel5_abc_g_aig.aig,exact unsigned 12-bit square x*x over 4096 inputs; source=wallace_square_outside_csel5; flow=abc_g_aig
ex273,ex273_square_hybrid_bddtop4_perbit_wreduce_abc_g_aig,unsigned_square_x_times_x,hybrid_bddtop4_perbit+wreduce_abc_g_aig,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/verilog/ex273_square_hybrid_bddtop4_perbit_wreduce_abc_g_aig.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_perbit_wreduce_abc_g_aig.aig,1,1,797,33,26301,15078,1.744329,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240/results/candidates.csv,student/work/ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4_perbit.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_perbit_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_perbit_wreduce_abc_g_aig.aig,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4_perbit; flow=wreduce_abc_g_aig
ex273,ex273_square_hybrid_bddtop4_synth_preset,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/verilog/ex273_square_hybrid_bddtop4_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset.aig,1,1,798,33,26334,15078,1.746518,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_block4_decomp_20260609_1240/results/candidates.csv,student/work/ex273_ex274_frontend_square_block4_decomp_20260609_1240/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_block4_decomp_20260609_1240/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset.aig,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=synth_preset
ex273,ex273_square_hybrid_bddtop4_synth_preset_d12,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset_d12,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/verilog/ex273_square_hybrid_bddtop4_synth_preset_d12.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset_d12.aig,1,1,798,33,26334,15078,1.746518,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/results/candidates.csv,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset_d12.aig,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=synth_preset_d12
ex273,ex273_square_hybrid_bddtop4_synth_preset_d14,unsigned_square_x_times_x,hybrid_bddtop4+synth_preset_d14,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/verilog/ex273_square_hybrid_bddtop4_synth_preset_d14.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset_d14.aig,1,1,798,33,26334,15078,1.746518,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/results/candidates.csv,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/verilog/ex273_square_hybrid_bddtop4.v,student/work/ex273_ex274_frontend_square_best_lowdelay_20260609_1350/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset_d14.aig,exact unsigned 14-bit square x*x over 16384 inputs; source=hybrid_bddtop4; flow=synth_preset_d14
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset,unsigned_square_x_times_x,hybrid_bddtop2_trunc+synth_preset,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/verilog/ex274_square_hybrid_bddtop2_trunc_synth_preset.v,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset.aig,1,1,985,42,41370,21630,1.912621,0,0,square_specific_structural_rtl,,verified_low_adp_nonbest_alternative,run,student/runs/integer/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/results/candidates.csv,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/verilog/ex274_square_hybrid_bddtop2_trunc.v,student/work/ex273_ex274_frontend_square_hybrid_bddtop_trunc_20260609_1240/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset.aig,exact unsigned 16-bit square x*x over 65536 inputs; source=hybrid_bddtop2_trunc; flow=synth_preset
