case,candidate_id,status,area,delay,adp,expected_adp,aig_path,notes
ex257,ex257_umul_csa_androws_cla_from3_wreduce_abc_g_aig,OK,255,21,5355,5355,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex257/aigs/ex257_umul_csa_androws_cla_from3_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex257,ex257_umul_csa_concat_cla_abc_g_aig,OK,255,21,5355,5355,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex257/aigs/ex257_umul_csa_concat_cla_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex258,ex258_umul_wallace_bits_abc_g_aig_d20,OK,351,25,8775,8775,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex258/aigs/ex258_umul_wallace_bits_abc_g_aig_d20.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex258,ex258_umul_wallace_bits_wreduce_abc_g_aig,OK,351,25,8775,8775,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex258/aigs/ex258_umul_wallace_bits_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex258,ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig,OK,372,24,8928,8928,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex258/aigs/ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex258,ex258_umul_csa_androws_cla_from4_synth_preset_d13,OK,360,25,9000,9000,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex258/aigs/ex258_umul_csa_androws_cla_from4_synth_preset_d13.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex259,ex259_umul_wallace_bits_outside_cla_abc_g_aig,OK,480,28,13440,13440,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex259/aigs/ex259_umul_wallace_bits_outside_cla_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex259,ex259_umul_wallace_bits_rev_cla_abc_g_aig,OK,480,28,13440,13440,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex259/aigs/ex259_umul_wallace_bits_rev_cla_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex259,ex259_umul_csa_androws_cla_abc_g_aig,OK,500,27,13500,13500,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex259/aigs/ex259_umul_csa_androws_cla_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex259,ex259_umul_csa_androws_cla_wreduce_abc_g_aig,OK,500,27,13500,13500,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex259/aigs/ex259_umul_csa_androws_cla_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_abc_g_aig,OK,88,13,1144,1144,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_wreduce_abc_g_aig,OK,88,13,1144,1144,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_hcla4_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11,OK,88,13,1144,1144,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d11.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13,OK,88,13,1144,1144,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig_d13.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex261,ex261_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig,OK,164,18,2952,2952,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex261,ex261_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig,OK,164,18,2952,2952,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/aigs/ex261_smul_baugh_wooley_wallace_evenodd_hcla4_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11,OK,164,18,2952,2952,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d11.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13,OK,164,18,2952,2952,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig_d13.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex262,ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,OK,252,22,5544,5544,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,OK,253,22,5566,5566,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex262,ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18,OK,253,22,5566,5566,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d18.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex262,ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig,OK,246,23,5658,5658,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11,OK,362,24,8688,8688,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13,OK,362,24,8688,8688,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d13.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13,OK,362,24,8688,8688,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d13.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15,OK,362,24,8688,8688,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_synth_preset_d15.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11,OK,486,27,13122,13122,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d11.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13,OK,486,27,13122,13122,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d13.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15,OK,486,27,13122,13122,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d15.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9,OK,486,27,13122,13122,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig_d9.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex265,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d10,OK,63,8,504,504,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d10.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex265,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12,OK,63,8,504,504,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex265,ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d8,OK,63,8,504,504,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d8.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex265,ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig,OK,65,8,520,520,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex265/aigs/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset,OK,148,10,1480,1480,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d10,OK,148,10,1480,1480,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d10.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d12,OK,148,10,1480,1480,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d12.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24,OK,148,10,1480,1480,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d24.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d10,OK,340,12,4080,4080,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d10.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d12,OK,340,12,4080,4080,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d12.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex267,ex267_udiv_hybrid_top2_deep_abc_g_aig_d8,OK,340,12,4080,4080,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_abc_g_aig_d8.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex267,ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig,OK,340,12,4080,4080,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex267/aigs/ex267_udiv_hybrid_top2_deep_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex268,ex268_udiv_denom_lz_range_direct_synth_preset_d18,OK,199,53,10547,10547,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_synth_preset_d18.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex268,ex268_udiv_denom_lz_range_direct_synth_preset_d24,OK,199,53,10547,10547,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_synth_preset_d24.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex268,ex268_udiv_denom_lz_range_direct_abc_g_aig,OK,200,53,10600,10600,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex268,ex268_udiv_denom_lz_range_direct_wreduce_abc_g_aig,OK,200,53,10600,10600,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex268/aigs/ex268_udiv_denom_lz_range_direct_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex269,ex269_udiv_radix4_shift_subtract_gt_guard_synth_preset,OK,382,42,16044,16044,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_shift_subtract_gt_guard_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex269,ex269_udiv_radix4_compact_digit_wreduce_abc_g_aig,OK,364,46,16744,16744,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_compact_digit_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex269,ex269_udiv_radix4_shift_subtract_arith_wreduce_aig,OK,382,44,16808,16808,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_shift_subtract_arith_wreduce_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex269,ex269_udiv_radix4_shift_subtract_wreduce_default,OK,401,42,16842,16842,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex269/aigs/ex269_udiv_radix4_shift_subtract_wreduce_default.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex270,ex270_square_wallace_square_outside_csel5_synth_preset,OK,191,17,3247,3247,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel5_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex270,ex270_square_wallace_square_outside_csel5_synth_preset_d20,OK,191,17,3247,3247,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel5_synth_preset_d20.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex270,ex270_square_wallace_square_outside_csel5_wreduce_abc_g_aig,OK,194,17,3298,3298,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel5_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex270,ex270_square_wallace_square_outside_csel3_synth_preset,OK,188,19,3572,3572,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex270/aigs/ex270_square_wallace_square_outside_csel3_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex271,ex271_square_wallace_square_outside_csel4_synth_preset_d20,OK,331,25,8275,8275,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel4_synth_preset_d20.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex271,ex271_square_wallace_square_outside_csel4_abc_g_aig,OK,333,25,8325,8325,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel4_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex271,ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig,OK,333,25,8325,8325,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel4_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex271,ex271_square_wallace_square_outside_csel3_synth_preset,OK,331,26,8606,8606,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex271/aigs/ex271_square_wallace_square_outside_csel3_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex272,ex272_square_wallace_square_outside_csel5_synth_preset_d20,OK,507,32,16224,16224,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel5_synth_preset_d20.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex272,ex272_square_wallace_square_outside_csel8_synth_preset,OK,507,32,16224,16224,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel8_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex272,ex272_square_wallace_square_outside_csel8_synth_preset_d20,OK,507,32,16224,16224,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel8_synth_preset_d20.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex272,ex272_square_wallace_square_outside_csel5_abc_g_aig,OK,509,32,16288,16288,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex272/aigs/ex272_square_wallace_square_outside_csel5_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex273,ex273_square_hybrid_bddtop4_perbit_wreduce_abc_g_aig,OK,797,33,26301,26301,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_perbit_wreduce_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex273,ex273_square_hybrid_bddtop4_synth_preset,OK,798,33,26334,26334,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex273,ex273_square_hybrid_bddtop4_synth_preset_d12,OK,798,33,26334,26334,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset_d12.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex273,ex273_square_hybrid_bddtop4_synth_preset_d14,OK,798,33,26334,26334,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex273/aigs/ex273_square_hybrid_bddtop4_synth_preset_d14.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset,OK,985,42,41370,41370,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d12,OK,985,42,41370,41370,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d12.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d14,OK,985,42,41370,41370,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d14.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex274,ex274_square_hybrid_bddtop2_trunc_synth_preset_d20,OK,985,42,41370,41370,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex274/aigs/ex274_square_hybrid_bddtop2_trunc_synth_preset_d20.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex275,ex275_isqrt_prefix3_ge_bitwise_arith_wreduce_aig,OK,48,7,336,336,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix3_ge_bitwise_arith_wreduce_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex275,ex275_isqrt_prefix4_bitwise_abc_g_NAND,OK,48,7,336,336,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NAND.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex275,ex275_isqrt_prefix4_bitwise_abc_g_NOR,OK,48,7,336,336,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_NOR.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex275,ex275_isqrt_prefix4_bitwise_abc_g_aig,OK,48,7,336,336,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex275/aigs/ex275_isqrt_prefix4_bitwise_abc_g_aig.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10,OK,101,10,1010,1010,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6,OK,101,10,1010,1010,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8,OK,101,10,1010,1010,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,OK,102,10,1020,1020,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d10,OK,237,12,2844,2844,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d10.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d6,OK,237,12,2844,2844,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d6.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex277,ex277_isqrt_cofbdd4_reverse_synth_preset_d8,OK,237,12,2844,2844,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_cofbdd4_reverse_synth_preset_d8.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
ex277,ex277_isqrt_prefix6_range_synth_preset,OK,267,11,2937,2937,student/seeds/integer/ex255_ex279_backend_candidates_20260609_1809/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset.aig,curated from verified integer frontend candidate CSV; copied AIG path checked during curation
