case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_wreduce_abc_g_aig.aig,1,1,1,367,25,9175,6840,1.341374,1,0,0.553,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_synth_preset_d11.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.668,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.668,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla1_abc_g_aig.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.529,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla1_wreduce_abc_g_aig.aig,1,1,1,358,25,8950,6840,1.308480,1,0,0.547,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla1_synth_preset_d11.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.657,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla1_synth_preset_d13.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.682,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla1_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.532,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla1_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.546,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla1_synth_preset_d11.aig,1,1,1,356,26,9256,6840,1.353216,1,0,0.681,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla1_synth_preset_d13.aig,1,1,1,356,26,9256,6840,1.353216,1,0,0.667,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla1_abc_g_aig.aig,1,1,1,365,25,9125,6840,1.334064,1,0,0.561,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla1_wreduce_abc_g_aig.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.541,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla1_synth_preset_d11.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.645,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla1_synth_preset_d13.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.644,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla1_abc_g_aig.aig,1,1,1,364,25,9100,6840,1.330409,1,0,0.564,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla1; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla1_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla1+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla1_wreduce_abc_g_aig.aig,1,1,1,367,25,9175,6840,1.341374,1,0,0.547,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla1; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla1_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla1+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla1_synth_preset_d11.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.672,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla1; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla1_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla1+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla1_synth_preset_d13.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.669,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla1; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_abc_g_aig.aig,1,1,1,365,24,8760,6840,1.280702,1,0,0.535,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_wreduce_abc_g_aig.aig,1,1,1,366,26,9516,6840,1.391228,1,0,0.541,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d11.aig,1,1,1,358,25,8950,6840,1.308480,1,0,0.638,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d13.aig,1,1,1,358,25,8950,6840,1.308480,1,0,0.639,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_abc_g_aig.aig,1,1,1,362,26,9412,6840,1.376023,1,0,0.536,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_wreduce_abc_g_aig.aig,1,1,1,362,26,9412,6840,1.376023,1,0,0.538,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d11.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.662,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d13.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.662,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_abc_g_aig.aig,1,1,1,354,27,9558,6840,1.397368,1,0,0.524,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_wreduce_abc_g_aig.aig,1,1,1,354,27,9558,6840,1.397368,1,0,0.560,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d11.aig,1,1,1,355,26,9230,6840,1.349415,1,0,0.651,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d13.aig,1,1,1,355,26,9230,6840,1.349415,1,0,0.652,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_signlast_rhcla2_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signlast_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_rhcla2_abc_g_aig.aig,1,1,1,362,26,9412,6840,1.376023,1,0,0.512,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signlast_rhcla2_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signlast_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_rhcla2_wreduce_abc_g_aig.aig,1,1,1,363,26,9438,6840,1.379825,1,0,0.530,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_signlast_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d11.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.663,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_signlast_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d13.aig,1,1,1,361,26,9386,6840,1.372222,1,0,0.637,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_abc_g_aig.aig,1,1,1,365,24,8760,6840,1.280702,1,0,0.518,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_wreduce_abc_g_aig.aig,1,1,1,364,25,9100,6840,1.330409,1,0,0.538,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d11.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.650,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d13.aig,1,1,1,362,25,9050,6840,1.323099,1,0,0.652,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=synth_preset_d13
