case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_corrfirst_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_wreduce_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.225,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_corrfirst_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d11.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.275,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_corrfirst_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrfirst_rhcla2_synth_preset_d13.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.274,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrfirst_rhcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_corrlast_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.212,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_corrlast_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_wreduce_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.213,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_corrlast_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d11.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.278,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_corrlast_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrlast_rhcla2_synth_preset_d13.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.273,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrlast_rhcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_signfirst_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_abc_g_aig.aig,1,1,1,89,14,1246,657,1.896499,0,0,0.209,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_signfirst_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_wreduce_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.212,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_signfirst_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d11.aig,1,1,1,89,14,1246,657,1.896499,0,0,0.272,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_signfirst_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signfirst_rhcla2_synth_preset_d13.aig,1,1,1,89,14,1246,657,1.896499,0,0,0.271,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signfirst_rhcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_signlast_rhcla2_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_signlast_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signlast_rhcla2_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.204,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_signlast_rhcla2_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_signlast_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signlast_rhcla2_wreduce_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_signlast_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d11.aig,1,1,1,91,15,1365,657,2.077626,0,0,0.246,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_signlast_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_signlast_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_signlast_rhcla2_synth_preset_d13.aig,1,1,1,91,15,1365,657,2.077626,0,0,0.248,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_signlast_rhcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_corrzip_rhcla2+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.212,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_corrzip_rhcla2+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_wreduce_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.213,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d11,signed low4_high4:a*b,baugh_wooley_wallace_corrzip_rhcla2+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d11.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.274,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=synth_preset_d11
ex260,ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_corrzip_rhcla2+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/verilog/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex260/aigs/ex260_smul_baugh_wooley_wallace_corrzip_rhcla2_synth_preset_d13.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.271,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_corrzip_rhcla2; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.514,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_wreduce_abc_g_aig.aig,1,1,1,354,28,9912,6840,1.449123,1,0,0.529,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_synth_preset_d11.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.655,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla4_synth_preset_d13.aig,1,1,1,356,28,9968,6840,1.457310,1,0,0.653,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla4_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.517,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla4_wreduce_abc_g_aig.aig,1,1,1,357,26,9282,6840,1.357018,1,0,0.532,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla4_synth_preset_d11.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.660,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrlast_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrlast_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrlast_hcla4_synth_preset_d13.aig,1,1,1,359,26,9334,6840,1.364620,1,0,0.659,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrlast_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla4_abc_g_aig.aig,1,1,1,365,26,9490,6840,1.387427,1,0,0.513,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla4_wreduce_abc_g_aig.aig,1,1,1,365,26,9490,6840,1.387427,1,0,0.528,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla4_synth_preset_d11.aig,1,1,1,354,26,9204,6840,1.345614,1,0,0.648,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_signfirst_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_signfirst_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signfirst_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signfirst_hcla4_synth_preset_d13.aig,1,1,1,354,26,9204,6840,1.345614,1,0,0.649,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signfirst_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla4_abc_g_aig.aig,1,1,1,357,27,9639,6840,1.409211,1,0,0.503,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla4_wreduce_abc_g_aig.aig,1,1,1,357,27,9639,6840,1.409211,1,0,0.521,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla4_synth_preset_d11.aig,1,1,1,358,26,9308,6840,1.360819,1,0,0.624,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_signlast_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_signlast_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_signlast_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_signlast_hcla4_synth_preset_d13.aig,1,1,1,358,26,9308,6840,1.360819,1,0,0.625,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_signlast_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla4_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla4+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla4_abc_g_aig.aig,1,1,1,361,25,9025,6840,1.319444,1,0,0.555,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla4_wreduce_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla4+wreduce_abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla4_wreduce_abc_g_aig.aig,1,1,1,361,25,9025,6840,1.319444,1,0,0.523,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla4_synth_preset_d11,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla4+synth_preset_d11,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla4_synth_preset_d11.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.636,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla4; flow=synth_preset_d11
ex263,ex263_smul_baugh_wooley_wallace_corrzip_hcla4_synth_preset_d13,signed low7_high7:a*b,baugh_wooley_wallace_corrzip_hcla4+synth_preset_d13,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrzip_hcla4.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrzip_hcla4_synth_preset_d13.aig,1,1,1,363,25,9075,6840,1.326754,1,0,0.634,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrzip_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_abc_g_aig,signed low7_high7:a*b,baugh_wooley_wallace_corrfirst_hcla1+abc_g_aig,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/verilog/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1.v,student/work/ex260_ex263_frontend_smul_corr_order_20260609_0649/ex263/aigs/ex263_smul_baugh_wooley_wallace_corrfirst_hcla1_abc_g_aig.aig,1,1,1,355,27,9585,6840,1.401316,1,0,0.531,semantic_signed_mul_exact,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_corrfirst_hcla1; flow=abc_g_aig
