case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex223,ex223_fp16_log_attr_casez_sign,fp16_log,attr_casez_sign,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex223/verilog/ex223_fp16_log_attr_casez_sign.v,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex223/aigs/ex223_fp16_log_attr_casez_sign.aig,1,1,1,11189,22,246158,120549,2.041975,0,0,structural_exact,casez_sign=exp0_or_positive_exp1_to14; table_items=31777; source case attributes parallel_case full_case,13.402,per-output-bit run-cover hybrid; casez_sign=exp0_or_positive_exp1_to14; table_items=31777; source case attributes parallel_case full_case
ex223,ex223_fp16_log_attr_casez_sign_bits11_12,fp16_log,attr_casez_sign_bits11_12,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex223/verilog/ex223_fp16_log_attr_casez_sign_bits11_12.v,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex223/aigs/ex223_fp16_log_attr_casez_sign_bits11_12.aig,1,1,1,11212,24,269088,120549,2.232188,0,0,structural_exact,"bits=12,11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0; source case attributes parallel_case full_case",14.771,"per-output-bit run-cover hybrid; bits=12,11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0; source case attributes parallel_case full_case"
ex224,ex224_fp16_log2_attr_casez_sign,fp16_log2,attr_casez_sign,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex224/verilog/ex224_fp16_log2_attr_casez_sign.v,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex224/aigs/ex224_fp16_log2_attr_casez_sign.aig,1,1,1,6316,21,132636,64708,2.049762,0,0,structural_exact,casez_sign=exp0_or_positive_exp1_to14; table_items=31777; source case attributes parallel_case full_case,11.414,per-output-bit run-cover hybrid; casez_sign=exp0_or_positive_exp1_to14; table_items=31777; source case attributes parallel_case full_case
ex224,ex224_fp16_log2_attr_casez_sign_bits11_12,fp16_log2,attr_casez_sign_bits11_12,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex224/verilog/ex224_fp16_log2_attr_casez_sign_bits11_12.v,student/work/ex223_ex224_frontend_fp16_hybrid_attrs_20260607_0915/ex224/aigs/ex224_fp16_log2_attr_casez_sign_bits11_12.aig,1,1,1,6250,21,131250,64708,2.028343,0,0,structural_exact,"bits=12,11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0 | bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0; source case attributes parallel_case full_case",13.063,"per-output-bit run-cover hybrid; bits=12,11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0 | bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0; source case attributes parallel_case full_case"
