case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex265,ex265_udiv_sop_qm_abc_g_aig,1,85,9,765,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex265/aigs/ex265_udiv_sop_qm_abc_g_aig.aig,unsigned low4_high4:a/b dbz=max exact; source=sop_qm; flow=abc_g_aig
ex265,ex265_udiv_sop_qm_wreduce_abc_g_aig,1,85,9,765,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex265/aigs/ex265_udiv_sop_qm_wreduce_abc_g_aig.aig,unsigned low4_high4:a/b dbz=max exact; source=sop_qm; flow=wreduce_abc_g_aig
ex265,ex265_udiv_sop_qm_synth_preset,1,85,9,765,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex265/aigs/ex265_udiv_sop_qm_synth_preset.aig,unsigned low4_high4:a/b dbz=max exact; source=sop_qm; flow=synth_preset
ex265,ex265_udiv_sop_qm_synth_preset_d18,1,85,9,765,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex265/aigs/ex265_udiv_sop_qm_synth_preset_d18.aig,unsigned low4_high4:a/b dbz=max exact; source=sop_qm; flow=synth_preset_d18
ex265,ex265_udiv_sop_qm_synth_preset_d24,1,85,9,765,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex265/aigs/ex265_udiv_sop_qm_synth_preset_d24.aig,unsigned low4_high4:a/b dbz=max exact; source=sop_qm; flow=synth_preset_d24
ex266,ex266_udiv_sop_qm_abc_g_aig,1,256,12,3072,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex266/aigs/ex266_udiv_sop_qm_abc_g_aig.aig,unsigned low5_high5:a/b dbz=max exact; source=sop_qm; flow=abc_g_aig
ex266,ex266_udiv_sop_qm_wreduce_abc_g_aig,1,256,12,3072,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex266/aigs/ex266_udiv_sop_qm_wreduce_abc_g_aig.aig,unsigned low5_high5:a/b dbz=max exact; source=sop_qm; flow=wreduce_abc_g_aig
ex266,ex266_udiv_sop_qm_synth_preset,1,246,12,2952,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex266/aigs/ex266_udiv_sop_qm_synth_preset.aig,unsigned low5_high5:a/b dbz=max exact; source=sop_qm; flow=synth_preset
ex266,ex266_udiv_sop_qm_synth_preset_d18,1,246,12,2952,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex266/aigs/ex266_udiv_sop_qm_synth_preset_d18.aig,unsigned low5_high5:a/b dbz=max exact; source=sop_qm; flow=synth_preset_d18
ex266,ex266_udiv_sop_qm_synth_preset_d24,1,246,12,2952,student/work/ex265_ex266_frontend_udiv_sop_qm_20260609_0955/ex266/aigs/ex266_udiv_sop_qm_synth_preset_d24.aig,unsigned low5_high5:a/b dbz=max exact; source=sop_qm; flow=synth_preset_d24
