case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_abs_sign_direct_abc_g_aig,signed low4_high4:a*b,abs_sign_direct+abc_g_aig,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_direct.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_direct_abc_g_aig.aig,1,1,1,103,18,1854,657,2.821918,0,0,0.269,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=abc_g_aig
ex260,ex260_smul_abs_sign_direct_wreduce_abc_g_aig,signed low4_high4:a*b,abs_sign_direct+wreduce_abc_g_aig,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_direct.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_direct_wreduce_abc_g_aig.aig,1,1,1,103,18,1854,657,2.821918,0,0,0.242,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=wreduce_abc_g_aig
ex260,ex260_smul_abs_sign_direct_arith_wreduce_aig,signed low4_high4:a*b,abs_sign_direct+arith_wreduce_aig,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_direct.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_direct_arith_wreduce_aig.aig,1,1,1,103,18,1854,657,2.821918,0,0,0.273,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=arith_wreduce_aig
ex260,ex260_smul_abs_sign_direct_synth_preset_d9,signed low4_high4:a*b,abs_sign_direct+synth_preset_d9,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_direct.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_direct_synth_preset_d9.aig,1,1,1,103,18,1854,657,2.821918,0,0,0.317,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=synth_preset_d9
ex260,ex260_smul_abs_sign_direct_synth_preset_d13,signed low4_high4:a*b,abs_sign_direct+synth_preset_d13,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_direct.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_direct_synth_preset_d13.aig,1,1,1,103,18,1854,657,2.821918,0,0,0.289,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_direct; flow=synth_preset_d13
ex260,ex260_smul_abs_sign_wallace_abc_g_aig,signed low4_high4:a*b,abs_sign_wallace+abc_g_aig,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_wallace_abc_g_aig.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.275,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex260,ex260_smul_abs_sign_wallace_wreduce_abc_g_aig,signed low4_high4:a*b,abs_sign_wallace+wreduce_abc_g_aig,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.258,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex260,ex260_smul_abs_sign_wallace_arith_wreduce_aig,signed low4_high4:a*b,abs_sign_wallace+arith_wreduce_aig,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_wallace_arith_wreduce_aig.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.292,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=arith_wreduce_aig
ex260,ex260_smul_abs_sign_wallace_synth_preset_d9,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d9,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d9.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.358,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d9
ex260,ex260_smul_abs_sign_wallace_synth_preset_d13,signed low4_high4:a*b,abs_sign_wallace+synth_preset_d13,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/verilog/ex260_smul_abs_sign_wallace.v,student/work/ex260_frontend_smul_alt_replay_20260609_1812/ex260/aigs/ex260_smul_abs_sign_wallace_synth_preset_d13.aig,1,1,1,104,18,1872,657,2.849315,0,0,0.335,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=abs_sign_wallace; flow=synth_preset_d13
