case,hypothesis/function_guess,input_width,output_width,constant_bits,support_bits,output_zero,output_subnormal,output_normal,output_inf,output_nan,sign_relation_best,sign_relation_matches,identity_matches,abs_matches,sign_flip_input_matches,global_default,global_default_matches,sign_exp_full_default_groups,positive_exp_full_default_groups,notes,sample_zero,sample_neg_zero,sample_one,sample_neg_one,sample_two,sample_pos_inf,sample_neg_inf,sample_nan
ex224,fp16_log2,16,16,,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",1,0,30719,2049,32767,nan,31744,2,3,2,nan,32767,33,1,hypothesis inferred by ex220-ex239 order and FP16 shape,0xfc00,0xfc00,0x0000,0x7e00,0x3c00,0x7c00,0x7e00,0x7e00
