case,hypothesis/function_guess,candidate_count,verified_truth_count,synthesized_count,equivalent_count,semantic_exact_count,semantic_hybrid_count,structural_exact_count,best_candidate_id,best_variant,best_classification,best_area,best_delay,best_adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,top5,notes
ex220,fp16_exp,4,4,4,4,0,1,3,ex220_fp16_exp_exp_mant_pair_case,exp_mant_pair_case,structural_exact,10754,22,236588,180404,1.311434,1,0,exp_mant_pair_case:236588; positive_default_exp_mant_case:237468; sign_exp_mant_case:237556; semantic_exp_delta_fields:250700,
ex221,fp16_exp2,4,4,4,4,0,1,3,ex221_fp16_exp2_exp_mant_pair_case,exp_mant_pair_case,structural_exact,6974,22,153428,105655,1.452160,1,0,exp_mant_pair_case:153428; positive_default_exp_mant_case:153494; sign_exp_mant_case:154704; semantic_exp_delta_fields:161138,
ex222,fp16_exp10,4,4,4,4,0,1,3,ex222_fp16_exp10_positive_default_exp_mant_case,positive_default_exp_mant_case,structural_exact,10615,22,233530,173621,1.345056,1,0,positive_default_exp_mant_case:233530; exp_mant_pair_case:234190; sign_exp_mant_case:245985; semantic_exp_delta_fields:256560,
ex223,fp16_log,10,10,10,10,0,6,4,ex223_fp16_log_sign_exp_mant_case,sign_exp_mant_case,structural_exact,11164,23,256772,120549,2.130022,0,0,sign_exp_mant_case:256772; positive_default_exp_mant_case:267936; exp_mant_pair_case:268176; log_mant0_fastpath:275520; split_sign_exp_mant_case:279650,
ex224,fp16_log2,10,10,10,10,0,6,4,ex224_fp16_log2_sign_exp_mant_case,sign_exp_mant_case,structural_exact,6332,21,132972,64708,2.054955,0,0,sign_exp_mant_case:132972; split_sign_exp_mant_case:139040; log_positive_field_split:139480; exp_mant_pair_case:146441; log_positive_base_delta:146740,
