agent_id,domain,case,candidate,method_signature,sim_status,log_path,source_csv,notes,aig_path,area,delay,adp,old_adp
fp16-transfer-r1,fp16,ex223,ex223_transfer_nested_low10_hi5_abc_g_aig,ex223|fp16_log_active_signexp_transfer|active_signexp_nested_low10_hi5|shared sign-exp decode plus high output run trees and low10 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|active_signexp_low10_hi5,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex223/official_eval/ex223_transfer_nested_low10_hi5_abc_g_aig/ex223_transfer_nested_low10_hi5_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex223,ex223_transfer_nested_low9_hi6_abc_g_aig,ex223|fp16_log_active_signexp_transfer|active_signexp_nested_low9_hi6|shared sign-exp decode plus high output run trees and low9 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|active_signexp_low9_hi6,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex223/official_eval/ex223_transfer_nested_low9_hi6_abc_g_aig/ex223_transfer_nested_low9_hi6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex223,ex223_transfer_wordmode_mh5_abc_g_aig,ex223|fp16_log_active_signexp_transfer|active_signexp_wordmode_mh5|shared sign-exp decode plus per mant_hi mode default residuals|yosys_abc_g_aig|abc_xf_official_evaluate|wordmode_mant_hi5,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex223/official_eval/ex223_transfer_wordmode_mh5_abc_g_aig/ex223_transfer_wordmode_mh5_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex225,ex225_transfer_nested_low10_hi5_abc_g_aig,ex225|fp16_log10_active_signexp_transfer|active_signexp_nested_low10_hi5|shared sign-exp decode plus high output run trees and low10 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|active_signexp_low10_hi5,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex225/official_eval/ex225_transfer_nested_low10_hi5_abc_g_aig/ex225_transfer_nested_low10_hi5_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex225,ex225_transfer_nested_low9_hi6_abc_g_aig,ex225|fp16_log10_active_signexp_transfer|active_signexp_nested_low9_hi6|shared sign-exp decode plus high output run trees and low9 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|active_signexp_low9_hi6,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex225/official_eval/ex225_transfer_nested_low9_hi6_abc_g_aig/ex225_transfer_nested_low9_hi6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex225,ex225_transfer_wordmode_mh5_abc_g_aig,ex225|fp16_log10_active_signexp_transfer|active_signexp_wordmode_mh5|shared sign-exp decode plus per mant_hi mode default residuals|yosys_abc_g_aig|abc_xf_official_evaluate|wordmode_mant_hi5,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex225/official_eval/ex225_transfer_wordmode_mh5_abc_g_aig/ex225_transfer_wordmode_mh5_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex224,ex224_posnormal_nested_low10_hi6_abc_g_aig,ex224|fp16_log2_transfer_non_expbase_residual|positive_normal_nested_low10_hi6|shared special sign-exp decode plus high output run trees and low10 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|non_expbase_nested_low10_hi6,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex224/official_eval/ex224_posnormal_nested_low10_hi6_abc_g_aig/ex224_posnormal_nested_low10_hi6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex224,ex224_posnormal_nested_low12_hi4_abc_g_aig,ex224|fp16_log2_transfer_non_expbase_residual|positive_normal_nested_low12_hi4|shared special sign-exp decode plus fewer high run trees and low12 nested LUT|yosys_abc_g_aig|abc_xf_official_evaluate|non_expbase_nested_low12_hi4,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex224/official_eval/ex224_posnormal_nested_low12_hi4_abc_g_aig/ex224_posnormal_nested_low12_hi4_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex224,ex224_posnormal_wordmode_mh4_abc_g_aig,ex224|fp16_log2_transfer_non_expbase_residual|positive_normal_wordmode_mh4|shared special sign-exp decode plus coarse per mant_hi word-mode defaults|yosys_abc_g_aig|abc_xf_official_evaluate|non_nested_wordmode_mant_hi4,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex224/official_eval/ex224_posnormal_wordmode_mh4_abc_g_aig/ex224_posnormal_wordmode_mh4_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
fp16-transfer-r1,fp16,ex224,ex224_posnormal_wordmode_mh6_abc_g_aig,ex224|fp16_log2_transfer_non_expbase_residual|positive_normal_wordmode_mh6|shared special sign-exp decode plus fine per mant_hi word-mode defaults|yosys_abc_g_aig|abc_xf_official_evaluate|non_nested_wordmode_mant_hi6,not_run_truth_derived,student/runs/fp16/ex223_ex225_frontend_fp16_transfer_20260614_1310/fp16-transfer-r1/ex224/official_eval/ex224_posnormal_wordmode_mh6_abc_g_aig/ex224_posnormal_wordmode_mh6_abc_g_aig.evaluate.py.log,student/frontend_campaigns/campaigns/ex223_ex225_frontend_fp16_transfer_20260614_1310/agent_shards/fp16-transfer-r1/simulation_results.csv,official evaluate.py is acceptance check,,,,,
