case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,notes
ex201,ex201_bf16_exp2_structural_exp_mant_pair_parallel,bf16_exp2,DAZ + 2^x + BF16 RNE + FTZ + canonical NaN,parallel_full_case_hint,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex201/verilog/ex201_bf16_exp2_structural_exp_mant_pair_parallel.v,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex201/aigs/ex201_bf16_exp2_structural_exp_mant_pair_parallel.aig,1,1,1599,15,23985,parallel_case/full_case hints added to current best structural source
ex202,ex202_bf16_exp10_semantic_sign_exp_field_defaults_parallel,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,parallel_full_case_hint,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex202/verilog/ex202_bf16_exp10_semantic_sign_exp_field_defaults_parallel.v,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex202/aigs/ex202_bf16_exp10_semantic_sign_exp_field_defaults_parallel.aig,1,1,3702,16,59232,parallel_case/full_case hints added to current best semantic source
ex203,ex203_bf16_log_structural_sign_exp_mant_parallel,bf16_log,DAZ + ln(x) + BF16 RNE + FTZ + canonical NaN,parallel_full_case_hint,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex203/verilog/ex203_bf16_log_structural_sign_exp_mant_parallel.v,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex203/aigs/ex203_bf16_log_structural_sign_exp_mant_parallel.aig,1,1,4546,18,81828,parallel_case/full_case hints added to current best structural source
ex204,ex204_bf16_log2_structural_exp_mant_delta_pair_parallel,bf16_log2,DAZ + log2(x) + BF16 RNE + FTZ + canonical NaN,parallel_full_case_hint,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex204/verilog/ex204_bf16_log2_structural_exp_mant_delta_pair_parallel.v,student/work/ex201_ex204_frontend_aggressive_semantic_20260605_1139/ex204/aigs/ex204_bf16_log2_structural_exp_mant_delta_pair_parallel.aig,1,1,1679,18,30222,parallel_case/full_case hints added to current best structural source
