case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_1_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_1_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_1_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_1_cmp_fix5.aig,1,1,528,35,18480,35.142,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=1 bit_hi_bits=cmp bit_items=11314
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_2_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_2_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_2_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_2_cmp_fix5.aig,1,1,535,30,16050,56.201,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=2 bit_hi_bits=cmp bit_items=15918
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_3_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_3_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_3_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_3_cmp_fix5.aig,1,1,510,20,10200,24.440,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=3 bit_hi_bits=cmp bit_items=8130
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_4_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_4_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_4_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_4_cmp_fix5.aig,1,1,478,21,10038,14.498,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=4 bit_hi_bits=cmp bit_items=4066
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_5_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_5_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_5_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_5_cmp_fix5.aig,1,1,465,14,6510,11.955,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=5 bit_hi_bits=cmp bit_items=2034
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_6_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_6_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_6_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_6_cmp_fix5.aig,1,1,515,15,7725,11.257,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=6 bit_hi_bits=cmp bit_items=1022
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_7_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_7_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_7_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_7_cmp_fix5.aig,1,1,550,16,8800,10.863,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=7 bit_hi_bits=cmp bit_items=518
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_8_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_8_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_8_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_8_cmp_fix5.aig,1,1,479,16,7664,10.575,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=8 bit_hi_bits=cmp bit_items=348
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_9_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_9_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_9_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_9_cmp_fix5.aig,1,1,500,15,7500,10.950,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=9 bit_hi_bits=cmp bit_items=216
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_10_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_10_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_10_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_10_cmp_fix5.aig,1,1,516,15,7740,10.273,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=10 bit_hi_bits=cmp bit_items=134
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_11_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_11_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_11_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_11_cmp_fix5.aig,1,1,498,16,7968,10.643,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=11 bit_hi_bits=cmp bit_items=78
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_12_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_12_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_12_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_12_cmp_fix5.aig,1,1,502,15,7530,9.903,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=12 bit_hi_bits=cmp bit_items=52
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_13_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_13_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_13_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_13_cmp_fix5.aig,1,1,467,15,7005,10.094,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=13 bit_hi_bits=cmp bit_items=20
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_14_cmp_fix5.aig,1,1,424,15,6360,10.169,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=14 bit_hi_bits=cmp bit_items=18
ex216,ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_15_cmp_fix5,bf16_cube,cube,aggr_semantic_positive_symmetry_fields_bits_15_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_15_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_symmetry_fields_bits_15_cmp_fix5.aig,1,1,451,14,6314,10.387,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_entries=32768; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_0_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_0_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_0_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_0_cmp_fix5.aig,1,1,540,40,21600,36.346,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=0 bit_hi_bits=cmp bit_items=10338
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_1_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_1_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_1_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_1_cmp_fix5.aig,1,1,545,38,20710,42.506,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=1 bit_hi_bits=cmp bit_items=12212
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_2_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_2_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_2_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_2_cmp_fix5.aig,1,1,601,53,31853,56.736,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=2 bit_hi_bits=cmp bit_items=15078
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_3_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_3_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_3_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_3_cmp_fix5.aig,1,1,581,42,24402,29.818,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=3 bit_hi_bits=cmp bit_items=8298
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_4_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_cmp_fix5.aig,1,1,482,21,10122,21.226,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=4 bit_hi_bits=cmp bit_items=4234
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_5_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_5_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_5_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_5_cmp_fix5.aig,1,1,469,17,7973,17.886,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=5 bit_hi_bits=cmp bit_items=2202
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_6_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_6_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_6_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_6_cmp_fix5.aig,1,1,494,16,7904,16.852,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=6 bit_hi_bits=cmp bit_items=1190
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_7_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_7_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_7_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_7_cmp_fix5.aig,1,1,521,15,7815,19.240,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=7 bit_hi_bits=cmp bit_items=692
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_8_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_8_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_8_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_8_cmp_fix5.aig,1,1,508,16,8128,17.278,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=8 bit_hi_bits=cmp bit_items=434
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_9_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_9_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_9_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_9_cmp_fix5.aig,1,1,492,15,7380,17.174,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=9 bit_hi_bits=cmp bit_items=286
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_10_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_10_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_10_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_10_cmp_fix5.aig,1,1,502,14,7028,16.551,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=10 bit_hi_bits=cmp bit_items=176
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_11_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_11_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_11_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_11_cmp_fix5.aig,1,1,521,14,7294,16.408,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=11 bit_hi_bits=cmp bit_items=104
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_12_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_12_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_12_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_12_cmp_fix5.aig,1,1,526,14,7364,16.116,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=12 bit_hi_bits=cmp bit_items=62
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_13_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_13_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_13_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_13_cmp_fix5.aig,1,1,483,16,7728,16.318,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=13 bit_hi_bits=cmp bit_items=30
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_14_cmp_fix5,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_14_cmp_fix5,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_14_cmp_fix5.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_14_cmp_fix5.aig,1,1,481,16,7696,16.849,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=14 bit_hi_bits=cmp bit_items=20
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_runs_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_runs_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_runs_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_runs_fix6.aig,1,1,471,16,7536,15.392,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=runs bit_items=10
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_pla_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_pla_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_pla_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_pla_fix6.aig,1,1,471,16,7536,14.806,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=pla bit_items=9
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh1_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_bh1_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh1_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh1_fix6.aig,1,1,484,15,7260,14.817,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=1 bit_items=11
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh2_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_bh2_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh2_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh2_fix6.aig,1,1,462,15,6930,14.665,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=2 bit_items=13
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh3_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_bh3_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh3_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh3_fix6.aig,1,1,468,15,7020,14.726,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=3 bit_items=17
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh4_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_bh4_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh4_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_bh4_fix6.aig,1,1,479,16,7664,14.552,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=4 bit_items=25
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_15_bh1_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_4_15_bh1_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_15_bh1_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_15_bh1_fix6.aig,1,1,498,17,8466,19.727,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=4_15 bit_hi_bits=1 bit_items=10519
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_15_cmp_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_4_15_cmp_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_15_cmp_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_4_15_cmp_fix6.aig,1,1,497,22,10934,20.546,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=4_15 bit_hi_bits=cmp bit_items=4244
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_10_15_cmp_fix6,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_10_15_cmp_fix6,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_10_15_cmp_fix6.v,student/work/ex216_ex218_ex219_frontend_bf16_deep_20260606_1600/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_10_15_cmp_fix6.aig,1,1,496,15,7440,16.648,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=10_15 bit_hi_bits=cmp bit_items=186
