case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex256,ex256_umul_case_b_const_default,unsigned low5_high5:a*b,case_b_const+default,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/aigs/ex256_umul_case_b_const_default.aig,1,1,1,793,29,22997,1911,12.034014,0,0,0.488,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=default
ex256,ex256_umul_case_b_const_abc_g_aig,unsigned low5_high5:a*b,case_b_const+abc_g_aig,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/aigs/ex256_umul_case_b_const_abc_g_aig.aig,1,1,1,786,29,22794,1911,11.927786,0,0,0.465,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=abc_g_aig
ex256,ex256_umul_case_b_const_synth_preset,unsigned low5_high5:a*b,case_b_const+synth_preset,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/aigs/ex256_umul_case_b_const_synth_preset.aig,1,1,1,594,30,17820,1911,9.324961,0,0,0.488,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=synth_preset
ex256,ex256_umul_case_b_const_abc_g_aig_d20,unsigned low5_high5:a*b,case_b_const+abc_g_aig_d20,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/aigs/ex256_umul_case_b_const_abc_g_aig_d20.aig,1,1,1,786,29,22794,1911,11.927786,0,0,0.468,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=abc_g_aig_d20
ex256,ex256_umul_case_b_const_synth_preset_d20,unsigned low5_high5:a*b,case_b_const+synth_preset_d20,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/verilog/ex256_umul_case_b_const.v,student/work/ex256_frontend_umul_case_const_20260609_0038/ex256/aigs/ex256_umul_case_b_const_synth_preset_d20.aig,1,1,1,594,30,17820,1911,9.324961,0,0,0.528,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=case_b_const; flow=synth_preset_d20
