case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_prefix_parity_reduce_top6_abc_g_aig_d18,,abc_g_aig_d18,student/work/ex280_ex284_frontend_bdd_key_cofactor_top6_20260608_1814/ex280/verilog/ex280_unknown_key_cofactor_bdd_prefix_parity_reduce_top6.v,student/work/ex280_ex282_frontend_bdd_key_cofactor_extra_synthflow_20260608_1827/ex280/aigs/ex280_prefix_parity_reduce_top6_abc_g_aig_d18.aig,731,25,18275,Yosys abc gate set aig delay target 18,Yosys abc gate set aig delay target 18
ex282,ex282_prefix_parity_reduce_top6_abc_g_aig_d18,,abc_g_aig_d18,student/work/ex280_ex284_frontend_bdd_key_cofactor_top6_20260608_1814/ex282/verilog/ex282_unknown_key_cofactor_bdd_prefix_parity_reduce_top6.v,student/work/ex280_ex282_frontend_bdd_key_cofactor_extra_synthflow_20260608_1827/ex282/aigs/ex282_prefix_parity_reduce_top6_abc_g_aig_d18.aig,995,32,31840,Yosys abc gate set aig delay target 18,Yosys abc gate set aig delay target 18
