case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex268,ex268_udiv_denom_split_direct_synth_preset,unsigned low7_high7:a/b dbz=max,denom_split_direct+synth_preset,student/work/ex268_ex269_frontend_udiv_split_direct_20260609_0905/ex268/verilog/ex268_udiv_denom_split_direct.v,student/work/ex268_ex269_frontend_udiv_split_direct_20260609_0905/ex268/aigs/ex268_udiv_denom_split_direct_synth_preset.aig,223,51,11373,7446,1.527397,0,0,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=denom_split_direct; flow=synth_preset
ex269,ex269_udiv_denom_split_direct_synth_preset,unsigned low8_high8:a/b dbz=max,denom_split_direct+synth_preset,student/work/ex268_ex269_frontend_udiv_split_direct_20260609_0905/ex269/verilog/ex269_udiv_denom_split_direct.v,student/work/ex268_ex269_frontend_udiv_split_direct_20260609_0905/ex269/aigs/ex269_udiv_denom_split_direct_synth_preset.aig,267,77,20559,11760,1.748214,0,0,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=denom_split_direct; flow=synth_preset
