case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_rank,unknown_quadratic_compressor,prefix_parity_full_clamp_simplified_rank,student/work/ex280_ex284_frontend_quadratic_compressor_rank_smoke2_20260609_0216/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_rank.v,student/work/ex280_ex284_frontend_quadratic_compressor_rank_smoke2_20260609_0216/ex280/aigs/ex280_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_rank.aig,222,30,6660,transform=prefix_parity; coord_mode=full_clamp_simplified; style=rank; coord_width=17; candidate_basis=0; raw_pair_terms=156; selected_terms=21; unique_products=20; compound_products=20; linear_forms=28; correction_bits=8; terms_by_bit=1:1:1:1:1:1:1:2:3:3:3:3; hash=cf0d02cd95fb,unknown quadratic shared-compressor Verilog seed
ex284,ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_rank,unknown_quadratic_compressor,prefix_parity_reduce_full_clamp_simplified_rank,student/work/ex280_ex284_frontend_quadratic_compressor_rank_smoke2_20260609_0216/ex284/verilog/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_rank.v,student/work/ex280_ex284_frontend_quadratic_compressor_rank_smoke2_20260609_0216/ex284/aigs/ex284_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_rank.aig,308,36,11088,transform=prefix_parity_reduce; coord_mode=full_clamp_simplified; style=rank; coord_width=21; candidate_basis=0; raw_pair_terms=268; selected_terms=25; unique_products=24; compound_products=24; linear_forms=36; correction_bits=12; terms_by_bit=1:1:1:1:1:1:1:1:1:1:1:2:3:3:3:3; hash=41fbafc802be,unknown quadratic shared-compressor Verilog seed
