round,run_id,agent_id,case,candidate_id,official_status,equivalent,area,delay,adp,reference_adp,current_adp,frontend_best_adp,verilog_path,aig_path,log_path,notes,domain,family,hypothesis,representation,sharing_strategy,shared_structure,synth_flow,method_signature,yosys_log,official_eval_log,verified_truth,simulation_pass,beats_current,beats_frontend,beats_reference,shard_csv,variant,eval_aig_path,target_current_adp,target_frontend_adp,improved_current,improved_frontend,evaluate_log,sharing,grouping,status,synth_log,eval_log,synth_sec,eval_sec
round76,frontend_source_parallel_round76_20260613_1706,sub-integer-r76,ex260,ex260_r76_weighted_rows_csa_reuse_synth_preset_d13,OK,1,117,15,1755,657,1066,1144,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex260/verilog/ex260_r76_weighted_rows_csa_reuse.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex260/aigs/ex260_r76_weighted_rows_csa_reuse_synth_preset_d13.aig,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex260/logs/ex260_r76_weighted_rows_csa_reuse_synth_preset_d13.evaluate.py.log,official evaluate.py OK 117/15/1755; frontend_best=1144; current=1066; reference=657,,,,,,,,,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-integer-r76/evaluation_results.csv,,,,,,,,,,,,,,
round76,frontend_source_parallel_round76_20260613_1706,sub-integer-r76,ex266,ex266_r76_region_prefix_compare_abc_g_aig,OK,1,256,17,4352,848,1296,1480,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/verilog/ex266_r76_region_prefix_compare.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/aigs/ex266_r76_region_prefix_compare_abc_g_aig.aig,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/logs/ex266_r76_region_prefix_compare_abc_g_aig.evaluate.py.log,official evaluate.py OK 256/17/4352; frontend_best=1480; current=1296; reference=848,,,,,,,,,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-integer-r76/evaluation_results.csv,,,,,,,,,,,,,,
round76,frontend_source_parallel_round76_20260613_1706,sub-integer-r76,ex266,ex266_r76_region_prefix_compare_synth_preset_d10,OK,1,239,18,4302,848,1296,1480,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/verilog/ex266_r76_region_prefix_compare.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/aigs/ex266_r76_region_prefix_compare_synth_preset_d10.aig,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/logs/ex266_r76_region_prefix_compare_synth_preset_d10.evaluate.py.log,official evaluate.py OK 239/18/4302; frontend_best=1480; current=1296; reference=848,,,,,,,,,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-integer-r76/evaluation_results.csv,,,,,,,,,,,,,,
round76,frontend_source_parallel_round76_20260613_1706,sub-integer-r76,ex266,ex266_r76_hi_cell_residual_lut_abc_g_aig,OK,1,159,11,1749,848,1296,1480,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/verilog/ex266_r76_hi_cell_residual_lut.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/aigs/ex266_r76_hi_cell_residual_lut_abc_g_aig.aig,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/logs/ex266_r76_hi_cell_residual_lut_abc_g_aig.evaluate.py.log,official evaluate.py OK 159/11/1749; frontend_best=1480; current=1296; reference=848,,,,,,,,,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-integer-r76/evaluation_results.csv,,,,,,,,,,,,,,
round76,frontend_source_parallel_round76_20260613_1706,sub-integer-r76,ex266,ex266_r76_hi_cell_residual_lut_synth_preset_d10,OK,1,148,11,1628,848,1296,1480,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/verilog/ex266_r76_hi_cell_residual_lut.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/aigs/ex266_r76_hi_cell_residual_lut_synth_preset_d10.aig,student/work/frontend_source_parallel_round76_20260613_1706/sub-integer-r76/ex266/logs/ex266_r76_hi_cell_residual_lut_synth_preset_d10.evaluate.py.log,official evaluate.py OK 148/11/1628; frontend_best=1480; current=1296; reference=848,,,,,,,,,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-integer-r76/evaluation_results.csv,,,,,,,,,,,,,,
,,sub-unknown-r76,ex285,ex285_r76_swap45_tree_current,,1,805,17,13685,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/verilog/ex285_r76_swap45_tree_current.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/aigs/ex285_r76_swap45_tree_current.aig,,Tests exact swap-invariance as a source wrapper rather than repeating r75 edge-route output grafts.,,,hamming_weight_route_input_swap_invariant,swap45_wrapper_current_decision_tree,,,,ex285|hamming_weight_route_input_swap_invariant|swap45_wrapper_current_decision_tree|reuse exact input-swap invariant before the current tree body|yosys_internal_abc_g_aig|official_evaluate|full_word,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,reuse exact input-swap invariant before the current tree body,full_word,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/logs/ex285_r76_swap45_tree_current.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/logs/ex285_r76_swap45_tree_current.evaluate.py.log,8.275,0.195
,,sub-unknown-r76,ex285,ex285_r76_highsplit_baseline_control,,1,3348,16,53568,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/verilog/ex285_r76_highsplit_baseline_control.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/aigs/ex285_r76_highsplit_baseline_control.aig,,Control family for split/default source behavior; materially different from swap/tree and r75 route-bit overlays.,,,hamming_weight_route_split_descriptor_control,high_split_default_control_source,,,,"ex285|hamming_weight_route_split_descriptor_control|high_split_default_control_source|shared high-bit split default source, no selected-bit grafts|yosys_internal_abc_g_aig|official_evaluate|full_word",,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,"shared high-bit split default source, no selected-bit grafts",full_word,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/logs/ex285_r76_highsplit_baseline_control.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex285/logs/ex285_r76_highsplit_baseline_control.evaluate.py.log,1.766,0.210
,,sub-unknown-r76,ex288,ex288_r76_swap456789_keybdd,,1,2267,15,34005,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/verilog/ex288_r76_swap456789_keybdd.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/aigs/ex288_r76_swap456789_keybdd.aig,,Area-reduction probe around the active low-delay key-BDD source; not a keybdd_symcof_edge_bits replay.,,,hamming_weight_route_multipair_input_swap_invariant,swap45_67_89_wrapper_keybdd,,,,ex288|hamming_weight_route_multipair_input_swap_invariant|swap45_67_89_wrapper_keybdd|reuse exact three-pair input-swap invariants before key-BDD selected source|yosys_internal_abc_g_aig|official_evaluate|full_word,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,reuse exact three-pair input-swap invariants before key-BDD selected source,full_word,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/logs/ex288_r76_swap456789_keybdd.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/logs/ex288_r76_swap456789_keybdd.evaluate.py.log,2.201,0.622
,,sub-unknown-r76,ex288,ex288_r76_rotate_highsplit_control,,1,4327,16,69232,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/verilog/ex288_r76_rotate_highsplit_control.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/aigs/ex288_r76_rotate_highsplit_control.aig,,"Control family for non-key-BDD split behavior, included as a second materially different hypothesis family.",,,hamming_weight_route_rotated_split_control,rotate_high_split_default_control_source,,,,"ex288|hamming_weight_route_rotated_split_control|rotate_high_split_default_control_source|rotated split/default source, no key-BDD or output-root grafts|yosys_internal_abc_g_aig|official_evaluate|full_word",,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,"rotated split/default source, no key-BDD or output-root grafts",full_word,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/logs/ex288_r76_rotate_highsplit_control.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex288/logs/ex288_r76_rotate_highsplit_control.evaluate.py.log,10.768,0.640
,,sub-unknown-r76,ex297,ex297_r76_fixed_phase_rotate_pairsel,,1,26588,19,505172,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/verilog/ex297_r76_fixed_phase_rotate_pairsel.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/aigs/ex297_r76_fixed_phase_rotate_pairsel.aig,,Tests fixed-phase rotation reuse around the current pairsel template; not an r75 selector-cluster graft.,,,cyclic_2bit_fixed_phase_equivariance,fixed_one_cell_rotate_wrapper_on_pairsel_template,,,,ex297|cyclic_2bit_fixed_phase_equivariance|fixed_one_cell_rotate_wrapper_on_pairsel_template|uses proven even-cell rotation equivariance instead of unconditional selector-cluster substitution|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,uses proven even-cell rotation equivariance instead of unconditional selector-cluster substitution,cell_pair_outputs,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/logs/ex297_r76_fixed_phase_rotate_pairsel.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/logs/ex297_r76_fixed_phase_rotate_pairsel.evaluate.py.log,25.190,0.788
,,sub-unknown-r76,ex297,ex297_r76_r74_pairxor_control,,1,26614,18,479052,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/verilog/ex297_r76_r74_pairxor_control.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/aigs/ex297_r76_r74_pairxor_control.aig,,Control family distinct from the fixed-phase wrapper and from r75 unconditional selector-cluster substitutions.,,,cyclic_2bit_pairxor_celllocal_control,pairxor_celllocal_mix_control_source,,,,ex297|cyclic_2bit_pairxor_celllocal_control|pairxor_celllocal_mix_control_source|pair-xor and cell-local root sharing from a non-r75 source|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,pair-xor and cell-local root sharing from a non-r75 source,cell_pair_outputs,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/logs/ex297_r76_r74_pairxor_control.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex297/logs/ex297_r76_r74_pairxor_control.evaluate.py.log,46.811,0.819
,,sub-unknown-r76,ex299,ex299_r76_fixed_phase_rotate_sel2_static,,1,98849,20,1976980,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/verilog/ex299_r76_fixed_phase_rotate_sel2_static.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/aigs/ex299_r76_fixed_phase_rotate_sel2_static.aig,,Checks whether fixed-phase wrapping changes source synthesis around the latest best without repeating the r75 static graft as-is.,,,cyclic_2bit_fixed_phase_equivariance,fixed_one_cell_rotate_wrapper_on_sel2_static_source,,,,ex299|cyclic_2bit_fixed_phase_equivariance|fixed_one_cell_rotate_wrapper_on_sel2_static_source|uses proven even-cell rotation equivariance around latest source; no extra static bit grafts added|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,uses proven even-cell rotation equivariance around latest source; no extra static bit grafts added,cell_pair_outputs,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/logs/ex299_r76_fixed_phase_rotate_sel2_static.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/logs/ex299_r76_fixed_phase_rotate_sel2_static.evaluate.py.log,141.615,4.994
,,sub-unknown-r76,ex299,ex299_r76_r74_pairxor_control,,1,98923,20,1978460,,,,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/verilog/ex299_r76_r74_pairxor_control.v,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/aigs/ex299_r76_r74_pairxor_control.aig,,Second family distinct from fixed-phase latest-source wrapping and not the r75 uncond lowtail/static replay.,,,cyclic_2bit_pairxor_pairsel_control,pairxor_pairsel_mix_control_source,,,,ex299|cyclic_2bit_pairxor_pairsel_control|pairxor_pairsel_mix_control_source|pair-xor and pairsel root sharing from a non-r75 source|yosys_internal_abc_g_aig|official_evaluate|cell_pair_outputs,,,,,,,,student/frontend_campaigns/campaigns/frontend_source_parallel_round76_20260613_1706/agent_shards/sub-unknown-r76/evaluation_results.csv,,,,,,,,pair-xor and pairsel root sharing from a non-r75 source,cell_pair_outputs,OK,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/logs/ex299_r76_r74_pairxor_control.yosys_synth.log,student/work/frontend_source_parallel_round76_20260613_1706/sub-unknown-r76/ex299/logs/ex299_r76_r74_pairxor_control.evaluate.py.log,221.030,5.242
