case,candidate_id,verified_truth,synthesized,equivalent,area,delay,adp,verilog_exists,aig_exists,notes
ex280,ex280_unknown_key_cofactor_bdd_prefix_parity_reduce_top7,1,1,1,1019,33,33627,1,1,unknown transformed-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_cofactor_bdd_prefix_parity_reduce_top7,1,1,1,1249,30,37470,1,1,unknown transformed-key cofactor-BDD Verilog seed
