case,domain,agent_id,candidate_id,hypothesis,variant,method_signature,representation,shared_structure,synth_flow,semantics,output_grouping,verilog_path,aig_path,evaluate_log,verified_truth,equivalent,area,delay,adp,current_frontend_adp,reference_adp,beats_current_frontend,beats_reference,notes
ex286,unknown,coordinator-local,ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,f00_bits_0_12_1_10_abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|explicit_outer_bitset_symcof_f00_bits_0_12_1_10|multi_pair_orand_key_classonehot|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,multi_pair_symmetry_cofactor_explicit_outer_bitset,"known input pair symmetries (4,5),(6,7); class-onehot mux over explicit outer key bits",yosys_abc_g_aig,abc_xf_official_evaluate,full_word_class_mux,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/verilog/ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group.v,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/aigs/ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig.aig,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/logs/ex286_unknown_symcof_interleave_f00_bits_0_12_1_10_onehot_group_abc_g_aig.evaluate.py.log,1,1,1346,15,20190,21705,2376,1,0,official evaluate.py OK; explicit outer bitset probe after round6 blockers; generator quick-screen plus abc_g_aig replay
ex286,unknown,coordinator-local,ex286_unknown_symcof_interleave_f10_bits_0_12_1_10_onehot_group_abc_g_aig,hamming_weight_preserving_lossy_routing_normalizer,f10_bits_0_12_1_10_abc_g_aig,ex286|hamming_weight_preserving_lossy_routing_normalizer|explicit_outer_bitset_symcof_f10_bits_0_12_1_10|multi_pair_orand_key_classonehot|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_class_mux,multi_pair_symmetry_cofactor_explicit_outer_bitset,"known input pair symmetries (4,5),(6,7); class-onehot mux over explicit outer key bits",yosys_abc_g_aig,abc_xf_official_evaluate,full_word_class_mux,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/verilog/ex286_unknown_symcof_interleave_f10_bits_0_12_1_10_onehot_group.v,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/aigs/ex286_unknown_symcof_interleave_f10_bits_0_12_1_10_onehot_group_abc_g_aig.aig,student/work/ex286_frontend_symcof_bitset_probe_20260612_1820/coordinator/ex286/logs/ex286_unknown_symcof_interleave_f10_bits_0_12_1_10_onehot_group_abc_g_aig.evaluate.py.log,1,1,1356,15,20340,21705,2376,1,0,official evaluate.py OK; explicit outer bitset probe after round6 blockers; generator quick-screen plus abc_g_aig replay
