case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla2_abc_g_aig,1,88,14,1232,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla2_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla6_abc_g_aig,1,87,16,1392,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla6_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla6; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla6_wreduce_abc_g_aig,1,87,16,1392,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla6_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla6; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla6_synth_preset_d13,1,87,16,1392,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla6_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla6; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig,1,93,14,1302,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,1,93,14,1302,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13,1,91,14,1274,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla6_abc_g_aig,1,89,16,1424,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla6_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla6; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla6_wreduce_abc_g_aig,1,89,16,1424,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla6_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla6; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla6_synth_preset_d13,1,88,16,1408,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla6_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla6; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,88,13,1144,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,88,13,1144,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,88,16,1408,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig,1,93,14,1302,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig,1,93,14,1302,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13,1,93,14,1302,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig,1,87,16,1392,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig,1,87,16,1392,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13,1,88,14,1232,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,92,13,1196,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,91,14,1274,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,92,14,1288,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla2_abc_g_aig,1,165,20,3300,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla2_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla2; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla2_wreduce_abc_g_aig,1,166,20,3320,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla2_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla2; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla2_synth_preset_d13,1,159,21,3339,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla2_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla2; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig,1,163,21,3423,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig,1,161,20,3220,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13,1,156,22,3432,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla2_abc_g_aig,1,167,20,3340,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla2_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla2; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla2_wreduce_abc_g_aig,1,166,19,3154,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla2_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla2; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla2_synth_preset_d13,1,164,19,3116,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla2_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla2; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla6_abc_g_aig,1,159,21,3339,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla6_wreduce_abc_g_aig,1,160,20,3200,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla6_synth_preset_d13,1,161,21,3381,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla2_abc_g_aig,1,162,19,3078,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla2_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla2; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla2_wreduce_abc_g_aig,1,166,20,3320,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla2_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla2; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla2_synth_preset_d13,1,158,22,3476,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla2_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla2; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla6_abc_g_aig,1,156,22,3432,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla6_wreduce_abc_g_aig,1,156,22,3432,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla6_synth_preset_d13,1,158,22,3476,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig,1,167,20,3340,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig,1,166,20,3320,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13,1,163,21,3423,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla2_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla2; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla6_abc_g_aig,1,161,21,3381,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla6_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla6; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla6_wreduce_abc_g_aig,1,161,21,3381,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla6_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla6; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla6_synth_preset_d13,1,161,21,3381,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla6_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla6; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,158,21,3318,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig,1,164,19,3116,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig,1,164,19,3116,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13,1,159,20,3180,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig,1,167,20,3340,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig,1,165,20,3300,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13,1,160,20,3200,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla3; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla2_abc_g_aig,1,364,26,9464,student/work/ex260_ex264_frontend_smul_order_start_refine_20260609_0604/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla2_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla2; flow=abc_g_aig
