case,input_width,input_order,output_order,lookahead,best_exact_output_prefix,worst_conflicts,majority_match_ratio,prefix_conflicts_keys,input_order_bits,output_order_bits
ex287,14,reverse,onehot_slot,1,0,8183,0.354915,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8183:8192;13:14:0:16384;14:14:0:16384,13:12:11:10:9:8:7:6:5:4:3:2:1:0,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,reverse,onehot_slot,2,0,8175,0.426387,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8175:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,13:12:11:10:9:8:7:6:5:4:3:2:1:0,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,reverse,onehot_slot,3,0,8163,0.494232,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8163:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,13:12:11:10:9:8:7:6:5:4:3:2:1:0,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,reverse,onehot_slot,4,0,8160,0.561183,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8160:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,13:12:11:10:9:8:7:6:5:4:3:2:1:0,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,reverse,onehot_slot,6,0,8043,0.689763,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4093:4096;7:13:8043:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,13:12:11:10:9:8:7:6:5:4:3:2:1:0,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,center,natural,0,0,8084,0.263650,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8084:8192;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,center,natural,1,0,7980,0.336552,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:7980:8192;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,center,natural,2,0,7980,0.408949,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:7980:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,center,natural,3,0,7980,0.479850,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:7980:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,center,natural,4,0,7841,0.548902,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:7841:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,center,natural,6,0,7721,0.681222,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4093:4096;7:13:7721:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,center,reverse,0,0,8056,0.262966,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8056:8192;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,center,reverse,1,0,7966,0.335362,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:7966:8192;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,center,reverse,2,0,7966,0.408077,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:7966:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,center,reverse,3,0,7966,0.478786,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:7966:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,center,reverse,4,0,7837,0.548436,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:7837:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,center,reverse,6,0,7711,0.680987,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:7711:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,center,center,0,0,8084,0.275582,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8084:8192;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,center,center,1,0,7948,0.347621,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:7948:8192;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,center,center,2,0,7844,0.419682,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:7844:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,center,center,3,0,7754,0.490518,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:7754:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,center,center,4,0,7754,0.557617,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:7754:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,center,center,6,0,7488,0.692967,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4084:4096;7:13:7488:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,center,onehot_slot,0,0,8102,0.267613,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8102:8192;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,center,onehot_slot,1,0,7976,0.340275,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:7976:8192;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,center,onehot_slot,2,0,7847,0.412550,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:7847:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,center,onehot_slot,3,0,7570,0.484192,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:7570:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,center,onehot_slot,4,0,7570,0.551466,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:7570:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,center,onehot_slot,6,0,7570,0.683153,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4095:4096;7:13:7570:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,6:7:5:8:4:9:3:10:2:11:1:12:0:13,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,onehot_slot,natural,0,0,8137,0.314165,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8137:8192;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,onehot_slot,natural,1,0,8102,0.392805,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8102:8192;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,onehot_slot,natural,2,0,8067,0.470917,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8067:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,onehot_slot,natural,3,0,7975,0.547215,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4053:4096;10:13:7975:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,onehot_slot,natural,4,0,7842,0.624425,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4030:4096;9:13:7842:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,onehot_slot,natural,6,0,7421,0.776921,1:7:123:128;2:8:254:256;3:9:512:512;4:10:1024:1024;5:11:1981:2048;6:12:3788:4096;7:13:7421:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,0:1:2:3:4:5:6:7:8:9:10:11:12:13
ex287,14,onehot_slot,reverse,0,0,8152,0.311135,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8152:8192;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,onehot_slot,reverse,1,0,8092,0.388572,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8092:8192;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,onehot_slot,reverse,2,0,8027,0.466701,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8027:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,onehot_slot,reverse,3,0,7990,0.544438,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4077:4096;10:13:7990:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,onehot_slot,reverse,4,0,7884,0.623304,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4056:4096;9:13:7884:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,onehot_slot,reverse,6,0,7298,0.777745,1:7:125:128;2:8:254:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:3795:4096;7:13:7298:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex287,14,onehot_slot,center,0,0,8137,0.293121,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8137:8192;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,onehot_slot,center,1,0,8097,0.373274,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8097:8192;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,onehot_slot,center,2,0,8059,0.453243,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8059:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,onehot_slot,center,3,0,7992,0.535405,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:7992:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,onehot_slot,center,4,0,7943,0.621447,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4087:4096;9:13:7943:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,onehot_slot,center,6,0,7664,0.776053,1:7:120:128;2:8:224:256;3:9:508:512;4:10:1024:1024;5:11:2023:2048;6:12:4036:4096;7:13:7664:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,6:7:5:8:4:9:3:10:2:11:1:12:0:13
ex287,14,onehot_slot,onehot_slot,0,0,8132,0.320138,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8132:8192;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,onehot_slot,onehot_slot,1,0,8082,0.398638,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8082:8192;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,onehot_slot,onehot_slot,2,0,8035,0.476270,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8035:8192;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,onehot_slot,onehot_slot,3,0,7973,0.553585,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4055:4096;10:13:7973:8192;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,onehot_slot,onehot_slot,4,0,7814,0.631967,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2036:2048;8:12:3975:4096;9:13:7814:8192;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex287,14,onehot_slot,onehot_slot,6,0,7349,0.772975,1:7:125:128;2:8:251:256;3:9:511:512;4:10:1024:1024;5:11:1969:2048;6:12:3804:4096;7:13:7349:8192;8:14:0:16384;9:14:0:16384;10:14:0:16384;11:14:0:16384;12:14:0:16384;13:14:0:16384;14:14:0:16384,8:9:11:10:3:12:0:2:6:7:13:4:5:1,8:9:11:10:3:12:0:2:6:7:13:4:5:1
ex288,15,natural,natural,0,0,16245,0.251335,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16245:16384;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,natural,natural,1,0,16245,0.320270,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16245:16384;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,natural,natural,2,0,16121,0.387441,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16121:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,natural,natural,3,0,16121,0.453345,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16121:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,natural,natural,4,0,15999,0.519950,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:15999:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,natural,natural,6,0,15890,0.645937,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8192:8192;8:14:15890:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,natural,reverse,0,0,16267,0.250360,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16267:16384;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,natural,reverse,1,0,16267,0.319120,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16267:16384;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,natural,reverse,2,0,16159,0.386572,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16159:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,natural,reverse,3,0,16159,0.452545,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16159:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,natural,reverse,4,0,16047,0.518622,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:16047:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,natural,reverse,6,0,15914,0.644519,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8192:8192;8:14:15914:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,natural,center,0,0,16245,0.257743,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16245:16384;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
