case,input_width,input_order,output_order,lookahead,best_exact_output_prefix,worst_conflicts,majority_match_ratio,prefix_conflicts_keys,input_order_bits,output_order_bits
ex288,15,natural,center,1,0,16128,0.326304,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16128:16384;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,natural,center,2,0,16128,0.396198,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16128:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,natural,center,3,0,16128,0.462394,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16128:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,natural,center,4,0,16004,0.529063,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:16004:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,natural,center,6,0,15896,0.654635,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8192:8192;8:14:15896:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,natural,onehot_slot,0,0,16267,0.252285,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16267:16384;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,natural,onehot_slot,1,0,16267,0.319875,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16267:16384;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,natural,onehot_slot,2,0,16267,0.387246,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16267:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,natural,onehot_slot,3,0,16155,0.454429,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16155:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,natural,onehot_slot,4,0,16155,0.521499,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:16155:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,natural,onehot_slot,6,0,15914,0.649414,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4080:4096;7:13:8172:8192;8:14:15914:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,reverse,natural,0,0,16372,0.259294,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16372:16384;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,reverse,natural,1,0,16372,0.327055,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16372:16384;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,reverse,natural,2,0,16371,0.392293,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16371:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,reverse,natural,3,0,16365,0.457727,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16365:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,reverse,natural,4,0,16343,0.521364,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:16343:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,reverse,natural,6,0,16242,0.646556,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8188:8192;8:14:16242:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,reverse,reverse,0,0,16372,0.259660,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16372:16384;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,reverse,reverse,1,0,16363,0.326491,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16363:16384;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,reverse,reverse,2,0,16360,0.392649,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16360:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,reverse,reverse,3,0,16355,0.457473,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16355:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,reverse,reverse,4,0,16349,0.521171,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8190:8192;10:14:16349:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,reverse,reverse,6,0,16250,0.645540,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8184:8192;8:14:16250:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,reverse,center,0,0,16372,0.252315,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16372:16384;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,reverse,center,1,0,16360,0.317950,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16360:16384;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,reverse,center,2,0,16360,0.382733,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16360:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,reverse,center,3,0,16333,0.446497,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16333:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,reverse,center,4,0,16305,0.509955,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8191:8192;10:14:16305:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,reverse,center,6,0,16224,0.634998,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8190:8192;8:14:16224:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,reverse,onehot_slot,0,0,16372,0.260809,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16372:16384;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,reverse,onehot_slot,1,0,16363,0.327352,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16363:16384;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,reverse,onehot_slot,2,0,16362,0.393304,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16362:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,reverse,onehot_slot,3,0,16349,0.458356,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16349:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,reverse,onehot_slot,4,0,16284,0.522388,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8190:8192;10:14:16284:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,reverse,onehot_slot,6,0,16187,0.645917,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8189:8192;8:14:16187:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,center,natural,0,0,16245,0.239766,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16245:16384;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,center,natural,1,0,16245,0.308392,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16245:16384;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,center,natural,2,0,16121,0.377214,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16121:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,center,natural,3,0,16121,0.445671,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16121:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,center,natural,4,0,15999,0.511735,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:15999:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,center,natural,6,0,15890,0.637956,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8190:8192;8:14:15890:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,center,reverse,0,0,16267,0.239150,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16267:16384;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,center,reverse,1,0,16267,0.307994,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16267:16384;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,center,reverse,2,0,16159,0.376654,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16159:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,center,reverse,3,0,16159,0.443970,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16159:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,center,reverse,4,0,16047,0.510645,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:16047:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,center,reverse,6,0,15914,0.636857,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8190:8192;8:14:15914:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,14:13:12:11:10:9:8:7:6:5:4:3:2:1:0
ex288,15,center,center,0,0,16245,0.251105,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16245:16384;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,center,center,1,0,16128,0.318323,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16128:16384;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,center,center,2,0,16128,0.384424,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16128:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,center,center,3,0,16128,0.451976,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16128:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,center,center,4,0,16004,0.516604,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:16004:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,center,center,6,0,15896,0.642782,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8192:8192;8:14:15896:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14
ex288,15,center,onehot_slot,0,0,16267,0.244999,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16267:16384;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,center,onehot_slot,1,0,16267,0.313314,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16267:16384;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,center,onehot_slot,2,0,16267,0.381494,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16267:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,center,onehot_slot,3,0,16155,0.449152,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16155:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,center,onehot_slot,4,0,16155,0.514301,1:5:32:32;2:6:64:64;3:7:128:128;4:8:256:256;5:9:512:512;6:10:1024:1024;7:11:2048:2048;8:12:4096:4096;9:13:8192:8192;10:14:16155:16384;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,center,onehot_slot,6,0,15914,0.641107,1:7:128:128;2:8:256:256;3:9:512:512;4:10:1024:1024;5:11:2048:2048;6:12:4096:4096;7:13:8190:8192;8:14:15914:16384;9:15:0:32768;10:15:0:32768;11:15:0:32768;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,7:6:8:5:9:4:10:3:11:2:12:1:13:0:14,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0
ex288,15,onehot_slot,natural,0,0,16372,0.263609,1:1:2:2;2:2:4:4;3:3:8:8;4:4:16:16;5:5:32:32;6:6:64:64;7:7:128:128;8:8:256:256;9:9:512:512;10:10:1024:1024;11:11:2048:2048;12:12:4096:4096;13:13:8192:8192;14:14:16372:16384;15:15:0:32768,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,onehot_slot,natural,1,0,16372,0.334637,1:2:4:4;2:3:8:8;3:4:16:16;4:5:32:32;5:6:64:64;6:7:128:128;7:8:256:256;8:9:512:512;9:10:1024:1024;10:11:2048:2048;11:12:4096:4096;12:13:8192:8192;13:14:16372:16384;14:15:0:32768;15:15:0:32768,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,onehot_slot,natural,2,0,16371,0.404740,1:3:8:8;2:4:16:16;3:5:32:32;4:6:64:64;5:7:128:128;6:8:256:256;7:9:512:512;8:10:1024:1024;9:11:2048:2048;10:12:4096:4096;11:13:8192:8192;12:14:16371:16384;13:15:0:32768;14:15:0:32768;15:15:0:32768,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
ex288,15,onehot_slot,natural,3,0,16365,0.473464,1:4:16:16;2:5:32:32;3:6:64:64;4:7:128:128;5:8:256:256;6:9:512:512;7:10:1024:1024;8:11:2048:2048;9:12:4096:4096;10:13:8192:8192;11:14:16365:16384;12:15:0:32768;13:15:0:32768;14:15:0:32768;15:15:0:32768,12:8:9:11:3:10:13:14:2:6:7:4:5:1:0,0:1:2:3:4:5:6:7:8:9:10:11:12:13:14
