case,target,family,name,matches,total_rows,exact,key_count,notes
ex288,pair_count_7,single,sc2_8:clip2,23507,32768,0,3,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mx2_8:v,21039,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mx2_8:mod3,21039,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mx2_8:clip2,21039,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mn2_8:v,19039,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mn2_8:mod3,19039,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mn2_8:clip2,19039,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mn4_7:v,18549,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mn4_7:mod3,18549,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,single,mn4_7:clip2,18549,32768,0,2,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:mn4_7,23561,32768,0,6,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:sc4_7,23561,32768,0,9,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:sc3_4,23557,32768,0,9,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:sc2_8,23507,32768,0,3,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:mx2_8,23507,32768,0,3,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:mn2_8,23507,32768,0,3,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,mx2_8:mn2_8,23507,32768,0,3,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:mx0_7,23507,32768,0,6,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,sc2_8:sc0_7,23507,32768,0,9,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,mx2_8:sc3_4,21543,32768,0,6,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,mx2_8:mx0_7,21291,32768,0,4,buckets=9; selectors=raw13:raw10:xor6_7
ex288,pair_count_7,pair,mx2_8:sc0_7,21291,32768,0,6,buckets=9; selectors=raw13:raw10:xor6_7
ex289,pair_count_0,single,mn2_4:v,34342,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,sc2_4:v,34165,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,sc2_4:mod3,34165,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,sc2_4:clip2,34165,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,p4:v,34133,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,p4:mod3,34119,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,p5:v,33983,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,p5:mod3,33979,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,s2:v,33945,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,s2:mod3,33943,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,mx2_4:clip2,33925,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,single,mx2_4:v,33925,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:mx2_4,34957,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:sc2_4,34763,65536,0,7,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:p4,34731,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:mx3_5,34713,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:p5,34581,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:mn3_5,34566,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:sc3_5,34553,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:s2,34543,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:s3,34543,65536,0,11,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mx2_4:mn3_5,34534,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mx2_4:mx3_5,34533,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_0,pair,mn2_4:p6,34485,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,mn2_4:v,34307,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,s5:clip2,34138,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,s5:v,34138,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,p4:v,34075,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,p4:mod3,34064,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,sc2_4:v,34056,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,sc2_4:mod3,34056,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,sc2_4:clip2,34056,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,s3:v,34016,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,s3:mod3,33989,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,s4:clip2,33920,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,single,s4:v,33920,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:s5,34770,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:p4,34670,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:sc2_4,34651,65536,0,7,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:s3,34611,65536,0,11,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:s4,34593,65536,0,11,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:p3,34525,65536,0,11,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:mn3_5,34525,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:p5,34513,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,s5:p4,34464,65536,0,16,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:s2,34463,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,s5:sc2_4,34460,65536,0,12,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_1,pair,mn2_4:p6,34457,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2z:v,32446,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2z:mod3,32446,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2z:clip2,32446,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2ge1:v,32446,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2ge1:mod3,32446,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2ge1:clip2,32446,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2:clip2,32446,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,c2:v,32446,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,sc2_3:v,32412,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,sc2_3:mod3,32412,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,sc2_3:clip2,32412,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,single,p2:clip2,32400,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,c2:c4,33812,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,c2:mx4_7,33800,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,c2:mx4_6,33800,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,c2:mx0_4,33800,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,c2:mx1_4,33782,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,c2:mx4_5,33748,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,sc2_3:c4,33671,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,sc2_3:mx4_6,33670,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,sc2_3:mx0_4,33670,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,sc2_3:mx3_4,33667,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,sc2_3:mx1_4,33653,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_2,pair,sc2_3:mx4_7,33651,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,mx4_7:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,mx4_6:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,mx4_5:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,mx3_4:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,mx1_4:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,mx0_4:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,c4:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,s5:clip2,32338,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,s5:v,32338,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,c2z:v,32332,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,c2z:mod3,32332,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,single,c2z:clip2,32332,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx4_5:c2,33648,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,c4:c2,33626,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx4_7:c2,33614,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx4_6:c2,33614,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx1_4:c2,33596,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,c4:sc2_3,33591,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx3_4:sc2_3,33587,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx1_4:sc2_3,33578,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx0_4:c2,33578,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx4_7:sc2_3,33576,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx4_5:sc2_3,33571,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_3,pair,mx0_4:sc2_3,33561,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,sc3_4:v,32484,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,sc3_4:mod3,32484,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,sc3_4:clip2,32484,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,s3:v,32460,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4z:v,32422,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4z:mod3,32422,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4z:clip2,32422,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4ge1:v,32422,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4ge1:mod3,32422,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4ge1:clip2,32422,65536,0,2,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4:clip2,32422,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,single,c4:v,32422,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c4:mx2_3,33662,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c4:c2,33626,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c4:mx1_2,33592,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c4:mx0_2,33582,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c4:mx2_7,33578,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c4:mx2_5,33564,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c4:mx2_6,33546,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,sc3_4:mx2_3,33494,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,mx2_6:s4,33486,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,c2:s4,33483,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,mx2_5:s4,33478,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_4,pair,mx2_7:s4,33468,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,s3:v,32518,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,s3:mod3,32481,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,mx2_3:v,32464,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,sc3_4:v,32460,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,sc3_4:mod3,32460,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,sc3_4:clip2,32460,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,mx0_2:v,32458,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,mx2_7:v,32446,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,mx2_6:v,32446,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,mx2_5:v,32446,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,mx1_2:v,32446,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,single,c2:v,32446,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_3:c4,33848,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,c2:c4,33812,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx0_2:c4,33788,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx1_2:c4,33778,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_6:c4,33772,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_5:c4,33750,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_7:c4,33740,65536,0,25,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_3:sc3_4,33575,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_7:s4,33573,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,c2:s4,33567,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_6:s4,33555,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_5,pair,mx2_3:s4,33546,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,sc2_4:v,34507,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,sc2_4:mod3,34507,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,sc2_4:clip2,34507,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,mx2_4:clip2,34307,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,mx2_4:v,34307,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,p4:v,34139,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,p4:mod3,34131,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,s2:v,33967,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,s2:mod3,33963,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,p5:v,33925,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,p5:mod3,33923,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,single,sc4_5:v,33899,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:p4,34581,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:sc3_5,34578,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:mx3_5,34578,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:s2,34554,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:p5,34546,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,mx2_4:mx3_5,34525,65536,0,15,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:sc4_5,34516,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:mx4_5,34516,65536,0,11,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:s4,34509,65536,0,12,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:sc2_4,34507,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,sc2_4:mx2_4,34507,65536,0,6,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_6,pair,mx2_4:mx4_5,34490,65536,0,18,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,sc2_4:v,34536,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,sc2_4:mod3,34536,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,sc2_4:clip2,34536,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,mx2_4:clip2,34342,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,mx2_4:v,34342,65536,0,5,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,s3:v,34151,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,p4:v,34120,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,s3:mod3,34118,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,p4:mod3,34112,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,s4:clip2,34106,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,s4:v,34106,65536,0,4,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,single,s5:clip2,34094,65536,0,3,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:s5,34763,65536,0,12,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,s4:p2,34723,65536,0,16,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:p3,34707,65536,0,12,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,mx2_4:s5,34637,65536,0,20,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:p2,34635,65536,0,11,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:s3,34634,65536,0,12,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:p4,34622,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:s4,34621,65536,0,12,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:s2,34596,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,sc2_4:p5,34578,65536,0,9,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,s4:p3,34576,65536,0,16,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
ex289,pair_count_7,pair,p3:s4,34576,65536,0,16,buckets=8; selectors=xor10_11:xor6_7:raw15:raw14
