domain,bundle,bundle_type,case,candidate_id,artifact_role,file_type,new_path,sha256,source_path,source_csv,source_run,source_priority,method_signature,area,delay,adp,reference_adp,is_current_best,selection_reason
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex216,ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex216/aigs/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp.aig,8d3710e3de6ecc3571da5396cfc3ba281e0a048d3733ed45501449c038fb3716,student/work/frontend_gt15_bf16_unknown_round95_20260614_0627/sub-bf16-power-tight-r95/ex216/official_eval/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp/ex216.aig,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/best.csv,frontend_gt15_bf16_unknown_round95_20260614_0627,3,ex216|round95_power_tight_bf16|bf16_cube|aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp|source_level_field_or_selected_bit_recut|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,453,14,6342,3357,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex216,ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex216/metadata/ex216_r95_bf16_cube_aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp.json,c14fc8264b848bf38e17e2d5311e67507b0e159a548a0845f4c1ea0614b11e1a,,student/frontend_campaigns/campaigns/frontend_gt15_bf16_unknown_round95_20260614_0627/agent_shards/sub-bf16-power-tight-r95/best.csv,frontend_gt15_bf16_unknown_round95_20260614_0627,3,ex216|round95_power_tight_bf16|bf16_cube|aggr_semantic_positive_symmetry_fields_cube_bit14_boundary_caseattrs_bits_13_cmp|source_level_field_or_selected_bit_recut|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,453,14,6342,3357,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_current,current,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,current_best,verilog,student/new_seeds/bf16/ex200_ex219_current/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.v,6dd56c93f0bb602b3e5c70823e152c732252cab9c5459967f7b7e4cd2842883d,student/seeds/bf16/ex200_ex219_current/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.v,student/runs/bf16/ex200_ex219_current/results/best.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,623,13,8099,5785,1,current_best
bf16,ex200_ex219_current,current,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,current_best,aig,student/new_seeds/bf16/ex200_ex219_current/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,7877c74bd295a86b143b950d530fa70434c8de7af08c76b740b77df8eb1debed,student/seeds/bf16/ex200_ex219_current/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.aig,student/runs/bf16/ex200_ex219_current/results/best.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,623,13,8099,5785,1,current_best
bf16,ex200_ex219_current,current,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15,current_best,metadata,student/new_seeds/bf16/ex200_ex219_current/ex217/metadata/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_caseattrs_fix15.json,3c1adadf7f4453ec28a3bf781c16d841cf9734da883e133fc720bae68b08d1e9,,student/runs/bf16/ex200_ex219_current/results/best.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,623,13,8099,5785,1,current_best
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/verilog/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.v,b5c7df6b4f5db9149fb3fd207fe03a89440b845ba68dbbbc6a24479cea6a5c1b,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/verilog/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.v,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/best.csv,frontend_bf16_unknown_struct_round94_20260614_0552,3,ex217|round94_frontend_structural_bf16|bf16_cbrt|delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,632,13,8216,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/aigs/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.aig,e744f9d5a4bd229bad934fbf74a6c8810f94cf4e993ba3e28a2a8074078d7bf1,student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/official_eval/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan/ex217.aig,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/best.csv,frontend_bf16_unknown_struct_round94_20260614_0552,3,ex217|round94_frontend_structural_bf16|bf16_cbrt|delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,632,13,8216,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/metadata/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.json,54fa4c646eaff7d57b5f0ed8c9367813c7e05be316139db9702025060b4424b6,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/best.csv,frontend_bf16_unknown_struct_round94_20260614_0552,3,ex217|round94_frontend_structural_bf16|bf16_cbrt|delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,632,13,8216,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.v,035d3b653a2e5a8d9d80d337294a23a8a2ba914368b903f1adc8f69eaf1d8c01,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.v,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,587,14,8218,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.aig,71d12a1fc2bf88e6087058dfe3cfbad9204ac585fc0c735c5b7b99d17ffa9391,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.aig,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,587,14,8218,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/metadata/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2_manual_sign_non_nan_fix12.json,3fcd72424ad111e2ac66b32efde0c0b6e712481a7cd3fc1adace582472807c4e,,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,587,14,8218,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.v,faf02fcf3f50ec65dff0c07f2e6607c70977f1edad9fab92dd3a238ebf39a445,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.v,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/best.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,591,14,8274,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.aig,6f0e9daa1973ceeb6e48115d26953eb821bfbffb6b106d5aeddc6d14717949da,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.aig,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/best.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,591,14,8274,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/metadata/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh2_fix2.json,d81cc75c12d61ce61bd3030afb573599a05e229b106f91238f78168cfef49bcb,,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/best.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,591,14,8274,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12.v,04d8fa01aa4df8b790301e4b63aecd6a98adcb270b191ee242245adf9c2db15b,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12.v,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,603,15,9045,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12.aig,9a7d20ad37c22efeab1809273441cf3323f61e9691d17ef49834e76aff78134b,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12.aig,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,603,15,9045,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/metadata/ex217_bf16_cbrt_delta_pair_first_hilo3_mod3_bit0_fix12.json,13c829e69d09d16943e526f2f951f95c817132b45bb8e95ad03ef7a5aec6994a,,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_cbrt,603,15,9045,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3.v,7459a6dcc2f57be9dd7b464a35665d9dc07ab8d576d7304c5c658979c631e5d4,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3.v,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/candidates.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,630,15,9450,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3.aig,7e28713c6c5839e6ffb2297eee752219d4c7ba78345a2ce6ca2180016550c93d,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3.aig,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/candidates.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,630,15,9450,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_delta_pair_first_hilo3,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/metadata/ex217_bf16_cbrt_delta_pair_first_hilo3.json,59e5f6a2a4311bf4dd2ca1de335818a8b1726e4e453d173bcd9dce5dcb6b09db,,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/candidates.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,630,15,9450,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/verilog/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.v,b5f5098a2305ea27a6e45d3ac61f9f82ebfd03168d4be5f944238fbd2647cba9,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/verilog/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.v,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/candidates.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,679,16,10864,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/aigs/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.aig,5b09f3e87b16f0707db9a4f87cc6f84c1571755fdcb309e5f58421be46d57f4b,student/work/ex215_ex219_frontend_bf16_semantic_20260606_1447/ex217/aigs/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.aig,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/candidates.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,679,16,10864,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex217,ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex217/metadata/ex217_bf16_cbrt_legacy_positive_default_exp_mant_delta.json,9693135e76c0e1dcf470de5009a4c438f94b3fa4148d9e4854afcaeef014e4e8,,student/runs/bf16/ex215_ex219_frontend_bf16_semantic_20260606_1447/results/candidates.csv,ex215_ex219_frontend_bf16_semantic_20260606_1447,4,bf16_cbrt,679,16,10864,5785,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_current,current,ex218,ex218_field_selector_abc_g_aig,current_best,verilog,student/new_seeds/bf16/ex200_ex219_current/ex218/verilog/ex218_field_selector_abc_g_aig.v,6ba9a57b62c84e7024de4364caba7a889e9fee9dca03888dbf4c5ec88c7bf235,student/work/ex200_ex299_frontend_refgap_round19_20260612_2346/fpbf-existing-r19/ex218/verilog/ex218_bf16_reciprocal_cube_field_selector_abcgaig_r19.v,student/frontend_campaigns/frontend_best_registry.csv,ex200_ex299_frontend_refgap_round19_20260612_2346,1,ex218|bf16_reciprocal_cube_existing_seed_field_selector|legacy_value_case_field_selector|decoded_sign_exp_mant_selector|yosys_abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|full_word_value_case,457,13,5941,3222,1,current_best
bf16,ex200_ex219_current,current,ex218,ex218_field_selector_abc_g_aig,current_best,aig,student/new_seeds/bf16/ex200_ex219_current/ex218/aigs/ex218_field_selector_abc_g_aig.aig,99a67bfe668302ff9d25303ebd3651587debe268111e23477a8429e81537446c,student/work/ex200_ex299_frontend_refgap_round19_20260612_2346/fpbf-existing-r19/ex218/official_eval/ex218_field_selector_abc_g_aig/ex218.aig,student/frontend_campaigns/frontend_best_registry.csv,ex200_ex299_frontend_refgap_round19_20260612_2346,1,ex218|bf16_reciprocal_cube_existing_seed_field_selector|legacy_value_case_field_selector|decoded_sign_exp_mant_selector|yosys_abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|full_word_value_case,457,13,5941,3222,1,current_best
bf16,ex200_ex219_current,current,ex218,ex218_field_selector_abc_g_aig,current_best,metadata,student/new_seeds/bf16/ex200_ex219_current/ex218/metadata/ex218_field_selector_abc_g_aig.json,096ebf17171c336f9f403793c686d877fa55555de46a3508374858dc886f91dc,,student/frontend_campaigns/frontend_best_registry.csv,ex200_ex299_frontend_refgap_round19_20260612_2346,1,ex218|bf16_reciprocal_cube_existing_seed_field_selector|legacy_value_case_field_selector|decoded_sign_exp_mant_selector|yosys_abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|full_word_value_case,457,13,5941,3222,1,current_best
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.v,c549df6a230590d9a2dd010020d832d2018a096f3839d35f990a5d9ed700497a,student/seeds/bf16/ex200_ex219_current/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.v,student/runs/bf16/ex200_ex219_current/results/best.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_reciprocal_cube,467,13,6071,3222,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.aig,5557b0d6d055189e157acd2bf1026d3d23d50ab81fc70c19904e643aa3744447,student/seeds/bf16/ex200_ex219_current/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.aig,student/runs/bf16/ex200_ex219_current/results/best.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_reciprocal_cube,467,13,6071,3222,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/metadata/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9.json,f10e65ec06a77b7355a9df1edf904d2b26a841e7371886933a0114416a8b9fe2,,student/runs/bf16/ex200_ex219_current/results/best.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_reciprocal_cube,467,13,6071,3222,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.v,3ee1d349495fbc29b79cafc7cc6f303fc73985f91393bf09d52ccd21abb330ef,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.v,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_reciprocal_cube,467,14,6538,3222,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.aig,c708be623f49af99ed878c255fcd2f3d511ca1d30e63eef039ad39eff026825b,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.aig,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_reciprocal_cube,467,14,6538,3222,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13,backend_start_diverse_noncurrent,metadata,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/metadata/ex218_bf16_reciprocal_cube_legacy_value_case_manual_sign_casez_fix13.json,48aa9cf3d749e8d63f4223c9132041bba3caf40f7b2f5ac7141fcfa7f675f181,,student/runs/bf16/ex200_ex219_current/results/candidates.csv,ex215_ex219_frontend_bf16_deep2_20260606_1726,4,bf16_reciprocal_cube,467,14,6538,3222,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_special_shell_norm_lo15_abc_g_aig_r21,backend_start_diverse_noncurrent,verilog,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/verilog/ex218_special_shell_norm_lo15_abc_g_aig_r21.v,78805ec6dda84af824b2b8e9a1a69f95f4aec7a96f777210df4d50ee088e7dd0,student/work/ex200_ex299_frontend_refgap_round21_20260613_0040/bf16-final-r21/ex218/verilog/ex218_special_shell_norm_lo15_abc_g_aig_r21.v,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round21_20260613_0040/agent_shards/bf16-final-r21/candidates.csv,ex200_ex299_frontend_refgap_round21_20260613_0040,3,ex218|bf16_reciprocal_cube_special_shell_abs_magnitude|normal_exp_mant_lo15_table|sign_nan_shell_plus_special_exp_shell|yosys_abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|15bit_abs_magnitude_case,476,14,6664,3222,0,backend_start_diverse_noncurrent
bf16,ex200_ex219_backend_candidates_20260614_2011,backend_candidates,ex218,ex218_special_shell_norm_lo15_abc_g_aig_r21,backend_start_diverse_noncurrent,aig,student/new_seeds/bf16/ex200_ex219_backend_candidates_20260614_2011/ex218/aigs/ex218_special_shell_norm_lo15_abc_g_aig_r21.aig,3667e7bafe6fcf59756152b42ab1b4682f62239bd9b8a7c16bf752b7711cc618,student/work/ex200_ex299_frontend_refgap_round21_20260613_0040/bf16-final-r21/ex218/official_eval/ex218_special_shell_norm_lo15_abc_g_aig_r21/ex218.aig,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round21_20260613_0040/agent_shards/bf16-final-r21/candidates.csv,ex200_ex299_frontend_refgap_round21_20260613_0040,3,ex218|bf16_reciprocal_cube_special_shell_abs_magnitude|normal_exp_mant_lo15_table|sign_nan_shell_plus_special_exp_shell|yosys_abc_g_aig|DAZ_reciprocal_cube_BF16_RNE_FTZ|15bit_abs_magnitude_case,476,14,6664,3222,0,backend_start_diverse_noncurrent
