domain,case,current_candidate_id,current_area,current_delay,current_adp,reference_adp,gap_to_reference,ratio_to_reference,current_source_run,current_source_csv,current_verilog_path,current_aig_path,candidate_target,candidate_count,candidate_insufficient,candidate_shortfall_reason,candidate_ids,backend_priority_score
float_fp8,ex252,ex252_semantic_u2_dot4_handmul_balanced_qcase_default,145,21,3045,2603,442,1.169804,ex252_ex253_frontend_handmul_popthreshold_20260608_2229,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex252/verilog/ex252_semantic_u2_dot4_handmul_balanced_qcase_default.v,student/new_seeds/float_fp8/ex240_ex254_current/ex252/aigs/ex252_semantic_u2_dot4_handmul_balanced_qcase_default.aig,6,6,0,,ex252_semantic_u2_dot4_balanced_qcase_abcD15_aig;ex252_semantic_u2_dot4_balanced_qcase_default;ex252_semantic_u2_dot4_balanced_threshold_fields_abcD15_aig;ex252_semantic_u2_dot4_balanced_threshold_fields_default;ex252_semantic_u2_dot4_balanced_bitformula_abcD15_aig;ex252_semantic_u2_dot4_balanced_bitformula_default,517.053400
float_fp8,ex253,ex253_semantic_u2_sum8_popcount_laneqcase_default,126,18,2268,1845,423,1.229268,ex252_ex253_frontend_weighted_popcount_20260608_2224,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex253/verilog/ex253_semantic_u2_sum8_popcount_laneqcase_default.v,student/new_seeds/float_fp8/ex240_ex254_current/ex253/aigs/ex253_semantic_u2_sum8_popcount_laneqcase_default.aig,6,6,0,,ex253_semantic_u2_sum8_popcount_bitformula_default;ex253_semantic_u2_sum8_popcount_bitformula_abcD15_aig;ex253_semantic_u2_sum8_popcount_threshold_fields_abcD15_aig;ex253_semantic_u2_sum8_popcount_threshold_fields_default;ex253_semantic_u2_sum8_balanced_laneqcase_abcD15_aig;ex253_semantic_u2_sum8_balanced_threshold_fields_abcD15_aig,519.980488
float_fp8,ex254,ex254_semantic_e4add_fp4product_grs_magfactored_abc_g_aig,662,55,36410,38220,-1810,0.952643,ex254_frontend_product_magfactored_20260608_2310,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/float_fp8/ex240_ex254_current/ex254/verilog/ex254_semantic_e4add_fp4product_grs_magfactored_abc_g_aig.v,student/new_seeds/float_fp8/ex240_ex254_current/ex254/aigs/ex254_semantic_e4add_fp4product_grs_magfactored_abc_g_aig.aig,4,4,0,,ex254_semantic_e4add_fp4product_grs_abcD15_aig;ex254_semantic_e4add_fp4product_grs_magfactored_default;ex254_semantic_e4add_fp4product_grs_default;ex254_semantic_e4add_fp4product_grs_synthD20_aig,0.000000
fp16,ex220,ex220_fp16_exp_exp_mant_pair_case,10754,22,236588,180404,56184,1.311434,ex220_ex224_frontend_fp16_semantic_20260606_2050,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex220/verilog/ex220_fp16_exp_exp_mant_pair_case.v,student/new_seeds/fp16/ex220_ex239_current/ex220/aigs/ex220_fp16_exp_exp_mant_pair_case.aig,6,5,1,valid distinct non-current frontend candidates below target count,ex220_fp16_exp_positive_default_exp_mant_case;ex220_fp16_exp_sign_exp_mant_case;ex220_fp16_exp_semantic_sign_exp_field_defaults;ex220_fp16_exp_sign_exp_default_expr_case;ex220_fp16_exp_semantic_exp_delta_fields,73681.626749
fp16,ex221,ex221_varying_signexp_nested_low10_hi5_abc_g_aig,6811,18,122598,105655,16943,1.160362,ex204_ex299_frontend_continuation_20260614_1216,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex221/verilog/ex221_varying_signexp_nested_low10_hi5_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex221/aigs/ex221_varying_signexp_nested_low10_hi5_abc_g_aig.aig,6,6,0,,ex221_varying_signexp_wordmode_mh5_abc_g_aig;ex221_varying_signexp_nested_low9_hi6_abc_g_aig;ex221_fp16_exp2_semantic_positive_field_defaults;ex221_fp16_exp2_exp_mant_pair_case;ex221_fp16_exp2_positive_default_exp_mant_case;ex221_fp16_exp2_semantic_sign_exp_field_defaults,19660.005811
fp16,ex222,ex222_fp16_exp10_positive_default_exp_mant_case,10615,22,233530,173621,59909,1.345056,ex220_ex224_frontend_fp16_semantic_20260606_2050,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex222/verilog/ex222_fp16_exp10_positive_default_exp_mant_case.v,student/new_seeds/fp16/ex220_ex239_current/ex222/aigs/ex222_fp16_exp10_positive_default_exp_mant_case.aig,6,5,1,valid distinct non-current frontend candidates below target count,ex222_fp16_exp10_sign_exp_default_expr_case;ex222_fp16_exp10_exp_mant_pair_case;ex222_fp16_exp10_sign_exp_mant_case;ex222_fp16_exp10_semantic_sign_exp_field_defaults;ex222_fp16_exp10_semantic_exp_delta_fields,80580.971023
fp16,ex223,ex223_catalog_source_d18_synth_preset_aig_d18,10564,19,200716,120549,80167,1.665016,ex223_ex299_frontend_parallel_deep_20260614_0943,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex223/verilog/ex223_catalog_source_d18_synth_preset_aig_d18.v,student/new_seeds/fp16/ex220_ex239_current/ex223/aigs/ex223_catalog_source_d18_synth_preset_aig_d18.aig,6,6,0,,ex223_nested_low15_hi5_synth_preset_aig;ex223_wrapper_hi2_single_keep_synth_preset_aig;ex223_expbase_xor_low14_hi5_synth_preset_aig;ex223_cofactor_bdd_bits15_11_synth_preset_aig;ex223_selected_run_bits15_11_synth_preset_aig;ex223_r86_truthroot_bit11_abc_g_aig,133479.328505
fp16,ex224,ex224_expbase_xor_low12_hi6_synth_preset_aig,5817,16,93072,64708,28364,1.438338,ex223_ex299_frontend_parallel_deep_20260614_0943,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex224/verilog/ex224_expbase_xor_low12_hi6_synth_preset_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex224/aigs/ex224_expbase_xor_low12_hi6_synth_preset_aig.aig,6,6,0,,ex224_cofactor_bdd_bits15_12_11_synth_preset_aig;ex224_wrapper_hi1_single_keep_synth_preset_aig;ex224_selected_run_bits15_12_11_synth_preset_aig;ex224_log_nested_low12_hi6_abc_g_aig;ex224_nested_low12_hi5_synth_preset_aig;ex224_r24_fp16_nested_low12_hi5_abc_g_aig,40797.029857
fp16,ex225,ex225_catalog_source_d18_synth_preset_aig_d18,11356,19,215764,116676,99088,1.849258,ex223_ex299_frontend_parallel_deep_20260614_0943,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex225/verilog/ex225_catalog_source_d18_synth_preset_aig_d18.v,student/new_seeds/fp16/ex220_ex239_current/ex225/aigs/ex225_catalog_source_d18_synth_preset_aig_d18.aig,6,6,0,,ex225_nested_low14_hi5_synth_preset_aig;ex225_expbase_xor_low14_hi5_synth_preset_aig;ex225_wrapper_hi2_single_keep_synth_preset_aig;ex225_cofactor_bdd_bits12_9_synth_preset_aig;ex225_selected_run_bits15_14_13_12_9_synth_preset_aig;ex225_r71_signbit_formula_currentbase_abc_g_aig,183239.254277
fp16,ex226,ex226_positive_default_exp_mant_case_abc_g_aig,33356,22,733832,587790,146042,1.248459,ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex226/verilog/ex226_positive_default_exp_mant_case_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex226/aigs/ex226_positive_default_exp_mant_case_abc_g_aig.aig,6,6,0,,ex226_fp16_sin_positive_default_exp_mant_case;ex226_fp16_sin_semantic_positive_field_defaults;ex226_fp16_sin_split_sign_exp_mant_case;ex226_fp16_sin_semantic_sign_exp_field_defaults;ex226_fp16_sin_exp_mant_pair_case;ex226_fp16_sin_sign_exp_mant_case,182327.519937
fp16,ex227,ex227_positive_default_exp_mant_case_abc_g_aig,40629,22,893838,721639,172199,1.238622,ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex227/verilog/ex227_positive_default_exp_mant_case_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex227/aigs/ex227_positive_default_exp_mant_case_abc_g_aig.aig,6,6,0,,ex227_fp16_tan_positive_default_exp_mant_case;ex227_fp16_tan_split_sign_exp_mant_case;ex227_fp16_tan_semantic_sign_exp_field_defaults;ex227_fp16_tan_semantic_positive_field_defaults;ex227_fp16_tan_odd_positive_table;ex227_fp16_tan_exp_mant_pair_case,213289.483747
fp16,ex228,ex228_semantic_sign_exp_field_defaults_abc_g_aig,6627,20,132540,101205,31335,1.309619,ex226_ex228_frontend_fp16_current_synthflow_fix_20260607_1228,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex228/verilog/ex228_semantic_sign_exp_field_defaults_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex228/aigs/ex228_semantic_sign_exp_field_defaults_abc_g_aig.aig,6,6,0,,ex228_fp16_sinh_odd_sinh_saturation_shell;ex228_fp16_sinh_semantic_sign_exp_field_defaults;ex228_fp16_sinh_split_sign_exp_mant_case;ex228_fp16_sinh_sign_exp_mant_case;ex228_fp16_sinh_semantic_positive_field_defaults;ex228_fp16_sinh_exp_mant_pair_case,41036.914184
fp16,ex229,ex229_odd_nested_low9_hi6_abc_g_aig,3957,16,63312,57968,5344,1.092189,ex204_ex299_frontend_continuation_20260614_1216,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex229/verilog/ex229_odd_nested_low9_hi6_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex229/aigs/ex229_odd_nested_low9_hi6_abc_g_aig.aig,4,4,0,,ex229_odd_nested_low10_hi6_abc_g_aig;ex229_odd_wordmode_mh5_abc_g_aig;ex229_abc_g_aig_abc_g_aig_d18;ex229_fp16_tanh_semantic_positive_field_defaults,5836.656914
fp16,ex230,ex230_exp_mant_pair_case_abc_g_aig,6969,20,139380,108320,31060,1.286743,ex230_ex231_ex234_frontend_fp16_oldrows_abcg_20260607_1853,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex230/verilog/ex230_exp_mant_pair_case_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex230/aigs/ex230_exp_mant_pair_case_abc_g_aig.aig,6,6,0,,ex230_positive_default_exp_mant_case_abc_g_aig;ex230_semantic_sign_exp_field_defaults_abc_g_aig;ex230_sign_exp_mant_case_abc_g_aig;ex230_fp16_sigmoid_semantic_positive_field_defaults;ex230_fp16_sigmoid_sign_exp_mant_case;ex230_fp16_sigmoid_exp_mant_pair_case,39966.237075
fp16,ex231,ex231_abc_g_aig_abc_g_aig,1163,14,16282,14066,2216,1.157543,ex231_ex233_ex234_frontend_fp16_power_nested_synthflow_20260607_2027,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex231/verilog/ex231_abc_g_aig_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex231/aigs/ex231_abc_g_aig_abc_g_aig.aig,6,6,0,,ex231_abc_g_aig_abc_g_gates;ex231_nested_bits9_8_hi6_abc_g_aig;ex231_nested_bits9_8_7_hi6_abc_g_aig;ex231_abc_g_aig_abc_g_cmos2;ex231_nested_bits9_8_hi5_abc_g_aig;ex231_abc_g_aig_extra_opt_share,2565.115314
fp16,ex232,ex232_attr_abc_g_aig,1240,13,16120,13392,2728,1.203704,ex232_frontend_fp16_square_deep_attr_20260607_1940,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex232/verilog/ex232_attr_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex232/aigs/ex232_attr_abc_g_aig.aig,6,6,0,,ex232_exp_kformula_hi9_8_low8_nested_hi6_abc_g_aig;ex232_abc_g_aig_abc_g_gates;ex232_exp_kformula_hi9_8_low8_nested_hi6_default;ex232_abc_g_aig_extra_opt_share;ex232_exp_formula_hi9_8_7_low7_nested_hi6_abc_g_aig;ex232_exp_formula_hi9_8_7_low7_nested_hi6_default,3283.703704
fp16,ex233,ex233_abc_g_aig_abc_g_aig,1530,15,22950,20174,2776,1.137603,ex231_ex233_ex234_frontend_fp16_power_nested_synthflow_20260607_2027,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex233/verilog/ex233_abc_g_aig_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex233/aigs/ex233_abc_g_aig_abc_g_aig.aig,6,6,0,,ex233_abc_g_aig_abc_g_gates;ex233_abc_g_aig_default_recheck;ex233_nested_bits9_hi6_abc_g_aig;ex233_nested_bits9_hi6_default;ex233_nested_bits9_8_7_hi6_abc_g_aig;ex233_abc_g_aig_abc_g_cmos2,3157.985526
fp16,ex234,ex234_boundary_wordmode_mh5_abc_g_aig,1278,14,17892,15561,2331,1.149798,ex204_ex299_frontend_continuation_20260614_1216,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex234/verilog/ex234_boundary_wordmode_mh5_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex234/aigs/ex234_boundary_wordmode_mh5_abc_g_aig.aig,6,6,0,,ex234_boundary_wordmode_mh6_abc_g_aig;ex234_boundary_wordmode_mh4_abc_g_aig;ex234_abc_g_aig_abc_g_aig;ex234_abc_g_aig_extra_opt_share;ex234_sign_pair_case_abc_g_aig;ex234_nested_bits9_8_hi4_abc_g_aig,2680.178138
fp16,ex235,ex235_direct_special_low8_hi6_synth_preset,1628,14,22792,20800,1992,1.095769,ex235_ex237_ex239_frontend_fp16_direct_special_20260608_0924,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex235/verilog/ex235_direct_special_low8_hi6_synth_preset.v,student/new_seeds/fp16/ex220_ex239_current/ex235/aigs/ex235_direct_special_low8_hi6_synth_preset.aig,4,4,0,,ex235_direct_special_low8_hi6_abc_g_aig;ex235_direct_special_low8_hi6_abc_g_gates;ex235_open_low8_hi6_abc_g_aig;ex235_open_low8_hi6_abc_g_gates,2182.772308
fp16,ex236,ex236_core_clamp_hi6_abc_g_aig,1432,15,21480,17290,4190,1.242337,ex236_ex238_frontend_fp16_core_clamp_20260608_0953,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex236/verilog/ex236_core_clamp_hi6_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex236/aigs/ex236_core_clamp_hi6_abc_g_aig.aig,6,6,0,,ex236_core_clamp_hi6_abc_g_gates;ex236_core_clamp_hi6_abc_d20;ex236_core_clamp_hi6_abc_g_cmos2;ex236_core_boundary_low14_hi6_abc_g_aig;ex236_core_boundary_low14_hi6_abc_g_gates;ex236_core_boundary_low15_hi6_abc_g_aig,5205.390399
fp16,ex237,ex237_direct_special_low10_hi6_synth_preset,1889,16,30224,25440,4784,1.188050,ex235_ex237_ex239_frontend_fp16_direct_special_20260608_0924,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex237/verilog/ex237_direct_special_low10_hi6_synth_preset.v,student/new_seeds/fp16/ex220_ex239_current/ex237/aigs/ex237_direct_special_low10_hi6_synth_preset.aig,6,6,0,,ex237_open_low10_hi6_abc_g_aig;ex237_direct_special_low10_hi6_abc_g_aig;ex237_direct_special_low10_hi6_abc_g_gates;ex237_vec_high_low10_hi6_abc_g_aig;ex237_direct_special_low7_hi6_abc_g_aig;ex237_direct_special_low9_hi6_abc_g_aig,5683.632704
fp16,ex238,ex238_r27_core_boundary_low12_hi6_synth_preset_recheck,1502,15,22530,16549,5981,1.361412,ex200_ex299_frontend_refgap_round27_20260613_0613,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex238/verilog/ex238_r27_core_boundary_low12_hi6_synth_preset_recheck.v,student/new_seeds/fp16/ex220_ex239_current/ex238/aigs/ex238_r27_core_boundary_low12_hi6_synth_preset_recheck.aig,6,6,0,,ex238_core_boundary_low15_hi5_synth_preset;ex238_r74_core_boundary_low13_hi5_synth_preset;ex238_core_boundary_low10_hi5_synth_preset;ex238_core_boundary_low11_hi5_synth_preset;ex238_core_boundary_low14_hi6_synth_preset;ex238_core_boundary_low11_hi6_synth_preset,8142.602574
fp16,ex239,ex239_direct_special_low7_hi6_abc_g_aig,2026,16,32416,25965,6451,1.248450,ex235_ex237_ex239_frontend_fp16_direct_special_specs_20260608_0929,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/fp16/ex220_ex239_current/ex239/verilog/ex239_direct_special_low7_hi6_abc_g_aig.v,student/new_seeds/fp16/ex220_ex239_current/ex239/aigs/ex239_direct_special_low7_hi6_abc_g_aig.aig,6,6,0,,ex239_direct_special_low8_hi6_abc_g_aig;ex239_direct_special_low8_hi6_abc_g_gates;ex239_semantic_shell_abc_g_aig;ex239_direct_special_low10_hi6_abc_g_aig;ex239_direct_special_low9_hi6_abc_g_aig;ex239_open_low8_hi6_abc_g_aig,8053.749894
integer,ex255,ex255_umul_wallace_bits_abc_g_aig,87,13,1131,836,295,1.352871,ex255_ex259_frontend_umul_wallace_bits_20260609_0034,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex255/verilog/ex255_umul_wallace_bits_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex255/aigs/ex255_umul_wallace_bits_abc_g_aig.aig,6,6,0,,ex255_umul_wallace_bits_prefix_synth_preset;ex255_umul_csa_concat_center_abc_g_aig;ex255_umul_csa_androws_abc_g_aig;ex255_umul_csa_androws_cla_abc_g_aig;ex255_umul_csa_androws_cla_from4_synth_preset_d13;ex255_umul_csa_androws_cla_synth_preset_d13,399.096890
integer,ex256,ex256_current_frontend_replay_post_dch,158,18,2844,1911,933,1.488226,ex200_ex299_frontend_parallel_shared_20260612_1422,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/integer/ex255_ex279_current/ex256/verilog/ex256_current_frontend_replay_post_dch.v,student/new_seeds/integer/ex255_ex279_current/ex256/aigs/ex256_current_frontend_replay_post_dch.aig,6,6,0,,ex256_current_frontend_replay_post_resyn2;ex256_current_frontend_replay_yosys_abc_g_aig;ex256_umul_csa_androws_cla_from2_wreduce_abc_g_aig;ex256_umul_csa_androws_carryselect3_synth_preset_d13;ex256_umul_csa_androws_cla_from4_wreduce_abc_g_aig;ex256_umul_csa_androws_cla_from2_abc_g_aig,1388.514914
integer,ex257,ex257_umul_csa_androws_cla_from3_synth_preset_d13,263,20,5260,3952,1308,1.330972,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex257/verilog/ex257_umul_csa_androws_cla_from3_synth_preset_d13.v,student/new_seeds/integer/ex255_ex279_current/ex257/aigs/ex257_umul_csa_androws_cla_from3_synth_preset_d13.aig,6,6,0,,ex257_umul_csa_androws_cla_from4_wreduce_abc_g_aig;ex257_umul_csa_androws_cla_from3_wreduce_abc_g_aig;ex257_umul_csa_concat_cla_abc_g_aig;ex257_umul_csa_androws_cla_from2_wreduce_abc_g_aig;ex257_umul_csa_androws_cla_from3_abc_g_aig;ex257_umul_csa_androws_cla_from4_abc_g_aig,1740.910931
integer,ex258,ex258_umul_wallace_bits_abc_g_aig,351,25,8775,6289,2486,1.395293,ex255_ex259_frontend_umul_wallace_bits_20260609_0034,student/runs/integer/ex255_ex259_frontend_umul_wallace_bits_20260609_0034/results/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex258/verilog/ex258_umul_wallace_bits_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex258/aigs/ex258_umul_wallace_bits_abc_g_aig.aig,6,6,0,,ex258_umul_csa_androws_cla_from3_wreduce_abc_g_aig;ex258_umul_csa_androws_cla_from4_synth_preset_d13;ex258_umul_wallace_bits_cla_abc_g_aig;ex258_umul_wallace_bits_cla_synth_preset_d13;ex258_umul_wallace_bits_prefix_abc_g_aig;ex258_umul_wallace_bits_prefix_synth_preset,3468.699316
integer,ex259,ex259_umul_wallace_bits_cla_abc_g_aig,480,28,13440,10000,3440,1.344000,ex255_ex259_frontend_umul_cla_spread_20260609_0133,student/runs/integer/ex255_ex259_frontend_umul_cla_spread_20260609_0133/results/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex259/verilog/ex259_umul_wallace_bits_cla_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex259/aigs/ex259_umul_wallace_bits_cla_abc_g_aig.aig,6,6,0,,ex259_umul_wallace_bits_outside_cla_abc_g_aig;ex259_umul_wallace_bits_rev_cla_abc_g_aig;ex259_umul_csa_androws_cla_abc_g_aig;ex259_umul_csa_androws_cla_wreduce_abc_g_aig;ex259_umul_wallace_bits_prefix_abc_g_aig;ex259_umul_csa_androws_cla_from4_abc_g_aig,4623.360000
integer,ex260,ex260_smul_bw4_center_rhcla2_abc_g_aig,92,12,1104,657,447,1.680365,ex223_ex299_frontend_parallel_deep_20260614_0943,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/integer/ex255_ex279_current/ex260/verilog/ex260_smul_bw4_center_rhcla2_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex260/aigs/ex260_smul_bw4_center_rhcla2_abc_g_aig.aig,6,6,0,,ex260_r78_grouped_keep_common_abc_g_aig;ex260_r79_keep_rows_abc_g_aig;ex260_current_frontend_replay_post_dch;ex260_r69_mined_current_bw_rev_hcla4;ex260_r26_signed_mul_baugh_wooley_wallace_rev_hcla4_abc_g_gates;ex260_smul_ex260_rev_hcla4_qmc_hi2_synth_preset_d13,751.123288
integer,ex261,ex261_current_frontend_replay_post_dch,164,18,2952,2041,911,1.446350,ex200_ex299_frontend_parallel_shared_20260612_1422,student/frontend_campaigns/campaigns/ex200_ex299_frontend_parallel_shared_20260612_1422/agent_shards/integer-agent/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex261/verilog/ex261_current_frontend_replay_post_dch.v,student/new_seeds/integer/ex255_ex279_current/ex261/aigs/ex261_current_frontend_replay_post_dch.aig,6,6,0,,ex261_current_frontend_replay_post_resyn2;ex261_smul_baugh_wooley_wallace_evenodd_hcla4_abc_g_aig;ex261_smul_baugh_wooley_wallace_center_rhcla4_abc_g_aig;ex261_smul_baugh_wooley_wallace_evenodd_hcla4_synth_preset_d13;ex261_smul_baugh_wooley_wallace_hcla5_abc_g_aig;ex261_baugh_wooley_wallace_csel3_abc_g_aig,1317.624694
integer,ex262,ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig,252,22,5544,4900,644,1.131429,ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324,student/runs/integer/ex260_ex264_frontend_smul_baugh_hcla_all_20260609_0324/results/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex262/verilog/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex262/aigs/ex262_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,6,6,0,,ex262_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig;ex262_smul_baugh_wooley_wallace_hcla4_synth_preset_d13;ex262_smul_baugh_wooley_wallace_hcla6_abc_g_aig;ex262_smul_baugh_wooley_wallace_hcla6_wreduce_abc_g_aig;ex262_smul_baugh_wooley_wallace_outside_synth_preset_d13;ex262_smul_baugh_wooley_wallace_hcla8_abc_g_aig,728.640000
integer,ex263,ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11,362,24,8688,6840,1848,1.270175,ex260_ex263_frontend_smul_modcarry_20260609_0703,student/runs/integer/ex260_ex263_frontend_smul_modcarry_20260609_0703/results/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex263/verilog/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.v,student/new_seeds/integer/ex255_ex279_current/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla1_mod_synth_preset_d11.aig,6,6,0,,ex263_smul_baugh_wooley_wallace_rev_rhcla7_synth_preset_d13;ex263_smul_baugh_wooley_wallace_outside_rhcla2_abc_g_aig;ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_abc_g_aig;ex263_smul_baugh_wooley_wallace_corrzip_rhcla2_abc_g_aig;ex263_smul_baugh_wooley_wallace_corrfirst_rhcla2_mod_synth_preset_d11;ex263_smul_baugh_wooley_wallace_corrlast_hcla1_wreduce_abc_g_aig,2347.284211
integer,ex264,ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig,486,27,13122,9724,3398,1.349445,ex260_ex264_frontend_smul_order_edge_start_20260609_0605,student/runs/integer/ex260_ex264_frontend_smul_order_edge_start_20260609_0605/results/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex264/verilog/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla6_abc_g_aig.aig,6,6,0,,ex264_smul_baugh_wooley_wallace_rev_rhcla1_abc_g_aig;ex264_smul_baugh_wooley_wallace_rev_rhcla3_synth_preset_d13;ex264_smul_baugh_wooley_wallace_center_hcla4_synth_preset_d13;ex264_smul_baugh_wooley_wallace_center_rhcla3_abc_g_aig;ex264_smul_baugh_wooley_wallace_hcla4_synth_preset_d11;ex264_smul_baugh_wooley_wallace_outside_rhcla1_synth_preset_d13,4585.412999
integer,ex265,ex265_r6_range_bhi2_lut_abc_g_aig,58,8,464,322,142,1.440994,ex204_ex299_frontend_breakthrough_20260614_1051,student/frontend_campaigns/frontend_best_registry.csv,student/new_seeds/integer/ex255_ex279_current/ex265/verilog/ex265_r6_range_bhi2_lut_abc_g_aig.v,student/new_seeds/integer/ex255_ex279_current/ex265/aigs/ex265_r6_range_bhi2_lut_abc_g_aig.aig,6,6,0,,ex265_r4_udiv_current_source_synth_preset_aig;ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig;ex265_udiv_bdd_b_msb_abc_g_aig;ex265_udiv_bdd_greedy_interleave_msb_synth_preset;ex265_udiv_bdd_b_msb_a_lsb_synth_preset;ex265_udiv_cof_bhi2_ahi2_bitbdd_wordmux_synth_preset_d8,204.621118
integer,ex266,ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18,148,10,1480,848,632,1.745283,ex200_ex299_frontend_refgap_round8_20260612_1826,student/frontend_campaigns/campaigns/ex200_ex299_frontend_refgap_round8_20260612_1826/agent_shards/mixed-r8/candidates.csv,student/new_seeds/integer/ex255_ex279_current/ex266/verilog/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18.v,student/new_seeds/integer/ex255_ex279_current/ex266/aigs/ex266_udiv_ex266_cof_bhi2_a4_bitbdd_wordmux_synth_preset_d18.aig,6,6,0,,ex266_udiv_cof_bhi2_a_hi2_wordmux_synth_preset;ex266_r26_int_highgap_udiv_ex266_hybrid_top1_a43_synth_preset_d10;ex266_udiv_cof_bhi1_ahi1_bitbdd_wordmux_synth_preset_d10;ex266_udiv_bhi2_a4_case_wordmux_synth_preset_d10;ex266_udiv_cof_bhi3_a_hi1_wordmux_synth_preset;ex266_r24_int_highgap_udiv_ex266_hybrid_top1_b2a4_synth_preset_d10,1103.018868
