case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,88,13,1144,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13,1,93,14,1302,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_abc_g_aig,1,88,14,1232,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,88,14,1232,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,88,14,1232,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,92,13,1196,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,91,14,1274,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,92,14,1288,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rhcla3_abc_g_aig,1,92,14,1288,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rhcla3_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rhcla3; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig,1,92,14,1288,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rhcla3; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13,1,90,14,1260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13.aig,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rhcla3; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,158,21,3318,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig,1,167,19,3173,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig,1,167,19,3173,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13,1,164,20,3280,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig,1,165,20,3300,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig,1,162,19,3078,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig,1,162,19,3078,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13,1,167,19,3173,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_abc_g_aig,1,161,20,3220,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,161,20,3220,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,164,18,2952,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rhcla3_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rhcla3_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rhcla3; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig,1,163,20,3260,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rhcla3; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13,1,162,20,3240,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rhcla3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,354,28,9912,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,354,28,9912,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,356,28,9968,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig,1,360,25,9000,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig,1,360,25,9000,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13,1,362,25,9050,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig,1,362,26,9412,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig,1,355,27,9585,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13,1,356,26,9256,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig,1,360,26,9360,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig,1,359,26,9334,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13,1,361,26,9386,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rev_abc_g_aig,1,368,26,9568,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,1,368,26,9568,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rev_synth_preset_d13,1,366,26,9516,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,1,357,26,9282,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,1,359,26,9334,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex263,ex263_smul_baugh_wooley_wallace_rhcla3_abc_g_aig,1,359,26,9334,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rhcla3_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rhcla3; flow=abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig,1,361,28,10108,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rhcla3; flow=wreduce_abc_g_aig
ex263,ex263_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13,1,356,26,9256,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex263/aigs/ex263_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=baugh_wooley_wallace_rhcla3; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,1,492,27,13284,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,1,491,28,13748,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,1,481,28,13468,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig,1,488,28,13664,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig,1,488,28,13664,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13,1,488,27,13176,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig,1,491,28,13748,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig,1,491,28,13748,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=wreduce_abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13,1,487,30,14610,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=synth_preset_d13
ex264,ex264_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig,1,488,27,13176,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=abc_g_aig
ex264,ex264_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig,1,494,27,13338,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex264/aigs/ex264_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig.aig,exact signed low8 * signed high8 over 65536 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=wreduce_abc_g_aig
