case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.217,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,88,13,1144,657,1.741248,0,0,0.213,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,88,16,1408,657,2.143075,0,0,0.274,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.203,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.254,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.253,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.218,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.208,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13.aig,1,1,1,87,14,1218,657,1.853881,0,0,0.268,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla3_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.200,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla3_wreduce_abc_g_aig.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.204,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_outside_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_outside_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_outside_rhcla3_synth_preset_d13.aig,1,1,1,93,14,1302,657,1.981735,0,0,0.358,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_outside_rhcla3; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rev_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.203,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rev+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_wreduce_abc_g_aig.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.207,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rev+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rev.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rev_synth_preset_d13.aig,1,1,1,88,14,1232,657,1.875190,0,0,0.271,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rev; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_abc_g_aig.aig,1,1,1,92,13,1196,657,1.820396,0,0,0.215,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_wreduce_abc_g_aig.aig,1,1,1,91,14,1274,657,1.939117,0,0,0.253,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_hcla4_synth_preset_d13.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.264,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_hcla4; flow=synth_preset_d13
ex260,ex260_smul_baugh_wooley_wallace_rhcla3_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rhcla3+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rhcla3_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.212,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rhcla3; flow=abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig,signed low4_high4:a*b,baugh_wooley_wallace_rhcla3+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rhcla3_wreduce_abc_g_aig.aig,1,1,1,92,14,1288,657,1.960426,0,0,0.253,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rhcla3; flow=wreduce_abc_g_aig
ex260,ex260_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13,signed low4_high4:a*b,baugh_wooley_wallace_rhcla3+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/verilog/ex260_smul_baugh_wooley_wallace_rhcla3.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex260/aigs/ex260_smul_baugh_wooley_wallace_rhcla3_synth_preset_d13.aig,1,1,1,90,14,1260,657,1.917808,0,0,0.253,semantic_signed_mul_exact,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_wallace_rhcla3; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.251,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_wreduce_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.261,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_hcla4_synth_preset_d13.aig,1,1,1,158,21,3318,2041,1.625674,0,0,0.310,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla4_abc_g_aig.aig,1,1,1,167,19,3173,2041,1.554630,0,0,0.241,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla4_wreduce_abc_g_aig.aig,1,1,1,167,19,3173,2041,1.554630,0,0,0.247,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_outside_hcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_outside_hcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_outside_hcla4_synth_preset_d13.aig,1,1,1,164,20,3280,2041,1.607055,0,0,0.335,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_outside_hcla4; flow=synth_preset_d13
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_rhcla4+abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla4_abc_g_aig.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.241,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig,signed low5_high5:a*b,baugh_wooley_wallace_rev_rhcla4+wreduce_abc_g_aig,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla4_wreduce_abc_g_aig.aig,1,1,1,165,20,3300,2041,1.616854,0,0,0.260,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=wreduce_abc_g_aig
ex261,ex261_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13,signed low5_high5:a*b,baugh_wooley_wallace_rev_rhcla4+synth_preset_d13,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/verilog/ex261_smul_baugh_wooley_wallace_rev_rhcla4.v,student/work/ex260_ex264_frontend_smul_order_hybrid_20260609_0558/ex261/aigs/ex261_smul_baugh_wooley_wallace_rev_rhcla4_synth_preset_d13.aig,1,1,1,163,20,3260,2041,1.597256,0,0,0.302,semantic_signed_mul_exact,exact signed low5 * signed high5 over 1024 inputs; source=baugh_wooley_wallace_rev_rhcla4; flow=synth_preset_d13
