case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex267,ex267_udiv_radix4_shift_subtract_wreduce_default,unsigned low6_high6:a/b dbz=max,radix4_shift_subtract+wreduce_default,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex267/verilog/ex267_udiv_radix4_shift_subtract.v,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex267/aigs/ex267_udiv_radix4_shift_subtract_wreduce_default.aig,204,26,5304,2651,2.000754,0,0,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=radix4_shift_subtract; flow=wreduce_default
ex269,ex269_udiv_radix4_shift_subtract_arith_wreduce_aig,unsigned low8_high8:a/b dbz=max,radix4_shift_subtract+arith_wreduce_aig,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex269/verilog/ex269_udiv_radix4_shift_subtract.v,student/work/ex267_ex269_frontend_udiv_radix4_flowcheck_20260609_1150/ex269/aigs/ex269_udiv_radix4_shift_subtract_arith_wreduce_aig.aig,382,44,16808,11760,1.429252,1,0,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=radix4_shift_subtract; flow=arith_wreduce_aig
