case,best_area,best_delay,best_adp,reference_adp,ratio_to_reference,within_1p5_reference,beats_reference,candidate_id,notes
ex268,324,57,18468,7446,2.480258,0,0,ex268_udiv_denom_lz_range_lowrestoring_synth_preset,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_lowrestoring; flow=synth_preset
ex269,460,74,34040,11760,2.894558,0,0,ex269_udiv_denom_lz_range_lowrestoring_synth_preset,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_lowrestoring; flow=synth_preset
