case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,notes
ex202,ex202_bf16_exp10_grouped_constant_field_casez,bf16_exp10,grouped_constant_field_casez,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_grouped_constant_field_casez.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_grouped_constant_field_casez.aig,1,1,1,3682,17,62594,2.595,field reassembly with grouped constant sign_exp groups; casez=True; const_groups=479; active=33
ex202,ex202_bf16_exp10_grouped_constant_field_plain,bf16_exp10,grouped_constant_field_plain,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_grouped_constant_field_plain.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_grouped_constant_field_plain.aig,1,1,1,3823,17,64991,3.131,field reassembly with grouped constant sign_exp groups; casez=False; const_groups=479; active=33
