case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,notes
ex202,ex202_bf16_exp10_default_se182_m40,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se182_m40,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se182_m40.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se182_m40.aig,1,1,3702,16,59232,current best shape with sign_exp 182 default changed from 322c to mant 40 word 2b8d
ex202,ex202_bf16_exp10_default_se182_m50,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se182_m50,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se182_m50.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se182_m50.aig,1,1,3702,16,59232,current best shape with sign_exp 182 default changed from 322c to mant 50 word 29e1
ex202,ex202_bf16_exp10_default_se182_m60,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se182_m60,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se182_m60.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se182_m60.aig,1,1,3702,16,59232,current best shape with sign_exp 182 default changed from 322c to mant 60 word 2834
ex202,ex202_bf16_exp10_default_se182_m70,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se182_m70,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se182_m70.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se182_m70.aig,1,1,3702,16,59232,current best shape with sign_exp 182 default changed from 322c to mant 70 word 2690
ex202,ex202_bf16_exp10_default_se182_m7f,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se182_m7f,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se182_m7f.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se182_m7f.aig,1,1,3702,16,59232,current best shape with sign_exp 182 default changed from 322c to mant 7f word 2505
ex202,ex202_bf16_exp10_default_se183_m01,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m01,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m01.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m01.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 01 word 24ad
ex202,ex202_bf16_exp10_default_se183_m02,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m02,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m02.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m02.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 02 word 2482
ex202,ex202_bf16_exp10_default_se183_m04,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m04,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m04.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m04.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 04 word 2412
ex202,ex202_bf16_exp10_default_se183_m08,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m08,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m08.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m08.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 08 word 2338
ex202,ex202_bf16_exp10_default_se183_m10,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m10,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m10.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m10.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 10 word 2194
ex202,ex202_bf16_exp10_default_se183_m20,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m20,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m20.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m20.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 20 word 1e3d
ex202,ex202_bf16_exp10_default_se183_m30,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m30,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m30.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m30.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 30 word 1af2
ex202,ex202_bf16_exp10_default_se183_m40,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m40,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m40.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m40.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 40 word 179b
ex202,ex202_bf16_exp10_default_se183_m50,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m50,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m50.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m50.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 50 word 1446
ex202,ex202_bf16_exp10_default_se183_m60,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m60,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m60.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m60.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 60 word 10fe
ex202,ex202_bf16_exp10_default_se183_m70,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m70,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m70.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m70.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 70 word 0da2
ex202,ex202_bf16_exp10_default_se183_m7f,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se183_m7f,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se183_m7f.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se183_m7f.aig,1,1,3702,16,59232,current best shape with sign_exp 183 default changed from 24e7 to mant 7f word 0a8a
ex202,ex202_bf16_exp10_default_se184_m00,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se184_m00,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se184_m00.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se184_m00.aig,1,1,3732,17,63444,current best shape with sign_exp 184 default changed from 0000 to mant 00 word 0a50
ex202,ex202_bf16_exp10_default_se184_m01,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se184_m01,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se184_m01.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se184_m01.aig,1,1,3732,17,63444,current best shape with sign_exp 184 default changed from 0000 to mant 01 word 09ea
ex202,ex202_bf16_exp10_default_se184_m02,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se184_m02,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se184_m02.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se184_m02.aig,1,1,3732,17,63444,current best shape with sign_exp 184 default changed from 0000 to mant 02 word 0983
ex202,ex202_bf16_exp10_default_se184_m04,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se184_m04,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se184_m04.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se184_m04.aig,1,1,3732,17,63444,current best shape with sign_exp 184 default changed from 0000 to mant 04 word 08a6
ex202,ex202_bf16_exp10_default_se184_m08,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se184_m08,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se184_m08.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se184_m08.aig,1,1,3732,17,63444,current best shape with sign_exp 184 default changed from 0000 to mant 08 word 0705
ex202,ex202_bf16_exp10_default_se184_m10,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,default_choice_se184_m10,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_default_se184_m10.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_default_se184_m10.aig,1,1,3732,17,63444,current best shape with sign_exp 184 default changed from 0000 to mant 10 word 03aa
ex202,ex202_bf16_exp10_field_default_bit0_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit0_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit0_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit0_override.aig,1,1,3677,17,62509,field-default base with output bit 0 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit1_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit1_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit1_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit1_override.aig,1,1,3700,18,66600,field-default base with output bit 1 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit2_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit2_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit2_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit2_override.aig,1,1,3728,17,63376,field-default base with output bit 2 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit3_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit3_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit3_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit3_override.aig,1,1,3723,18,67014,field-default base with output bit 3 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit4_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit4_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit4_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit4_override.aig,1,1,3694,17,62798,field-default base with output bit 4 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit5_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit5_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit5_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit5_override.aig,1,1,3660,17,62220,field-default base with output bit 5 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit6_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit6_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit6_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit6_override.aig,1,1,3733,17,63461,field-default base with output bit 6 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit7_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit7_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit7_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit7_override.aig,1,1,3823,17,64991,field-default base with output bit 7 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit8_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit8_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit8_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit8_override.aig,1,1,3779,17,64243,field-default base with output bit 8 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit9_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit9_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit9_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit9_override.aig,1,1,3715,18,66870,field-default base with output bit 9 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit10_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit10_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit10_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit10_override.aig,1,1,3807,17,64719,field-default base with output bit 10 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit11_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit11_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit11_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit11_override.aig,1,1,3806,17,64702,field-default base with output bit 11 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit12_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit12_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit12_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit12_override.aig,1,1,3833,17,65161,field-default base with output bit 12 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit13_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit13_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit13_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit13_override.aig,1,1,3711,17,63087,field-default base with output bit 13 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit14_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit14_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit14_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit14_override.aig,1,1,3688,18,66384,field-default base with output bit 14 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bit15_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bit15_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bit15_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bit15_override.aig,1,1,3710,18,66780,field-default base with output bit 15 overridden by bit-mode table
ex202,ex202_bf16_exp10_field_default_bits_0_4_5_13_14_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_4_5_13_14_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_4_5_13_14_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_4_5_13_14_override.aig,1,1,3854,17,65518,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_0_4_5_13_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_4_5_13_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_4_5_13_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_4_5_13_override.aig,1,1,3708,17,63036,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_0_4_5_14_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_4_5_14_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_4_5_14_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_4_5_14_override.aig,1,1,3658,18,65844,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_0_4_5_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_4_5_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_4_5_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_4_5_override.aig,1,1,3760,17,63920,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_0_5_13_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_5_13_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_5_13_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_5_13_override.aig,1,1,3786,17,64362,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_0_5_14_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_5_14_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_5_14_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_5_14_override.aig,1,1,3831,17,65127,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_0_5_6_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_5_6_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_5_6_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_5_6_override.aig,1,1,3806,17,64702,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_0_5_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_0_5_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_0_5_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_0_5_override.aig,1,1,3762,17,63954,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_4_5_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_4_5_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_4_5_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_4_5_override.aig,1,1,3723,17,63291,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_5_12_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_5_12_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_5_12_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_5_12_override.aig,1,1,3770,18,67860,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_5_13_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_5_13_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_5_13_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_5_13_override.aig,1,1,3798,17,64566,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_5_14_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_5_14_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_5_14_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_5_14_override.aig,1,1,3719,17,63223,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_5_6_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_5_6_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_5_6_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_5_6_override.aig,1,1,3697,17,62849,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_field_default_bits_5_8_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,field_default_bits_5_8_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_field_default_bits_5_8_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_field_default_bits_5_8_override.aig,1,1,3739,17,63563,field-default base with multiple output bits overridden by bit-mode tables
ex202,ex202_bf16_exp10_grouped_constant_field_casez,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,grouped_constant_field_casez,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_grouped_constant_field_casez.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_grouped_constant_field_casez.aig,1,1,3682,17,62594,field reassembly with grouped constant sign_exp groups; casez=True; const_groups=479; active=33
ex202,ex202_bf16_exp10_grouped_constant_field_plain,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,grouped_constant_field_plain,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_grouped_constant_field_plain.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_grouped_constant_field_plain.aig,1,1,3823,17,64991,field reassembly with grouped constant sign_exp groups; casez=False; const_groups=479; active=33
ex202,ex202_bf16_exp10_pair_runs_base_bit0_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,pair_runs_base_bit0_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit0_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit0_override.aig,1,1,3656,17,62152,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
ex202,ex202_bf16_exp10_pair_runs_base_bit1_override,bf16_exp10,DAZ + 10^x + BF16 RNE + FTZ + canonical NaN,pair_runs_base_bit1_override,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/verilog/ex202_bf16_exp10_pair_runs_base_bit1_override.v,student/work/ex201_ex204_frontend_semantic_deep_20260605_1525/ex202/aigs/ex202_bf16_exp10_pair_runs_base_bit1_override.aig,1,1,3640,17,61880,exp-pair runs base 116/117/118/119 with one pair bit recomputed by exp/mant mode table
