case,input_coord,output_coord,degree,exact_bits,total_bits,total_terms,low_degree_terms,max_degree,bit_term_counts,bit_degrees,notes
ex286,prefix_onehot,prefix_onehot,1,1,13,43781,54,13,3479:4025:3835:3661:2109:1:3917:3741:3912:3488:4060:3668:3885,12:13:13:13:8:1:13:13:13:10:13:12:13,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_natural,4,1,14,30801,3327,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_reverse,4,1,14,30801,3327,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_natural,4,1,14,30801,3327,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_reverse,4,1,14,30801,3327,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_natural,3,1,14,30801,1319,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_reverse,3,1,14,30801,1319,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_natural,3,1,14,30801,1319,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_reverse,3,1,14,30801,1319,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_natural,2,1,14,30801,413,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_reverse,2,1,14,30801,413,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_natural,2,1,14,30801,413,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_reverse,2,1,14,30801,413,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_natural,1,1,14,30801,96,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_reverse,1,1,14,30801,96,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_natural,1,1,14,30801,96,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_reverse,1,1,14,30801,96,14,2789:2118:2829:2402:2993:1388:1453:1434:3275:2374:2879:2262:2591:14,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_natural,4,1,14,30819,3345,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_reverse,4,1,14,30819,3345,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_natural,4,1,14,30819,3345,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_reverse,4,1,14,30819,3345,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_natural,3,1,14,30819,1337,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_reverse,3,1,14,30819,1337,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_natural,3,1,14,30819,1337,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_reverse,3,1,14,30819,1337,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_natural,2,1,14,30819,431,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_reverse,2,1,14,30819,431,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_natural,2,1,14,30819,431,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_reverse,2,1,14,30819,431,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_natural,1,1,14,30819,114,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_reverse,1,1,14,30819,114,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_natural,1,1,14,30819,114,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_reverse,1,1,14,30819,114,14,14:2803:2132:2843:2410:2999:1390:1453:1434:3275:2366:2871:2250:2579,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_onehot,4,1,14,35423,3831,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_onehot,4,1,14,35423,3831,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_onehot,3,1,14,35423,1456,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_onehot,3,1,14,35423,1456,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_onehot,2,1,14,35423,425,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_onehot,2,1,14,35423,425,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,raw,suffix_onehot,1,1,14,35423,87,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,suffix_onehot,1,1,14,35423,87,14,2980:2583:3047:2388:2983:1808:3014:2953:14:2799:2849:2176:2829:3000,14:14:13:13:14:12:13:13:1:14:13:13:13:13,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_onehot,4,1,14,35459,3867,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_onehot,4,1,14,35459,3867,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_onehot,3,1,14,35459,1492,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_onehot,3,1,14,35459,1492,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_onehot,2,1,14,35459,461,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_onehot,2,1,14,35459,461,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,raw,prefix_onehot,1,1,14,35459,123,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,reverse_bits,prefix_onehot,1,1,14,35459,123,14,3051:14:3018:2833:1818:2597:2959:3006:2785:2170:2386:2847:2984:2991,13:1:13:13:12:14:13:13:14:13:13:13:14:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_natural,4,1,14,76996,7920,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_reverse,4,1,14,76996,7920,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_natural,3,1,14,76996,2334,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_reverse,3,1,14,76996,2334,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_natural,2,1,14,76996,472,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_reverse,2,1,14,76996,472,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_natural,1,1,14,76996,70,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_reverse,1,1,14,76996,70,14,7:7383:6332:6880:5843:7417:3480:3456:3451:7411:6426:6776:5635:6499,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_natural,4,1,14,77003,8689,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_reverse,4,1,14,77003,8689,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_natural,3,1,14,77003,2687,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_reverse,3,1,14,77003,2687,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_natural,2,1,14,77003,537,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_reverse,2,1,14,77003,537,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_natural,1,1,14,77003,67,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_reverse,1,1,14,77003,67,14,7190:6517:6719:6364:7322:3223:3233:3246:7344:6335:6781:6140:6582:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_natural,4,1,14,77017,7941,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_reverse,4,1,14,77017,7941,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_natural,3,1,14,77017,2355,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_reverse,3,1,14,77017,2355,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_natural,2,1,14,77017,493,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_reverse,2,1,14,77017,493,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,prefix_natural,1,1,14,77017,91,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_reverse,suffix_reverse,1,1,14,77017,91,14,7384:6333:6881:5844:7418:3483:3453:3456:7412:6433:6775:5642:6496:7,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_natural,4,1,14,77030,8716,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_reverse,4,1,14,77030,8716,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_natural,3,1,14,77030,2714,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_reverse,3,1,14,77030,2714,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_natural,2,1,14,77030,564,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_reverse,2,1,14,77030,564,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,suffix_natural,1,1,14,77030,94,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,gray_natural,prefix_reverse,1,1,14,77030,94,14,7:7193:6522:6724:6369:7325:3228:3234:3245:7347:6332:6784:6133:6587,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_natural,4,1,14,82734,7202,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_reverse,4,1,14,82734,7202,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_natural,4,1,14,82734,7202,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_reverse,4,1,14,82734,7202,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_natural,3,1,14,82734,2032,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_reverse,3,1,14,82734,2032,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_natural,3,1,14,82734,2032,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_reverse,3,1,14,82734,2032,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_natural,2,1,14,82734,352,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_reverse,2,1,14,82734,352,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_natural,2,1,14,82734,352,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_reverse,2,1,14,82734,352,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_natural,1,1,14,82734,30,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_reverse,1,1,14,82734,30,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_natural,1,1,14,82734,30,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_reverse,1,1,14,82734,30,14,1:7569:6143:7373:6689:7255:4159:4303:4251:7781:6562:7498:6224:6926,1:14:13:13:13:14:9:9:9:14:13:13:13:14,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_natural,4,1,14,82735,7203,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_reverse,4,1,14,82735,7203,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_natural,4,1,14,82735,7203,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_reverse,4,1,14,82735,7203,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_natural,3,1,14,82735,2033,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_reverse,3,1,14,82735,2033,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_natural,3,1,14,82735,2033,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_reverse,3,1,14,82735,2033,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_natural,2,1,14,82735,353,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_reverse,2,1,14,82735,353,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_natural,2,1,14,82735,353,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_reverse,2,1,14,82735,353,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,prefix_natural,1,1,14,82735,31,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_natural,suffix_reverse,1,1,14,82735,31,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,prefix_natural,1,1,14,82735,31,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_reverse,suffix_reverse,1,1,14,82735,31,14,7568:6142:7372:6688:7254:4158:4304:4252:7782:6563:7499:6225:6927:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_natural,prefix_natural,4,1,14,85792,7826,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_natural,suffix_reverse,4,1,14,85792,7826,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_reverse,prefix_natural,4,1,14,85792,7826,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
