case,input_coord,output_coord,degree,exact_bits,total_bits,total_terms,low_degree_terms,max_degree,bit_term_counts,bit_degrees,notes
ex287,suffix_reverse,suffix_reverse,4,1,14,85792,7826,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_natural,prefix_natural,3,1,14,85792,2214,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,prefix_natural,suffix_reverse,3,1,14,85792,2214,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_reverse,prefix_natural,3,1,14,85792,2214,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex287,suffix_reverse,suffix_reverse,3,1,14,85792,2214,14,8044:6982:7694:7160:7490:3974:4069:4009:8319:6859:7601:6769:6821:1,14:13:13:13:14:9:9:9:14:13:13:13:14:1,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_onehot,4,1,15,67374,4866,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_onehot,4,1,15,67374,4866,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_onehot,3,1,15,67374,1793,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_onehot,3,1,15,67374,1793,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_onehot,2,1,15,67374,466,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_onehot,2,1,15,67374,466,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_onehot,1,1,15,67374,109,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_onehot,1,1,15,67374,109,15,6087:5932:3035:4605:3292:6559:5768:3421:5450:3015:4502:4494:15:5739:5460,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_onehot,4,1,15,67396,4888,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_onehot,4,1,15,67396,4888,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_onehot,3,1,15,67396,1815,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_onehot,3,1,15,67396,1815,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_onehot,2,1,15,67396,488,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_onehot,2,1,15,67396,488,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_onehot,1,1,15,67396,131,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_onehot,1,1,15,67396,131,15,15:6102:5773:4503:6566:5945:3426:3297:3002:4487:5740:4602:5435:5463:3040,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_natural,4,1,15,72002,4752,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_reverse,4,1,15,72002,4752,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_natural,4,1,15,72002,4752,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_reverse,4,1,15,72002,4752,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_natural,3,1,15,72002,1658,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_reverse,3,1,15,72002,1658,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_natural,3,1,15,72002,1658,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_reverse,3,1,15,72002,1658,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_natural,2,1,15,72002,474,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_reverse,2,1,15,72002,474,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_natural,2,1,15,72002,474,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_reverse,2,1,15,72002,474,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_natural,1,1,15,72002,115,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_reverse,1,1,15,72002,115,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_natural,1,1,15,72002,115,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_reverse,1,1,15,72002,115,15,6087:5932:5357:5350:5689:5470:2875:2944:6277:6232:5067:5232:5123:4352:15,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_natural,4,1,15,72012,4762,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_reverse,4,1,15,72012,4762,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_natural,4,1,15,72012,4762,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_reverse,4,1,15,72012,4762,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_natural,3,1,15,72012,1668,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_reverse,3,1,15,72012,1668,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_natural,3,1,15,72012,1668,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_reverse,3,1,15,72012,1668,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_natural,2,1,15,72012,484,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_reverse,2,1,15,72012,484,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_natural,2,1,15,72012,484,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_reverse,2,1,15,72012,484,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,suffix_natural,1,1,15,72012,125,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,raw,prefix_reverse,1,1,15,72012,125,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,suffix_natural,1,1,15,72012,125,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,reverse_bits,prefix_reverse,1,1,15,72012,125,15,15:6102:5945:5370:5359:5696:5471:2876:2945:6276:6225:5060:5221:5112:4339,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_onehot,4,1,15,172323,13095,15,14997:15111:8814:11894:8978:15241:14267:9104:14181:9042:11460:11426:8:13443:14357,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_onehot,3,1,15,172323,3851,15,14997:15111:8814:11894:8978:15241:14267:9104:14181:9042:11460:11426:8:13443:14357,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_onehot,2,1,15,172323,796,15,14997:15111:8814:11894:8978:15241:14267:9104:14181:9042:11460:11426:8:13443:14357,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_onehot,1,1,15,172323,81,15,14997:15111:8814:11894:8978:15241:14267:9104:14181:9042:11460:11426:8:13443:14357,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_onehot,4,1,15,172367,13139,15,8:15001:14275:11458:15243:15119:9104:8986:9042:11432:13449:11892:14185:14355:8818,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_onehot,3,1,15,172367,3895,15,8:15001:14275:11458:15243:15119:9104:8986:9042:11432:13449:11892:14185:14355:8818,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_onehot,2,1,15,172367,840,15,8:15001:14275:11458:15243:15119:9104:8986:9042:11432:13449:11892:14185:14355:8818,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_onehot,1,1,15,172367,125,15,8:15001:14275:11458:15243:15119:9104:8986:9042:11432:13449:11892:14185:14355:8818,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_onehot,4,1,15,182903,12083,15,15463:14665:10216:13316:9554:15091:14819:9684:12919:11506:13298:13194:8:14579:14591,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_onehot,3,1,15,182903,3468,15,15463:14665:10216:13316:9554:15091:14819:9684:12919:11506:13298:13194:8:14579:14591,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_onehot,2,1,15,182903,680,15,15463:14665:10216:13316:9554:15091:14819:9684:12919:11506:13298:13194:8:14579:14591,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_onehot,1,1,15,182903,105,15,15463:14665:10216:13316:9554:15091:14819:9684:12919:11506:13298:13194:8:14579:14591,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_onehot,4,1,15,182911,12091,15,8:15461:14823:13300:15089:14663:9688:9552:11504:13200:14579:13312:12923:14591:10218,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_onehot,3,1,15,182911,3476,15,8:15461:14823:13300:15089:14663:9688:9552:11504:13200:14579:13312:12923:14591:10218,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_onehot,2,1,15,182911,688,15,8:15461:14823:13300:15089:14663:9688:9552:11504:13200:14579:13312:12923:14591:10218,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_onehot,1,1,15,182911,113,15,8:15461:14823:13300:15089:14663:9688:9552:11504:13200:14579:13312:12923:14591:10218,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_natural,4,1,15,191318,11744,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_reverse,4,1,15,191318,11744,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_natural,3,1,15,191318,3256,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_reverse,3,1,15,191318,3256,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_natural,2,1,15,191318,670,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_reverse,2,1,15,191318,670,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_natural,1,1,15,191318,99,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_reverse,1,1,15,191318,99,15,15463:14665:15112:14878:15505:14571:7908:7900:14901:14757:14428:14066:13891:13265:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_natural,4,1,15,191320,12950,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_reverse,4,1,15,191320,12950,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_natural,4,1,15,191320,11746,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_reverse,4,1,15,191320,11746,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_natural,3,1,15,191320,3686,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_reverse,3,1,15,191320,3686,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_natural,3,1,15,191320,3258,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_reverse,3,1,15,191320,3258,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_natural,2,1,15,191320,724,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_reverse,2,1,15,191320,724,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_natural,2,1,15,191320,672,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_reverse,2,1,15,191320,672,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,suffix_natural,1,1,15,191320,101,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_reverse,prefix_reverse,1,1,15,191320,101,15,8:15461:14663:15108:14880:15503:14573:7902:7908:14899:14763:14424:14072:13885:13271,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_natural,1,1,15,191320,78,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_reverse,1,1,15,191320,78,15,14997:15111:15236:15184:14535:14129:7134:7204:15165:15451:15226:15354:13315:13271:8,15:15:13:13:15:15:9:9:15:15:13:13:15:15:1,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_natural,4,1,15,191364,12994,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_reverse,4,1,15,191364,12994,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_natural,3,1,15,191364,3730,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_reverse,3,1,15,191364,3730,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_natural,2,1,15,191364,768,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_reverse,2,1,15,191364,768,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,suffix_natural,1,1,15,191364,122,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,gray_natural,prefix_reverse,1,1,15,191364,122,15,8:15001:15119:15240:15192:14537:14137:7134:7212:15161:15457:15220:15360:13309:13277,1:15:15:13:13:15:15:9:9:15:15:13:13:15:15,output-coordinate ANF over transformed input coordinates
ex288,prefix_natural,suffix_onehot,4,1,15,198770,12406,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,suffix_reverse,suffix_onehot,4,1,15,198770,12406,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,prefix_natural,suffix_onehot,3,1,15,198770,3370,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,suffix_reverse,suffix_onehot,3,1,15,198770,3370,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,prefix_natural,suffix_onehot,2,1,15,198770,580,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,suffix_reverse,suffix_onehot,2,1,15,198770,580,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,prefix_natural,suffix_onehot,1,1,15,198770,45,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,suffix_reverse,suffix_onehot,1,1,15,198770,45,15,16990:15662:9940:14113:11764:15854:15638:11922:13955:13183:14007:14047:1:15705:15989,15:15:12:14:11:15:15:11:15:12:14:14:1:15:15,output-coordinate ANF over transformed input coordinates
ex288,prefix_natural,prefix_onehot,4,1,15,198782,12418,15,1:16991:15639:14008:15855:15663:11923:11765:13184:14048:15706:14114:13954:15990:9941,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,suffix_reverse,prefix_onehot,4,1,15,198782,12418,15,1:16991:15639:14008:15855:15663:11923:11765:13184:14048:15706:14114:13954:15990:9941,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
ex288,prefix_natural,prefix_onehot,3,1,15,198782,3382,15,1:16991:15639:14008:15855:15663:11923:11765:13184:14048:15706:14114:13954:15990:9941,1:15:15:14:15:15:11:11:12:14:15:14:15:15:12,output-coordinate ANF over transformed input coordinates
