case,candidate_id,area,delay,adp,reference_adp,adp_ratio_to_reference,current_best_adp,delta_vs_current,beats_current,variant,items,notes
ex280,ex280_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_dual_deg2,262,27,7074,2415,2.929193,5460,1614,0,prefix_parity_reduce_full_clamp_grouped_dual_deg2,transform=prefix_parity_reduce; coord_mode=full_clamp; emit_style=grouped; xor_style=prefix; group_style=dual; degree=2; coord_width=17; features=154; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11; inconsistent=0x0; grouped_ands=50; linear_xors=12; group_orientations=high:10:low:2; term_counts=1:3:5:7:9:11:13:19:20:24:22:22; hash=a34714664c12,unknown mux-coordinate ANF Verilog seed
ex284,ex284_unknown_muxcoord_anf_prefix_parity_reduce_full_clamp_grouped_dual_deg2,358,37,13246,4240,3.124057,9139,4107,0,prefix_parity_reduce_full_clamp_grouped_dual_deg2,transform=prefix_parity_reduce; coord_mode=full_clamp; emit_style=grouped; xor_style=prefix; group_style=dual; degree=2; coord_width=21; features=232; ok_bits=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; inconsistent=0x0; grouped_ands=66; linear_xors=12; group_orientations=high:14:low:2; term_counts=1:3:5:7:9:11:13:15:17:19:21:27:28:32:30:30; hash=1cd3ee6da1cb,unknown mux-coordinate ANF Verilog seed
