case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex268,ex268_udiv_denom_lz_range_lowbdd_abc_g_aig,unsigned low7_high7:a/b dbz=max,denom_lz_range_lowbdd+abc_g_aig,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/verilog/ex268_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/aigs/ex268_udiv_denom_lz_range_lowbdd_abc_g_aig.aig,1,1,1,495,60,29700,7446,3.988719,0,0,0.472,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=abc_g_aig
ex268,ex268_udiv_denom_lz_range_lowbdd_wreduce_abc_g_aig,unsigned low7_high7:a/b dbz=max,denom_lz_range_lowbdd+wreduce_abc_g_aig,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/verilog/ex268_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/aigs/ex268_udiv_denom_lz_range_lowbdd_wreduce_abc_g_aig.aig,1,1,1,495,60,29700,7446,3.988719,0,0,0.476,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=wreduce_abc_g_aig
ex268,ex268_udiv_denom_lz_range_lowbdd_synth_preset,unsigned low7_high7:a/b dbz=max,denom_lz_range_lowbdd+synth_preset,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/verilog/ex268_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/aigs/ex268_udiv_denom_lz_range_lowbdd_synth_preset.aig,1,1,1,484,59,28556,7446,3.835079,0,0,0.570,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset
ex268,ex268_udiv_denom_lz_range_lowbdd_synth_preset_d18,unsigned low7_high7:a/b dbz=max,denom_lz_range_lowbdd+synth_preset_d18,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/verilog/ex268_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/aigs/ex268_udiv_denom_lz_range_lowbdd_synth_preset_d18.aig,1,1,1,484,59,28556,7446,3.835079,0,0,0.572,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset_d18
ex268,ex268_udiv_denom_lz_range_lowbdd_synth_preset_d24,unsigned low7_high7:a/b dbz=max,denom_lz_range_lowbdd+synth_preset_d24,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/verilog/ex268_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex268/aigs/ex268_udiv_denom_lz_range_lowbdd_synth_preset_d24.aig,1,1,1,484,59,28556,7446,3.835079,0,0,0.571,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset_d24
ex269,ex269_udiv_denom_lz_range_lowbdd_abc_g_aig,unsigned low8_high8:a/b dbz=max,denom_lz_range_lowbdd+abc_g_aig,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/verilog/ex269_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/aigs/ex269_udiv_denom_lz_range_lowbdd_abc_g_aig.aig,1,1,1,1065,74,78810,11760,6.701531,0,0,0.722,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=abc_g_aig
ex269,ex269_udiv_denom_lz_range_lowbdd_wreduce_abc_g_aig,unsigned low8_high8:a/b dbz=max,denom_lz_range_lowbdd+wreduce_abc_g_aig,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/verilog/ex269_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/aigs/ex269_udiv_denom_lz_range_lowbdd_wreduce_abc_g_aig.aig,1,1,1,1065,74,78810,11760,6.701531,0,0,0.744,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=wreduce_abc_g_aig
ex269,ex269_udiv_denom_lz_range_lowbdd_synth_preset,unsigned low8_high8:a/b dbz=max,denom_lz_range_lowbdd+synth_preset,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/verilog/ex269_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/aigs/ex269_udiv_denom_lz_range_lowbdd_synth_preset.aig,1,1,1,1044,75,78300,11760,6.658163,0,0,0.891,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset
ex269,ex269_udiv_denom_lz_range_lowbdd_synth_preset_d18,unsigned low8_high8:a/b dbz=max,denom_lz_range_lowbdd+synth_preset_d18,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/verilog/ex269_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/aigs/ex269_udiv_denom_lz_range_lowbdd_synth_preset_d18.aig,1,1,1,1044,75,78300,11760,6.658163,0,0,0.910,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset_d18
ex269,ex269_udiv_denom_lz_range_lowbdd_synth_preset_d24,unsigned low8_high8:a/b dbz=max,denom_lz_range_lowbdd+synth_preset_d24,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/verilog/ex269_udiv_denom_lz_range_lowbdd.v,student/work/ex268_ex269_frontend_udiv_lz_lowbdd_20260609_0935/ex269/aigs/ex269_udiv_denom_lz_range_lowbdd_synth_preset_d24.aig,1,1,1,1044,75,78300,11760,6.658163,0,0,0.899,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=denom_lz_range_lowbdd; flow=synth_preset_d24
