case,candidate_id,hypothesis,function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,runtime_sec,notes
ex217,ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_6_bh1_fix15,bf16_cbrt,cbrt,delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_6_bh1_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/verilog/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_6_bh1_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex217/aigs/ex217_bf16_cbrt_delta_pair_first_hilo3_bits_0_bh3_fix2_manual_sign_non_nan_bits_6_bh1_fix15.aig,1,1,610,14,8540,24.439,semantic model exact over 65536 inputs; delta pair base_policy=first delta_mode=hilo3 items=27692; generic selected bit overrides bits=0 bit_hi_bits=3 bit_items=33528; manual sign bit override sign && !is_nan; generic selected bit overrides bits=6 bit_hi_bits=1 bit_items=4760
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_bh1_fix15,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_bh1_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_bh1_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_bh1_fix15.aig,1,1,470,15,7050,21.971,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; generic selected bit overrides bits=14 bit_hi_bits=1 bit_items=46
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_cmp_fix15,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_cmp_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_cmp_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_14_cmp_fix15.aig,1,1,480,15,7200,16.201,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; generic selected bit overrides bits=14 bit_hi_bits=cmp bit_items=20
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_cmp_fix15,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_cmp_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_cmp_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_cmp_fix15.aig,1,1,501,17,8517,16.971,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; generic selected bit overrides bits=13 bit_hi_bits=cmp bit_items=30
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_14_bh1_fix15,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_14_bh1_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_14_bh1_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_13_14_bh1_fix15.aig,1,1,527,17,8959,23.323,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; generic selected bit overrides bits=13_14 bit_hi_bits=1 bit_items=164
ex218,ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_10_14_bh1_fix15,bf16_reciprocal_cube,reciprocal_cube,legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_10_14_bh1_fix15,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/verilog/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_10_14_bh1_fix15.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex218/aigs/ex218_bf16_reciprocal_cube_legacy_value_case_bits_15_cmp_caseattrs_fix9_bits_10_14_bh1_fix15.aig,1,1,548,15,8220,23.703,semantic model exact over 65536 inputs; legacy bf16_verilog_search value_case; 65536; selected bit overrides bits=15 bit_hi_bits=cmp bit_items=10; source case attributes parallel_case full_case; generic selected bit overrides bits=10_14 bit_hi_bits=1 bit_items=1108
ex216,ex216_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary_fix16,bf16_cube,cube,aggr_semantic_exp_delta_fields_cube_bit14_boundary_fix16,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary_fix16.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary_fix16.aig,1,1,423,22,9306,7.751,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=base=arith_cube; positive_entries=32768; normal_entries=10828; special_entries=21940; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary_manual_sign_non_nan_fix16,bf16_cube,cube,aggr_semantic_exp_delta_fields_cube_bit14_boundary_manual_sign_non_nan_fix16,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary_manual_sign_non_nan_fix16.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary_manual_sign_non_nan_fix16.aig,1,1,420,21,8820,7.839,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=base=arith_cube; positive_entries=32768; normal_entries=10828; special_entries=21940; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34; manual sign bit override sign && !is_nan
ex216,ex216_bf16_cube_aggr_semantic_exp_delta_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix16,bf16_cube,cube,aggr_semantic_exp_delta_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix16,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_aggr_semantic_exp_delta_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix16.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_aggr_semantic_exp_delta_fields_bits_14_cmp_fix5_manual_sign_non_nan_fix16.aig,1,1,445,20,8900,8.045,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=base=arith_cube; positive_entries=32768; normal_entries=10828; special_entries=21940; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; generic selected bit overrides bits=14 bit_hi_bits=cmp bit_items=18; manual sign bit override sign && !is_nan
ex216,ex216_bf16_cube_aggr_semantic_positive_field_defaults_cube_bit14_boundary_fix16,bf16_cube,cube,aggr_semantic_positive_field_defaults_cube_bit14_boundary_fix16,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_aggr_semantic_positive_field_defaults_cube_bit14_boundary_fix16.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_aggr_semantic_positive_field_defaults_cube_bit14_boundary_fix16.aig,1,1,779,14,10906,4.416,semantic model exact over 65536 inputs; aggressive semantic BF16 RTL; items=positive_exp_groups=256; full_default_groups=170; positive_exceptions=10745; relation=sign_flip_pos; negative_exceptions=127; semantic model exact over 65536 inputs; manual cube bit14 boundary exp>=128 or exp127 mant>=34
ex216,ex216_bf16_cube_odd_pos_fullword_h4_cube_bit14_boundary_fix16,bf16_cube,cube,odd_pos_fullword_h4_cube_bit14_boundary_fix16,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/verilog/ex216_bf16_cube_odd_pos_fullword_h4_cube_bit14_boundary_fix16.v,student/work/ex215_ex219_frontend_bf16_deep2_20260606_1726/ex216/aigs/ex216_bf16_cube_odd_pos_fullword_h4_cube_bit14_boundary_fix16.aig,1,1,758,14,10612,15.765,semantic model exact over 65536 inputs; positive-domain full word with odd sign flip hi_bits=4 default_mode=mode items=10856; manual cube bit14 boundary exp>=128 or exp127 mant>=34
