case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint,1,1,769,28,21532,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/aigs/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex280,ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev,1,1,769,27,20763,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/aigs/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex280,ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint,1,1,763,26,19838,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/aigs/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex280,ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint_rev,1,1,759,25,18975,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex280/aigs/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint_rev.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint,1,1,908,32,29056,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/aigs/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev,1,1,928,31,28768,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/aigs/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint,1,1,886,28,24808,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/aigs/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint_rev,1,1,879,29,25491,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex281/aigs/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_classonehottree_endpoint_rev.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint,1,1,1045,31,32395,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex282/verilog/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex282/aigs/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev,1,1,1043,32,33376,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex282/verilog/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev.v,student/work/ex280_ex284_frontend_key_cofactor_classonehottree_20260608_2100/ex282/aigs/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_classonehottree_endpoint_rev.aig,unknown canonical prefix-key cofactor-BDD Verilog seed
