case,domain,agent_id,candidate_id,simulation_pass,log_path,notes
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_case_attrs_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_case_attrs_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_case_attrs_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_case_attrs_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_attrs_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_attrs_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_attrs_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_same_gapcase_split_norm_attrs_synth_preset_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_compare_case_attrs_default_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_compare_case_attrs_extra_share_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_compare_case_attrs_abc_g_aig_raw,not_run,,official evaluate.py used for final verification
ex240,float_fp8,local-ex240-source-r59,ex240_ex240_field_compare_case_attrs_synth_preset_raw,not_run,,official evaluate.py used for final verification
