case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex224,ex224_fp16_log2_direct_low4,fp16_log2,direct_low4,student/work/ex224_frontend_fp16_log2_directlow_20260607_0039/ex224/verilog/ex224_fp16_log2_direct_low4.v,student/work/ex224_frontend_fp16_log2_directlow_20260607_0039/ex224/aigs/ex224_fp16_log2_direct_low4.aig,1,1,5390,25,134750,64708,2.082432,0,0,semantic_hybrid,casez_sign+bit11/12 run-cover plus direct semantic low4 correction bits; table_items=31777; bit=12; threshold=8; const_groups=61; range_groups=3; table_groups=0; range_items=9; table_items=0; bit=11; threshold=8; const_groups=59; range_groups=5; table_groups=0; range_items=18; table_items=0
