case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d20,unknown_shared_bdd_15x15,abc_d20,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d20.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,synthflow_exact,Yosys abc delay target 20,1.185,Yosys abc delay target 20,1,44264,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d21,unknown_shared_bdd_15x15,abc_d21,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d21.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,synthflow_exact,Yosys abc delay target 21,1.368,Yosys abc delay target 21,1,44264,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d22,unknown_shared_bdd_15x15,abc_d22,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d22.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,synthflow_exact,Yosys abc delay target 22,1.222,Yosys abc delay target 22,1,44264,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d24,unknown_shared_bdd_15x15,abc_d24,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_d24.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,synthflow_exact,Yosys abc delay target 24,1.165,Yosys abc delay target 24,1,44264,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_fast,unknown_shared_bdd_15x15,abc_fast,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_fast.aig,1,1,1,2621,27,70767,16394,4.316640,0,0,synthflow_exact,Yosys abc fast script,1.126,Yosys abc fast script,1,70767,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig,unknown_shared_bdd_15x15,abc_g_aig,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig.aig,1,1,1,2006,21,42126,16394,2.569599,0,0,synthflow_exact,Yosys abc gate set aig,1.182,Yosys abc gate set aig,1,42126,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d18,unknown_shared_bdd_15x15,abc_g_aig_d18,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d18.aig,1,1,1,2006,21,42126,16394,2.569599,0,0,synthflow_exact,Yosys abc gate set aig delay target 18,1.180,Yosys abc gate set aig delay target 18,1,42126,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d19,unknown_shared_bdd_15x15,abc_g_aig_d19,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d19.aig,1,1,1,2006,21,42126,16394,2.569599,0,0,synthflow_exact,Yosys abc gate set aig delay target 19,1.172,Yosys abc gate set aig delay target 19,1,42126,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d20,unknown_shared_bdd_15x15,abc_g_aig_d20,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d20.aig,1,1,1,2006,21,42126,16394,2.569599,0,0,synthflow_exact,Yosys abc gate set aig delay target 20,1.167,Yosys abc gate set aig delay target 20,1,42126,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d21,unknown_shared_bdd_15x15,abc_g_aig_d21,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_aig_d21.aig,1,1,1,2006,21,42126,16394,2.569599,0,0,synthflow_exact,Yosys abc gate set aig delay target 21,1.159,Yosys abc gate set aig delay target 21,1,42126,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_and_mux,unknown_shared_bdd_15x15,abc_g_and_mux,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_and_mux.aig,1,1,1,2095,23,48185,16394,2.939185,0,0,synthflow_exact,"Yosys abc gate set AND,MUX",1.217,"Yosys abc gate set AND,MUX",1,48185,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_cmos2,unknown_shared_bdd_15x15,abc_g_cmos2,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_cmos2.aig,1,1,1,2072,22,45584,16394,2.780529,0,0,synthflow_exact,Yosys abc gate set cmos2,1.203,Yosys abc gate set cmos2,1,45584,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_gates,unknown_shared_bdd_15x15,abc_g_gates,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_gates.aig,1,1,1,2006,21,42126,16394,2.569599,0,0,synthflow_exact,Yosys abc gate set gates,1.167,Yosys abc gate set gates,1,42126,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_simple,unknown_shared_bdd_15x15,abc_g_simple,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_abc_g_simple.aig,1,1,1,2053,22,45166,16394,2.755032,0,0,synthflow_exact,Yosys abc gate set simple,1.230,Yosys abc gate set simple,1,45166,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_default_recheck,unknown_shared_bdd_15x15,default_recheck,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_default_recheck.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,synthflow_exact,current project Yosys script sanity recheck,1.151,current project Yosys script sanity recheck,1,44264,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_extra_opt_share,unknown_shared_bdd_15x15,extra_opt_share,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_extra_opt_share.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,synthflow_exact,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1.212,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1,44264,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_late_flatten,unknown_shared_bdd_15x15,late_flatten,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_late_flatten.aig,1,1,1,2012,22,44264,16394,2.700012,0,0,synthflow_exact,move flatten after techmap,1.186,move flatten after techmap,1,44264,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_no_internal_abc,unknown_shared_bdd_15x15,no_internal_abc,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_no_internal_abc.aig,1,1,1,2626,28,73528,16394,4.485056,0,0,synthflow_exact,skip Yosys internal abc pass,0.963,skip Yosys internal abc pass,1,73528,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_synth_preset,unknown_shared_bdd_15x15,synth_preset,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_synth_preset.aig,1,1,1,1860,20,37200,16394,2.269123,0,0,synthflow_exact,Yosys synth preset with flatten,1.489,Yosys synth preset with flatten,1,37200,0,
ex288,ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_synth_preset_noabc,unknown_shared_bdd_15x15,synth_preset_noabc,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex288/verilog/ex288_unknown_shared_bdd_15x15_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex288/aigs/ex288_order_0_14_1_13_2_12_3_11_4_10_5_9_6_8_7_synth_preset_noabc.aig,1,1,1,2614,27,70578,16394,4.305112,0,0,synthflow_exact,Yosys synth preset without abc,1.121,Yosys synth preset without abc,1,70578,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d20,unknown_shared_bdd_16x16,abc_d20,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d20.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,synthflow_exact,Yosys abc delay target 20,1.708,Yosys abc delay target 20,1,40641,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d21,unknown_shared_bdd_16x16,abc_d21,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d21.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,synthflow_exact,Yosys abc delay target 21,1.756,Yosys abc delay target 21,1,40641,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d22,unknown_shared_bdd_16x16,abc_d22,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d22.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,synthflow_exact,Yosys abc delay target 22,1.707,Yosys abc delay target 22,1,40641,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d24,unknown_shared_bdd_16x16,abc_d24,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_d24.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,synthflow_exact,Yosys abc delay target 24,1.720,Yosys abc delay target 24,1,40641,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_fast,unknown_shared_bdd_16x16,abc_fast,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_fast.aig,1,1,1,2526,29,73254,13620,5.378414,0,0,synthflow_exact,Yosys abc fast script,1.711,Yosys abc fast script,1,73254,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig,unknown_shared_bdd_16x16,abc_g_aig,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig.aig,1,1,1,1737,23,39951,13620,2.933260,0,0,synthflow_exact,Yosys abc gate set aig,1.718,Yosys abc gate set aig,1,39951,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d18,unknown_shared_bdd_16x16,abc_g_aig_d18,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d18.aig,1,1,1,1737,23,39951,13620,2.933260,0,0,synthflow_exact,Yosys abc gate set aig delay target 18,1.718,Yosys abc gate set aig delay target 18,1,39951,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d19,unknown_shared_bdd_16x16,abc_g_aig_d19,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d19.aig,1,1,1,1737,23,39951,13620,2.933260,0,0,synthflow_exact,Yosys abc gate set aig delay target 19,1.730,Yosys abc gate set aig delay target 19,1,39951,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d20,unknown_shared_bdd_16x16,abc_g_aig_d20,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d20.aig,1,1,1,1737,23,39951,13620,2.933260,0,0,synthflow_exact,Yosys abc gate set aig delay target 20,1.734,Yosys abc gate set aig delay target 20,1,39951,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d21,unknown_shared_bdd_16x16,abc_g_aig_d21,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_aig_d21.aig,1,1,1,1737,23,39951,13620,2.933260,0,0,synthflow_exact,Yosys abc gate set aig delay target 21,1.672,Yosys abc gate set aig delay target 21,1,39951,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_and_mux,unknown_shared_bdd_16x16,abc_g_and_mux,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_and_mux.aig,1,1,1,1811,23,41653,13620,3.058223,0,0,synthflow_exact,"Yosys abc gate set AND,MUX",1.755,"Yosys abc gate set AND,MUX",1,41653,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_cmos2,unknown_shared_bdd_16x16,abc_g_cmos2,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_cmos2.aig,1,1,1,1772,23,40756,13620,2.992364,0,0,synthflow_exact,Yosys abc gate set cmos2,1.760,Yosys abc gate set cmos2,1,40756,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_gates,unknown_shared_bdd_16x16,abc_g_gates,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_gates.aig,1,1,1,1738,23,39974,13620,2.934949,0,0,synthflow_exact,Yosys abc gate set gates,1.661,Yosys abc gate set gates,1,39974,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_simple,unknown_shared_bdd_16x16,abc_g_simple,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_abc_g_simple.aig,1,1,1,1754,23,40342,13620,2.961968,0,0,synthflow_exact,Yosys abc gate set simple,1.762,Yosys abc gate set simple,1,40342,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_default_recheck,unknown_shared_bdd_16x16,default_recheck,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_default_recheck.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,synthflow_exact,current project Yosys script sanity recheck,1.727,current project Yosys script sanity recheck,1,40641,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_extra_opt_share,unknown_shared_bdd_16x16,extra_opt_share,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_extra_opt_share.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,synthflow_exact,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1.746,extra opt_reduce/opt_muxtree/wreduce/share before techmap,1,40641,0,
ex289,ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_late_flatten,unknown_shared_bdd_16x16,late_flatten,student/work/ex285_ex294_frontend_bdd_diagnostic_20260608_1225/ex289/verilog/ex289_unknown_shared_bdd_16x16_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8.v,student/work/ex288_ex289_ex292_ex294_frontend_bdd_synthflow_20260608_1235/ex289/aigs/ex289_order_0_15_1_14_2_13_3_12_4_11_5_10_6_9_7_8_late_flatten.aig,1,1,1,1767,23,40641,13620,2.983921,0,0,synthflow_exact,move flatten after techmap,1.737,move flatten after techmap,1,40641,0,
