case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes
ex223,ex223_fp16_log_bitrun_bits11_12_9_t32,fp16_log,bitrun_bits11_12_9_t32,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_bitrun_bits11_12_9_t32.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_bitrun_bits11_12_9_t32.aig,1,1,1,11255,24,270120,120549,2.240749,0,0,structural_exact,"bits=12,11,9; threshold=32; table_items=31777; bit=12; threshold=32; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=32; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0",15.464,"per-output-bit run-cover hybrid; bits=12,11,9; threshold=32; table_items=31777; bit=12; threshold=32; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=32; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0"
ex223,ex223_fp16_log_bitrun_bits11_12_t8,fp16_log,bitrun_bits11_12_t8,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_bitrun_bits11_12_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_bitrun_bits11_12_t8.aig,1,1,1,11211,24,269064,120549,2.231989,0,0,structural_exact,"bits=12,11; threshold=8; table_items=31777; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0",15.703,"per-output-bit run-cover hybrid; bits=12,11; threshold=8; table_items=31777; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0"
ex223,ex223_fp16_log_bitrun_bits11_9_t32,fp16_log,bitrun_bits11_9_t32,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_bitrun_bits11_9_t32.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_bitrun_bits11_9_t32.aig,1,1,1,11246,23,258658,120549,2.145667,0,0,structural_exact,"bits=11,9; threshold=32; table_items=31777; bit=11; threshold=32; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0",14.848,"per-output-bit run-cover hybrid; bits=11,9; threshold=32; table_items=31777; bit=11; threshold=32; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0"
ex223,ex223_fp16_log_bitrun_bits12_9_t32,fp16_log,bitrun_bits12_9_t32,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_bitrun_bits12_9_t32.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_bitrun_bits12_9_t32.aig,1,1,1,11262,24,270288,120549,2.242142,0,0,structural_exact,"bits=12,9; threshold=32; table_items=31777; bit=12; threshold=32; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0",15.377,"per-output-bit run-cover hybrid; bits=12,9; threshold=32; table_items=31777; bit=12; threshold=32; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0"
ex223,ex223_fp16_log_casez_sign_bit11_t8,fp16_log,casez_sign_bit11_t8,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_casez_sign_bit11_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_casez_sign_bit11_t8.aig,1,1,1,11201,23,257623,120549,2.137081,0,0,structural_exact,bits=11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0,14.985,per-output-bit run-cover hybrid; bits=11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0
ex223,ex223_fp16_log_casez_sign_bit12_t8,fp16_log,casez_sign_bit12_t8,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_casez_sign_bit12_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_casez_sign_bit12_t8.aig,1,1,1,11207,23,257761,120549,2.138226,0,0,structural_exact,bits=12; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0,14.973,per-output-bit run-cover hybrid; bits=12; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0
ex223,ex223_fp16_log_casez_sign_bit14_t8,fp16_log,casez_sign_bit14_t8,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_casez_sign_bit14_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_casez_sign_bit14_t8.aig,1,1,1,11189,23,257347,120549,2.134792,0,0,structural_exact,bits=14; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=14; threshold=8; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0,14.630,per-output-bit run-cover hybrid; bits=14; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=14; threshold=8; const_groups=62; range_groups=2; table_groups=0; range_items=4; table_items=0
ex223,ex223_fp16_log_casez_sign_bit9_t32,fp16_log,casez_sign_bit9_t32,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_casez_sign_bit9_t32.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_casez_sign_bit9_t32.aig,1,1,1,11231,24,269544,120549,2.235970,0,0,structural_exact,bits=9; threshold=32; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0,15.263,per-output-bit run-cover hybrid; bits=9; threshold=32; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0
ex223,ex223_fp16_log_casez_sign_bits11_12_9_t32,fp16_log,casez_sign_bits11_12_9_t32,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_casez_sign_bits11_12_9_t32.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_casez_sign_bits11_12_9_t32.aig,1,1,1,11306,23,260038,120549,2.157115,0,0,structural_exact,"bits=12,11,9; threshold=32; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=32; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=32; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0",15.373,"per-output-bit run-cover hybrid; bits=12,11,9; threshold=32; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=32; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=32; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0 | bit=9; threshold=32; const_groups=49; range_groups=15; table_groups=0; range_items=68; table_items=0"
ex223,ex223_fp16_log_casez_sign_bits11_12_t8,fp16_log,casez_sign_bits11_12_t8,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/verilog/ex223_fp16_log_casez_sign_bits11_12_t8.v,student/work/ex223_ex224_frontend_fp16_bitlogic4_20260606_2354/ex223/aigs/ex223_fp16_log_casez_sign_bits11_12_t8.aig,1,1,1,11212,24,269088,120549,2.232188,0,0,structural_exact,"bits=12,11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0",15.100,"per-output-bit run-cover hybrid; bits=12,11; threshold=8; table_items=31777; casez_sign=exp0_or_positive_exp1_to14 | bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0 | bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0"
