run_id,candidate_rows,exact_rows,best_summary,notes
ex232_ex233_frontend_fp16_bitrun_abcg_20260607_1853,16,16,"new ex232/ex233 bests after abc_g_aig","ex232 1343/16/21488; ex233 1674/17/28458"
