run_id,candidate_rows,exact_rows,method,notes
ex232_ex233_frontend_fp16_bitrun_abcg_20260607_1853,16,16,evaluate_aig,"final ex232/ex233 AIGs rechecked with official evaluate.py in seed bundle"
