case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex236,ex236_positive_default_exp_mant_delta_abc_g_aig_d18,fp16_cube,abc_g_aig_d18,student/work/reverse_fp16_semantic_20260604_1522_extra/ex236/verilog/ex236_fp16_cube_positive_default_exp_mant_delta.v,student/work/ex236_ex238_frontend_fp16_current_neighbor_20260608_0810/ex236/aigs/ex236_positive_default_exp_mant_delta_abc_g_aig_d18.aig,1,1,1564,17,26588,17290,1.537767,0,0,synthflow_exact,Yosys abc gate set aig delay target 18
ex238,ex238_exp_mant_pair_case_abc_g_aig_d18,fp16_reciprocal_cube,abc_g_aig_d18,student/work/reverse_fp16_semantic_20260604_1522_arith/ex238/verilog/ex238_fp16_reciprocal_cube_exp_mant_pair_case.v,student/work/ex236_ex238_frontend_fp16_current_neighbor_20260608_0810/ex238/aigs/ex238_exp_mant_pair_case_abc_g_aig_d18.aig,1,1,1568,17,26656,16549,1.610732,0,0,synthflow_exact,Yosys abc gate set aig delay target 18
