case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,runtime_sec,items,notes
ex280,ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top5_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex280/aigs/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.aig,1,1,1,772,28,21616,1.170,transform=prefix_parity_reduce; outer_bits=0:11:1:10:2; inner_bits=3:4:5:6:7:8:9; class_encoding=first; outer_states=32; class_count=28; unique_reps=0:1:2:3:4:5:6:7:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31; rep_by_outer=0:1:2:3:4:5:6:7:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31; mux_style=onehot; old_group_bdd_nodes=3456; unique_group_bdd_nodes=3011; group_bdd_nodes=77:84:84:86:125:119:121:121:91:97:94:126:126:123:124:121:124:117:95:95:92:95:126:116:126:102:106:98; hash=8823d72aa873,unknown canonical prefix-key cofactor-BDD Verilog seed
ex280,ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top6_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex280/verilog/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex280/aigs/ex280_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.aig,1,1,1,796,25,19900,1.386,transform=prefix_parity_reduce; outer_bits=0:11:1:10:2:9; inner_bits=3:4:5:6:7:8; class_encoding=first; outer_states=64; class_count=50; unique_reps=0:1:2:3:4:6:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31:32:33:34:35:36:37:38:39:43:44:45:47:48:49:50:51:52:53:54:55:59:60:61:63; rep_by_outer=0:1:2:3:4:1:6:3:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31:32:33:34:35:36:37:38:39:32:35:32:43:44:45:44:47:48:49:50:51:52:53:54:55:48:51:48:59:60:61:60:63; mux_style=onehot; old_group_bdd_nodes=4573; unique_group_bdd_nodes=3576; group_bdd_nodes=61:68:68:72:72:69:67:73:67:68:68:66:74:74:74:71:75:70:72:75:73:67:73:70:70:67:68:71:71:74:72:70:72:66:71:74:74:71:78:75:78:66:73:79:73:73:78:73:80:72; hash=d937a9a5ed96,unknown canonical prefix-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top5_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex281/aigs/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.aig,1,1,1,913,29,26477,1.836,transform=prefix_parity_reduce; outer_bits=0:12:1:11:2; inner_bits=3:4:5:6:7:8:9:10; class_encoding=first; outer_states=32; class_count=28; unique_reps=0:1:2:3:4:5:6:7:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31; rep_by_outer=0:1:2:3:4:5:6:7:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31; mux_style=onehot; old_group_bdd_nodes=5238; unique_group_bdd_nodes=4570; group_bdd_nodes=126:133:133:138:186:181:182:182:141:149:144:189:189:184:185:182:185:179:145:142:142:145:188:179:188:150:154:149; hash=adf627f77893,unknown canonical prefix-key cofactor-BDD Verilog seed
ex281,ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top6_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex281/verilog/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex281/aigs/ex281_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.aig,1,1,1,937,28,26236,2.149,transform=prefix_parity_reduce; outer_bits=0:12:1:11:2:10; inner_bits=3:4:5:6:7:8:9; class_encoding=first; outer_states=64; class_count=50; unique_reps=0:1:2:3:4:6:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31:32:33:34:35:36:37:38:39:43:44:45:47:48:49:50:51:52:53:54:55:59:60:61:63; rep_by_outer=0:1:2:3:4:1:6:3:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31:32:33:34:35:36:37:38:39:32:35:32:43:44:45:44:47:48:49:50:51:52:53:54:55:48:51:48:59:60:61:60:63; mux_style=onehot; old_group_bdd_nodes=7602; unique_group_bdd_nodes=5938; group_bdd_nodes=107:115:115:118:118:115:115:118:115:116:116:111:120:120:120:117:121:116:118:121:120:114:120:117:117:114:116:119:119:125:120:121:120:114:119:125:125:119:124:121:124:116:122:124:122:122:124:117:125:121; hash=3a404c5c4849,unknown canonical prefix-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top5_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex282/verilog/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex282/aigs/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.aig,1,1,1,1061,36,38196,5.129,transform=prefix_parity_reduce; outer_bits=0:13:1:12:2; inner_bits=3:4:5:6:7:8:9:10:11; class_encoding=first; outer_states=32; class_count=28; unique_reps=0:1:2:3:4:5:6:7:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31; rep_by_outer=0:1:2:3:4:5:6:7:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31; mux_style=onehot; old_group_bdd_nodes=7010; unique_group_bdd_nodes=6120; group_bdd_nodes=179:186:186:191:244:239:240:240:194:202:197:247:247:242:243:240:243:237:197:195:194:197:246:237:246:203:207:201; hash=066000121ea2,unknown canonical prefix-key cofactor-BDD Verilog seed
ex282,ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top6_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex282/verilog/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex282/aigs/ex282_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.aig,1,1,1,1064,32,34048,3.440,transform=prefix_parity_reduce; outer_bits=0:13:1:12:2:11; inner_bits=3:4:5:6:7:8:9:10; class_encoding=first; outer_states=64; class_count=50; unique_reps=0:1:2:3:4:6:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31:32:33:34:35:36:37:38:39:43:44:45:47:48:49:50:51:52:53:54:55:59:60:61:63; rep_by_outer=0:1:2:3:4:1:6:3:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31:32:33:34:35:36:37:38:39:32:35:32:43:44:45:44:47:48:49:50:51:52:53:54:55:48:51:48:59:60:61:60:63; mux_style=onehot; old_group_bdd_nodes=10914; unique_group_bdd_nodes=8523; group_bdd_nodes=158:166:166:170:170:167:166:170:166:167:167:163:170:170:170:168:171:167:168:171:170:165:170:168:168:164:169:172:172:177:173:173:173:167:172:177:177:172:177:174:177:168:174:177:174:174:177:170:178:173; hash=44637d91889e,unknown canonical prefix-key cofactor-BDD Verilog seed
ex283,ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top5_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex283/verilog/ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex283/aigs/ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.aig,1,1,1,1188,34,40392,5.562,transform=prefix_parity_reduce; outer_bits=0:14:1:13:2; inner_bits=3:4:5:6:7:8:9:10:11:12; class_encoding=first; outer_states=32; class_count=28; unique_reps=0:1:2:3:4:5:6:7:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31; rep_by_outer=0:1:2:3:4:5:6:7:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31; mux_style=onehot; old_group_bdd_nodes=9234; unique_group_bdd_nodes=8066; group_bdd_nodes=246:253:253:258:316:311:312:312:261:269:264:319:319:314:315:312:315:309:264:262:261:264:318:309:318:270:274:268; hash=d78853f6cb68,unknown canonical prefix-key cofactor-BDD Verilog seed
ex283,ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top6_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex283/verilog/ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex283/aigs/ex283_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.aig,1,1,1,1246,30,37380,6.187,transform=prefix_parity_reduce; outer_bits=0:14:1:13:2:12; inner_bits=3:4:5:6:7:8:9:10:11; class_encoding=first; outer_states=64; class_count=50; unique_reps=0:1:2:3:4:6:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31:32:33:34:35:36:37:38:39:43:44:45:47:48:49:50:51:52:53:54:55:59:60:61:63; rep_by_outer=0:1:2:3:4:1:6:3:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31:32:33:34:35:36:37:38:39:32:35:32:43:44:45:44:47:48:49:50:51:52:53:54:55:48:51:48:59:60:61:60:63; mux_style=onehot; old_group_bdd_nodes=15186; unique_group_bdd_nodes=11861; group_bdd_nodes=224:232:232:237:237:234:232:237:232:233:233:230:237:237:237:234:238:233:235:238:237:231:237:234:234:231:236:239:239:244:240:240:240:234:239:244:244:239:244:241:244:235:241:244:241:241:244:237:245:240; hash=e26ecd1281b4,unknown canonical prefix-key cofactor-BDD Verilog seed
ex284,ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top5_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex284/verilog/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex284/aigs/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top5_first_onehot.aig,1,1,1,1347,37,49839,11.115,transform=prefix_parity_reduce; outer_bits=0:15:1:14:2; inner_bits=3:4:5:6:7:8:9:10:11:12:13; class_encoding=first; outer_states=32; class_count=28; unique_reps=0:1:2:3:4:5:6:7:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31; rep_by_outer=0:1:2:3:4:5:6:7:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31; mux_style=onehot; old_group_bdd_nodes=11266; unique_group_bdd_nodes=9844; group_bdd_nodes=307:314:314:319:382:377:378:378:322:330:325:385:385:380:381:378:381:375:325:323:322:325:384:375:384:331:335:329; hash=2c752ecc2093,unknown canonical prefix-key cofactor-BDD Verilog seed
ex284,ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot,unknown_key_canonical_cofactor_bdd,prefix_parity_reduce_top6_first_onehot,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex284/verilog/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.v,student/work/ex280_ex284_frontend_key_cofactor_onehot_20260608_1931/ex284/aigs/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot.aig,1,1,1,1359,38,51642,11.383,transform=prefix_parity_reduce; outer_bits=0:15:1:14:2:13; inner_bits=3:4:5:6:7:8:9:10:11:12; class_encoding=first; outer_states=64; class_count=50; unique_reps=0:1:2:3:4:6:8:9:11:12:13:15:16:17:18:19:20:21:22:23:24:25:27:28:29:31:32:33:34:35:36:37:38:39:43:44:45:47:48:49:50:51:52:53:54:55:59:60:61:63; rep_by_outer=0:1:2:3:4:1:6:3:8:9:8:11:12:13:12:15:16:17:18:19:20:21:22:23:24:25:24:27:28:29:28:31:32:33:34:35:36:37:38:39:32:35:32:43:44:45:44:47:48:49:50:51:52:53:54:55:48:51:48:59:60:61:60:63; mux_style=onehot; old_group_bdd_nodes=19090; unique_group_bdd_nodes=14911; group_bdd_nodes=285:293:293:298:298:295:293:298:293:294:294:291:298:298:298:295:299:294:296:299:298:292:298:295:295:292:297:300:300:305:301:301:301:295:300:305:305:300:305:302:305:296:302:305:302:302:305:298:306:301; hash=3e2fed90f0ca,unknown canonical prefix-key cofactor-BDD Verilog seed
