case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex270,ex270_square_wallace_square_outside_hcla4_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex270/verilog/ex270_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex270/aigs/ex270_square_wallace_square_outside_hcla4_default.aig,1,1,1,232,20,4640,2076,2.235067,0,0,0.300,square_specific_structural_rtl,exact unsigned 8-bit square x*x over 256 inputs; source=wallace_square_outside_hcla4; flow=default
ex274,ex274_square_wallace_square_outside_hcla4_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_default.aig,1,1,1,1333,48,63984,21630,2.958114,0,0,3.796,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=default
ex274,ex274_square_wallace_square_outside_hcla4_wreduce_default,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_wreduce_default.aig,1,1,1,1325,49,64925,21630,3.001618,0,0,3.901,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=wreduce_default
ex274,ex274_square_wallace_square_outside_hcla4_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla4+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_no_internal_abc.aig,1,1,1,1385,51,70635,21630,3.265603,0,0,3.736,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=no_internal_abc
ex274,ex274_square_wallace_square_outside_hcla4_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla4+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_wreduce_no_internal_abc.aig,1,1,1,1385,51,70635,21630,3.265603,0,0,4.165,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=wreduce_no_internal_abc
ex274,ex274_square_wallace_square_outside_hcla4_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla4+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla4_abc_g_aig.aig,1,1,1,965,48,46320,21630,2.141470,0,0,5.104,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla4; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_hcla6_default,unsigned_square_x_times_x,wallace_square_outside_hcla6+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_default.aig,1,1,1,1291,46,59386,21630,2.745539,0,0,4.160,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=default
ex274,ex274_square_wallace_square_outside_hcla6_wreduce_default,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_wreduce_default.aig,1,1,1,1328,48,63744,21630,2.947018,0,0,3.712,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=wreduce_default
ex274,ex274_square_wallace_square_outside_hcla6_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla6+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_no_internal_abc.aig,1,1,1,1373,51,70023,21630,3.237309,0,0,3.318,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=no_internal_abc
ex274,ex274_square_wallace_square_outside_hcla6_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside_hcla6+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_wreduce_no_internal_abc.aig,1,1,1,1373,51,70023,21630,3.237309,0,0,3.369,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=wreduce_no_internal_abc
ex274,ex274_square_wallace_square_outside_hcla6_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside_hcla6+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_hcla6_abc_g_aig.aig,1,1,1,968,46,44528,21630,2.058622,0,0,3.730,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside_hcla6; flow=abc_g_aig
ex274,ex274_square_wallace_square_outside_default,unsigned_square_x_times_x,wallace_square_outside+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_default.aig,1,1,1,1269,54,68526,21630,3.168100,0,0,4.554,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=default
ex274,ex274_square_wallace_square_outside_wreduce_default,unsigned_square_x_times_x,wallace_square_outside+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_wreduce_default.aig,1,1,1,1269,54,68526,21630,3.168100,0,0,4.385,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=wreduce_default
ex274,ex274_square_wallace_square_outside_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_no_internal_abc.aig,1,1,1,1227,53,65031,21630,3.006519,0,0,3.367,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=no_internal_abc
ex274,ex274_square_wallace_square_outside_wreduce_no_internal_abc,unsigned_square_x_times_x,wallace_square_outside+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_wreduce_no_internal_abc.aig,1,1,1,1227,53,65031,21630,3.006519,0,0,3.395,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=wreduce_no_internal_abc
ex274,ex274_square_wallace_square_outside_abc_g_aig,unsigned_square_x_times_x,wallace_square_outside+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_wallace_square_outside.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_wallace_square_outside_abc_g_aig.aig,1,1,1,943,54,50922,21630,2.354230,0,0,3.369,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=wallace_square_outside; flow=abc_g_aig
ex274,ex274_square_dadda_square_hcla4_default,unsigned_square_x_times_x,dadda_square_hcla4+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla4_default.aig,1,1,1,1355,54,73170,21630,3.382802,0,0,3.603,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla4; flow=default
ex274,ex274_square_dadda_square_hcla4_wreduce_default,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla4_wreduce_default.aig,1,1,1,1300,54,70200,21630,3.245492,0,0,3.749,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla4; flow=wreduce_default
ex274,ex274_square_dadda_square_hcla4_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla4+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla4_no_internal_abc.aig,1,1,1,1385,51,70635,21630,3.265603,0,0,3.361,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla4; flow=no_internal_abc
ex274,ex274_square_dadda_square_hcla4_wreduce_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla4+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla4_wreduce_no_internal_abc.aig,1,1,1,1385,51,70635,21630,3.265603,0,0,3.258,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla4; flow=wreduce_no_internal_abc
ex274,ex274_square_dadda_square_hcla4_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla4+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla4.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla4_abc_g_aig.aig,1,1,1,1006,53,53318,21630,2.465002,0,0,3.570,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla4; flow=abc_g_aig
ex274,ex274_square_dadda_square_hcla6_default,unsigned_square_x_times_x,dadda_square_hcla6+default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla6_default.aig,1,1,1,1356,50,67800,21630,3.134535,0,0,3.573,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla6; flow=default
ex274,ex274_square_dadda_square_hcla6_wreduce_default,unsigned_square_x_times_x,dadda_square_hcla6+wreduce_default,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla6_wreduce_default.aig,1,1,1,1372,52,71344,21630,3.298382,0,0,3.637,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla6; flow=wreduce_default
ex274,ex274_square_dadda_square_hcla6_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla6+no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla6_no_internal_abc.aig,1,1,1,1373,51,70023,21630,3.237309,0,0,3.264,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla6; flow=no_internal_abc
ex274,ex274_square_dadda_square_hcla6_wreduce_no_internal_abc,unsigned_square_x_times_x,dadda_square_hcla6+wreduce_no_internal_abc,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla6_wreduce_no_internal_abc.aig,1,1,1,1373,51,70023,21630,3.237309,0,0,3.264,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla6; flow=wreduce_no_internal_abc
ex274,ex274_square_dadda_square_hcla6_abc_g_aig,unsigned_square_x_times_x,dadda_square_hcla6+abc_g_aig,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/verilog/ex274_square_dadda_square_hcla6.v,student/work/ex270_ex274_square_defaultflows_20260609_1138/ex274/aigs/ex274_square_dadda_square_hcla6_abc_g_aig.aig,1,1,1,995,50,49750,21630,2.300046,0,0,3.615,square_specific_structural_rtl,exact unsigned 16-bit square x*x over 65536 inputs; source=dadda_square_hcla6; flow=abc_g_aig
