case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex276,ex276_isqrt_supporthi1_p4ge_synth_preset,unsigned_floor_isqrt,supporthi1_p4ge+synth_preset,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi1_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi1_p4ge_synth_preset.aig,1,1,1,103,10,1030,632,1.629747,0,0,0.333,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi1_p4ge; flow=synth_preset
ex276,ex276_isqrt_supporthi1_p4ge_synth_preset_d6,unsigned_floor_isqrt,supporthi1_p4ge+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi1_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi1_p4ge_synth_preset_d6.aig,1,1,1,103,10,1030,632,1.629747,0,0,0.379,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi1_p4ge; flow=synth_preset_d6
ex276,ex276_isqrt_supporthi1_p4ge_synth_preset_d8,unsigned_floor_isqrt,supporthi1_p4ge+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi1_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi1_p4ge_synth_preset_d8.aig,1,1,1,103,10,1030,632,1.629747,0,0,0.368,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi1_p4ge; flow=synth_preset_d8
ex276,ex276_isqrt_supporthi1_p4ge_synth_preset_d10,unsigned_floor_isqrt,supporthi1_p4ge+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi1_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi1_p4ge_synth_preset_d10.aig,1,1,1,103,10,1030,632,1.629747,0,0,0.336,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi1_p4ge; flow=synth_preset_d10
ex276,ex276_isqrt_supporthi2_p4ge_abc_g_aig,unsigned_floor_isqrt,supporthi2_p4ge+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi2_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi2_p4ge_abc_g_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.276,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi2_p4ge; flow=abc_g_aig
ex276,ex276_isqrt_supporthi2_p4ge_wreduce_abc_g_aig,unsigned_floor_isqrt,supporthi2_p4ge+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi2_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi2_p4ge_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.311,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi2_p4ge; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_supporthi2_p4ge_arith_wreduce_aig,unsigned_floor_isqrt,supporthi2_p4ge+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi2_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi2_p4ge_arith_wreduce_aig.aig,1,1,1,109,11,1199,632,1.897152,0,0,0.298,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi2_p4ge; flow=arith_wreduce_aig
ex276,ex276_isqrt_supporthi2_p4ge_synth_preset,unsigned_floor_isqrt,supporthi2_p4ge+synth_preset,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi2_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi2_p4ge_synth_preset.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.373,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi2_p4ge; flow=synth_preset
ex276,ex276_isqrt_supporthi2_p4ge_synth_preset_d6,unsigned_floor_isqrt,supporthi2_p4ge+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi2_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi2_p4ge_synth_preset_d6.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.361,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi2_p4ge; flow=synth_preset_d6
ex276,ex276_isqrt_supporthi2_p4ge_synth_preset_d8,unsigned_floor_isqrt,supporthi2_p4ge+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi2_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi2_p4ge_synth_preset_d8.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.350,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi2_p4ge; flow=synth_preset_d8
ex276,ex276_isqrt_supporthi2_p4ge_synth_preset_d10,unsigned_floor_isqrt,supporthi2_p4ge+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi2_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi2_p4ge_synth_preset_d10.aig,1,1,1,105,11,1155,632,1.827532,0,0,0.348,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi2_p4ge; flow=synth_preset_d10
ex276,ex276_isqrt_supporthi3_p4ge_abc_g_aig,unsigned_floor_isqrt,supporthi3_p4ge+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi3_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi3_p4ge_abc_g_aig.aig,1,1,1,108,11,1188,632,1.879747,0,0,0.295,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi3_p4ge; flow=abc_g_aig
ex276,ex276_isqrt_supporthi3_p4ge_wreduce_abc_g_aig,unsigned_floor_isqrt,supporthi3_p4ge+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi3_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi3_p4ge_wreduce_abc_g_aig.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.301,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi3_p4ge; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_supporthi3_p4ge_arith_wreduce_aig,unsigned_floor_isqrt,supporthi3_p4ge+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi3_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi3_p4ge_arith_wreduce_aig.aig,1,1,1,107,11,1177,632,1.862342,0,0,0.305,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi3_p4ge; flow=arith_wreduce_aig
ex276,ex276_isqrt_supporthi3_p4ge_synth_preset,unsigned_floor_isqrt,supporthi3_p4ge+synth_preset,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi3_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi3_p4ge_synth_preset.aig,1,1,1,110,10,1100,632,1.740506,0,0,0.368,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi3_p4ge; flow=synth_preset
ex276,ex276_isqrt_supporthi3_p4ge_synth_preset_d6,unsigned_floor_isqrt,supporthi3_p4ge+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi3_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi3_p4ge_synth_preset_d6.aig,1,1,1,110,10,1100,632,1.740506,0,0,0.375,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi3_p4ge; flow=synth_preset_d6
ex276,ex276_isqrt_supporthi3_p4ge_synth_preset_d8,unsigned_floor_isqrt,supporthi3_p4ge+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi3_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi3_p4ge_synth_preset_d8.aig,1,1,1,110,10,1100,632,1.740506,0,0,0.370,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi3_p4ge; flow=synth_preset_d8
ex276,ex276_isqrt_supporthi3_p4ge_synth_preset_d10,unsigned_floor_isqrt,supporthi3_p4ge+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_supporthi3_p4ge.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_supporthi3_p4ge_synth_preset_d10.aig,1,1,1,110,10,1100,632,1.740506,0,0,0.370,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=supporthi3_p4ge; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_ge_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_abc_g_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_wreduce_abc_g_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.272,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_ge_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_arith_wreduce_aig.aig,1,1,1,113,11,1243,632,1.966772,0,0,0.266,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.338,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d6.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.343,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d8.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.334,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_ge_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_ge_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_ge_bitwise_synth_preset_d10.aig,1,1,1,101,10,1010,632,1.598101,0,0,0.361,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_ge_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_prefix4_bitwise_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.266,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix4_bitwise+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_wreduce_abc_g_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.277,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_prefix4_bitwise_arith_wreduce_aig,unsigned_floor_isqrt,prefix4_bitwise+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_arith_wreduce_aig.aig,1,1,1,112,11,1232,632,1.949367,0,0,0.294,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=arith_wreduce_aig
ex276,ex276_isqrt_prefix4_bitwise_synth_preset,unsigned_floor_isqrt,prefix4_bitwise+synth_preset,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.353,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d6,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d6.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.351,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d6
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d8,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d8.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.354,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d8
ex276,ex276_isqrt_prefix4_bitwise_synth_preset_d10,unsigned_floor_isqrt,prefix4_bitwise+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_prefix4_bitwise.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_prefix4_bitwise_synth_preset_d10.aig,1,1,1,102,10,1020,632,1.613924,0,0,0.355,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=prefix4_bitwise; flow=synth_preset_d10
ex276,ex276_isqrt_bdd_outside_abc_g_aig,unsigned_floor_isqrt,bdd_outside+abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.227,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=abc_g_aig
ex276,ex276_isqrt_bdd_outside_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_outside+wreduce_abc_g_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_wreduce_abc_g_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.235,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=wreduce_abc_g_aig
ex276,ex276_isqrt_bdd_outside_arith_wreduce_aig,unsigned_floor_isqrt,bdd_outside+arith_wreduce_aig,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_arith_wreduce_aig.aig,1,1,1,173,14,2422,632,3.832278,0,0,0.233,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=arith_wreduce_aig
ex276,ex276_isqrt_bdd_outside_synth_preset,unsigned_floor_isqrt,bdd_outside+synth_preset,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.308,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset
ex276,ex276_isqrt_bdd_outside_synth_preset_d6,unsigned_floor_isqrt,bdd_outside+synth_preset_d6,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d6.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.312,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d6
ex276,ex276_isqrt_bdd_outside_synth_preset_d8,unsigned_floor_isqrt,bdd_outside+synth_preset_d8,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d8.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.310,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d8
ex276,ex276_isqrt_bdd_outside_synth_preset_d10,unsigned_floor_isqrt,bdd_outside+synth_preset_d10,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/verilog/ex276_isqrt_bdd_outside.v,student/work/ex275_ex276_frontend_isqrt_supporthi_p4ge_20260609_1656/ex276/aigs/ex276_isqrt_bdd_outside_synth_preset_d10.aig,1,1,1,165,12,1980,632,3.132911,0,0,0.310,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_outside; flow=synth_preset_d10
