case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex284,ex284_prefix_parity_reduce_top6_first_onehot_endpoint_rev_abc_g_aig,1,1,1227,35,42945,student/work/ex280_ex284_frontend_key_cofactor_inner_orders_20260608_1950/ex284/verilog/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot_endpoint_rev.v,student/work/ex284_frontend_key_cofactor_inner_orders_synthflow_20260608_1955/ex284/aigs/ex284_prefix_parity_reduce_top6_first_onehot_endpoint_rev_abc_g_aig.aig,Yosys abc gate set aig
ex284,ex284_prefix_parity_reduce_top6_first_onehot_endpoint_rev_synth_preset,1,1,1195,39,46605,student/work/ex280_ex284_frontend_key_cofactor_inner_orders_20260608_1950/ex284/verilog/ex284_unknown_key_canonical_cofactor_bdd_prefix_parity_reduce_top6_first_onehot_endpoint_rev.v,student/work/ex284_frontend_key_cofactor_inner_orders_synthflow_20260608_1955/ex284/aigs/ex284_prefix_parity_reduce_top6_first_onehot_endpoint_rev_synth_preset.aig,Yosys synth preset with flatten
