case,domain,agent_id,candidate_id,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_split_delta_pred_default_raw,1,193,28,5404,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/verilog/ex249_split_delta_pred.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/aigs/ex249_ex249_split_delta_pred_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_split_delta_pred_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_split_delta_pred/logs/ex249_ex249_split_delta_pred_default_raw.abc.log; synth_sec=0.192; abc_sec=0.000; eval_sec=0.438
ex249,float_fp8,local-fp8-source-r35,ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area,1,168,30,5040,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/verilog/ex249_effgap_inc_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/aigs/ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_effgap_inc_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex249/ex249_effgap_inc_mux/logs/ex249_ex249_effgap_inc_mux_synth_preset_compress2rs_area.abc.log; synth_sec=0.301; abc_sec=0.077; eval_sec=0.444
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_default_raw,1,726,36,26136,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_default_raw.abc.log; synth_sec=1.052; abc_sec=0.000; eval_sec=0.737
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_default_resyn2rs_area,1,680,35,23800,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_default_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_default_resyn2rs_area.abc.log; synth_sec=1.052; abc_sec=0.196; eval_sec=0.744
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_default_compress2rs_area,1,678,35,23730,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_default_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_default_compress2rs_area.abc.log; synth_sec=1.052; abc_sec=0.188; eval_sec=0.733
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_extra_share_raw,1,719,34,24446,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_extra_share_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_extra_share_raw.abc.log; synth_sec=1.123; abc_sec=0.000; eval_sec=0.748
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_extra_share_resyn2rs_area,1,675,34,22950,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_extra_share_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_extra_share_resyn2rs_area.abc.log; synth_sec=1.123; abc_sec=0.188; eval_sec=0.773
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_extra_share_compress2rs_area,1,674,34,22916,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_extra_share_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_extra_share_compress2rs_area.abc.log; synth_sec=1.123; abc_sec=0.190; eval_sec=0.738
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_abc_g_aig_raw,1,706,35,24710,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_abc_g_aig_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_abc_g_aig_raw.abc.log; synth_sec=1.066; abc_sec=0.000; eval_sec=0.739
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_abc_g_aig_resyn2rs_area,1,681,34,23154,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_abc_g_aig_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_abc_g_aig_resyn2rs_area.abc.log; synth_sec=1.066; abc_sec=0.200; eval_sec=0.734
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_abc_g_aig_compress2rs_area,1,683,36,24588,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_abc_g_aig_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_abc_g_aig_compress2rs_area.abc.log; synth_sec=1.066; abc_sec=0.195; eval_sec=0.728
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_synth_preset_raw,1,700,34,23800,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_synth_preset_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_synth_preset_raw.abc.log; synth_sec=1.397; abc_sec=0.000; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_synth_preset_resyn2rs_area,1,669,33,22077,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_synth_preset_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_synth_preset_resyn2rs_area.abc.log; synth_sec=1.397; abc_sec=0.171; eval_sec=0.731
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_active_table_mux_synth_preset_compress2rs_area,1,669,35,23415,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/verilog/ex245_active_table_mux.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/aigs/ex245_ex245_active_table_mux_synth_preset_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_active_table_mux_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_active_table_mux/logs/ex245_ex245_active_table_mux_synth_preset_compress2rs_area.abc.log; synth_sec=1.397; abc_sec=0.186; eval_sec=0.735
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_default_raw,1,734,34,24956,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_default_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_default_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_default_raw.abc.log; synth_sec=1.123; abc_sec=0.000; eval_sec=0.734
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_default_resyn2rs_area,1,689,33,22737,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_default_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_default_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_default_resyn2rs_area.abc.log; synth_sec=1.123; abc_sec=0.189; eval_sec=0.731
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_default_compress2rs_area,1,687,36,24732,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_default_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_default_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_default.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_default_compress2rs_area.abc.log; synth_sec=1.123; abc_sec=0.175; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_extra_share_raw,1,738,35,25830,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_extra_share_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_extra_share_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_extra_share_raw.abc.log; synth_sec=1.146; abc_sec=0.000; eval_sec=0.729
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_extra_share_resyn2rs_area,1,694,34,23596,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_extra_share_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_extra_share_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_extra_share_resyn2rs_area.abc.log; synth_sec=1.146; abc_sec=0.196; eval_sec=0.735
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_extra_share_compress2rs_area,1,696,36,25056,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_extra_share_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_extra_share_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_extra_share.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_extra_share_compress2rs_area.abc.log; synth_sec=1.146; abc_sec=0.176; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_abc_g_aig_raw,1,715,34,24310,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_abc_g_aig_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_raw.abc.log; synth_sec=1.122; abc_sec=0.000; eval_sec=0.729
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_abc_g_aig_resyn2rs_area,1,686,33,22638,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_abc_g_aig_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_resyn2rs_area.abc.log; synth_sec=1.122; abc_sec=0.176; eval_sec=0.732
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area,1,686,35,24010,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_abc_g_aig.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_abc_g_aig_compress2rs_area.abc.log; synth_sec=1.122; abc_sec=0.181; eval_sec=0.733
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_raw,1,718,35,25130,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_synth_preset_raw.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_raw.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_raw.abc.log; synth_sec=1.467; abc_sec=0.000; eval_sec=0.729
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area,1,691,34,23494,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_resyn2rs_area.abc.log; synth_sec=1.467; abc_sec=0.171; eval_sec=0.737
ex245,float_fp8,local-fp8-source-r35,ex245_ex245_selected_mag_function_synth_preset_compress2rs_area,1,690,37,25530,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/verilog/ex245_selected_mag_function.v,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/aigs/ex245_ex245_selected_mag_function_synth_preset_compress2rs_area.aig,student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_compress2rs_area.evaluate.py.log,official evaluate.py OK; yosys_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_selected_mag_function_synth_preset.yosys.log; abc_log=student/work/ex245_ex249_frontend_source_round35_20260613_0800/local-fp8-source-r35/ex245/ex245_selected_mag_function/logs/ex245_ex245_selected_mag_function_synth_preset_compress2rs_area.abc.log; synth_sec=1.467; abc_sec=0.192; eval_sec=0.730
