case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,items,classification,notes
ex225,ex225_fp16_log10_manual14_allbits_bdd_se_mant_msb,fp16_log10,manual14_allbits_bdd_se_mant_msb,student/work/ex225_frontend_fp16_allbdd_manual14_fix_20260607_1450/ex225/verilog/ex225_fp16_log10_manual14_allbits_bdd_se_mant_msb.v,student/work/ex225_frontend_fp16_allbdd_manual14_fix_20260607_1450/ex225/aigs/ex225_fp16_log10_manual14_allbits_bdd_se_mant_msb.aig,1,1,1,11606,26,301756,116676,2.586273,0,0,8.044,bit=0; bdd_order=se_mant_msb; nodes=2338; bit=1; bdd_order=se_mant_msb; nodes=2161; bit=2; bdd_order=se_mant_msb; nodes=1749; bit=3; bdd_order=se_mant_msb; nodes=1403; bit=4; bdd_order=se_mant_msb; nodes=1047; bit=5; bdd_order=se_mant_msb; nodes=807; bit=6; bdd_order=se_mant_msb; nodes=605; bit=7; bdd_order=se_mant_msb; nodes=451; bit=8; bdd_order=se_mant_msb; nodes=315; bit=9; bdd_order=se_mant_msb; nodes=225; bit=10; bdd_order=se_mant_msb; nodes=142; bit=11; bdd_order=se_mant_msb; nodes=95; bit=12; bdd_order=se_mant_msb; nodes=67; bit=13; bdd_order=se_mant_msb; nodes=55; bit=14; manual_expr; bit=15; bdd_order=se_mant_msb; nodes=10,structural_exact,exact high/low mantissa correction; bit=0; bdd_order=se_mant_msb; nodes=2338; bit=1; bdd_order=se_mant_msb; nodes=2161; bit=2; bdd_order=se_mant_msb; nodes=1749; bit=3; bdd_order=se_mant_msb; nodes=1403; bit=4; bdd_order=se_mant_msb; nodes=1047; bit=5; bdd_order=se_mant_msb; nodes=807; bit=6; bdd_order=se_mant_msb; nodes=605; bit=7; bdd_order=se_mant_msb; nodes=451; bit=8; bdd_order=se_mant_msb; nodes=315; bit=9; bdd_order=se_mant_msb; nodes=225; bit=10; bdd_order=se_mant_msb; nodes=142; bit=11; bdd_order=se_mant_msb; nodes=95; bit=12; bdd_order=se_mant_msb; nodes=67; bit=13; bdd_order=se_mant_msb; nodes=55; bit=14; manual_expr; bit=15; bdd_order=se_mant_msb; nodes=10
