case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex256,ex256_umul_booth_radix4_synth_preset,unsigned low5_high5:a*b,booth_radix4+synth_preset,student/work/ex255_ex259_frontend_umul_booth_20260609_0030/ex256/verilog/ex256_umul_booth_radix4.v,student/work/ex255_ex259_frontend_umul_booth_20260609_0030/ex256/aigs/ex256_umul_booth_radix4_synth_preset.aig,179,22,3938,1911,2.060701,0,0,semantic_mul_exact,exact unsigned low5 * high5 over 1024 inputs; source=booth_radix4; flow=synth_preset
ex258,ex258_umul_booth_radix4_abc_g_aig,unsigned low7_high7:a*b,booth_radix4+abc_g_aig,student/work/ex255_ex259_frontend_umul_booth_20260609_0030/ex258/verilog/ex258_umul_booth_radix4.v,student/work/ex255_ex259_frontend_umul_booth_20260609_0030/ex258/aigs/ex258_umul_booth_radix4_abc_g_aig.aig,346,37,12802,6289,2.035618,0,0,semantic_mul_exact,exact unsigned low7 * high7 over 16384 inputs; source=booth_radix4; flow=abc_g_aig
