case,candidate_id,verified_truth,equivalent,area,delay,adp,verilog_path,aig_path,notes
ex280,ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d18,1,1,152,31,4712,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex280/aigs/ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d18.aig,Yosys abc gate set aig delay target 18
ex280,ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d19,1,1,152,31,4712,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex280/aigs/ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d19.aig,Yosys abc gate set aig delay target 19
ex280,ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d20,1,1,152,31,4712,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex280/aigs/ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d20.aig,Yosys abc gate set aig delay target 20
ex280,ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d21,1,1,152,31,4712,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex280/verilog/ex280_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex280/aigs/ex280_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d21.aig,Yosys abc gate set aig delay target 21
ex281,ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d18,1,1,161,34,5474,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex281/verilog/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex281/aigs/ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d18.aig,Yosys abc gate set aig delay target 18
ex281,ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d19,1,1,161,34,5474,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex281/verilog/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex281/aigs/ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d19.aig,Yosys abc gate set aig delay target 19
ex281,ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d20,1,1,161,34,5474,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex281/verilog/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex281/aigs/ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d20.aig,Yosys abc gate set aig delay target 20
ex281,ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d21,1,1,161,34,5474,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex281/verilog/ex281_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex281/aigs/ex281_prefix_parity_reduce_full_clamp_basic_abc_g_aig_d21.aig,Yosys abc gate set aig delay target 21
ex282,ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d18,1,1,176,36,6336,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex282/verilog/ex282_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex282/aigs/ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d18.aig,Yosys abc gate set aig delay target 18
ex282,ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d19,1,1,176,36,6336,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex282/verilog/ex282_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex282/aigs/ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d19.aig,Yosys abc gate set aig delay target 19
ex282,ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d20,1,1,176,36,6336,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex282/verilog/ex282_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex282/aigs/ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d20.aig,Yosys abc gate set aig delay target 20
ex282,ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d21,1,1,176,36,6336,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex282/verilog/ex282_unknown_quadratic_compressor_prefix_parity_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex282/aigs/ex282_prefix_parity_full_clamp_simplified_basic_abc_g_aig_d21.aig,Yosys abc gate set aig delay target 21
ex283,ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d18,1,1,181,36,6516,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex283/verilog/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex283/aigs/ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d18.aig,Yosys abc gate set aig delay target 18
ex283,ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d19,1,1,181,36,6516,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex283/verilog/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex283/aigs/ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d19.aig,Yosys abc gate set aig delay target 19
ex283,ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d20,1,1,181,36,6516,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex283/verilog/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex283/aigs/ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d20.aig,Yosys abc gate set aig delay target 20
ex283,ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d21,1,1,181,36,6516,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex283/verilog/ex283_unknown_quadratic_compressor_prefix_parity_reduce_full_clamp_simplified_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex283/aigs/ex283_prefix_parity_reduce_full_clamp_simplified_basic_abc_g_aig_d21.aig,Yosys abc gate set aig delay target 21
ex284,ex284_prefix_parity_full_clamp_basic_abc_g_aig_d18,1,1,200,39,7800,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex284/verilog/ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex284/aigs/ex284_prefix_parity_full_clamp_basic_abc_g_aig_d18.aig,Yosys abc gate set aig delay target 18
ex284,ex284_prefix_parity_full_clamp_basic_abc_g_aig_d19,1,1,200,39,7800,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex284/verilog/ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex284/aigs/ex284_prefix_parity_full_clamp_basic_abc_g_aig_d19.aig,Yosys abc gate set aig delay target 19
ex284,ex284_prefix_parity_full_clamp_basic_abc_g_aig_d20,1,1,200,39,7800,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex284/verilog/ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex284/aigs/ex284_prefix_parity_full_clamp_basic_abc_g_aig_d20.aig,Yosys abc gate set aig delay target 20
ex284,ex284_prefix_parity_full_clamp_basic_abc_g_aig_d21,1,1,200,39,7800,student/work/ex280_ex284_frontend_quadratic_compressor_20260609_0216/ex284/verilog/ex284_unknown_quadratic_compressor_prefix_parity_full_clamp_basic.v,student/work/ex280_ex284_frontend_quadratic_compressor_synthflow_d_20260609_0216/ex284/aigs/ex284_prefix_parity_full_clamp_basic_abc_g_aig_d21.aig,Yosys abc gate set aig delay target 21
