domain,case,attempts,official_ok,non_ok,campaign_best_candidate,campaign_best_area,campaign_best_delay,campaign_best_adp,baseline_frontend_adp,delta_vs_baseline,improved_vs_baseline,reference_adp,verilog_path,aig_path,log_path,agent_id,method_signature
integer,ex260,4,4,0,ex260_smul_booth_radix4_csa_cla_abc_g_aig,102,16,1632,1104,-528,0,657,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/ex260_smul_second/ex260/verilog/ex260_smul_booth_radix4_csa_cla.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval/ex260/ex260_smul_booth_radix4_csa_cla_abc_g_aig/ex260.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval_logs/ex260/ex260_smul_booth_radix4_csa_cla_abc_g_aig.evaluate.py.log,arith-unary-r2,ex260|signed low4_high4:a*b|booth_radix4_csa_cla+abc_g_aig|abc_g_aig
integer,ex261,24,24,0,ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig,158,19,3002,2952,-50,0,2041,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex261/verilog/ex261_smul_baugh_wooley_wallace_csel3.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex261/official_eval/ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig/ex261.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex261/logs/ex261_smul_baugh_wooley_wallace_csel3_abc_g_aig.evaluate.py.log,integer-extra-r2,ex261|signed_multiplier_baugh_wooley_final_merge|baugh_wooley_wallace_csel3|shared_signed_partial_products_with_alternate_final_carry_selection|abc_g_aig|signed_low5_high5_multiply|full_product_word
integer,ex265,10,10,0,ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig,65,8,520,504,-16,0,322,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex265/verilog/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex265/official_eval/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig/ex265.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex265/logs/ex265_udiv_cof_bhi2_ahi1_bitbdd_wordmux_abc_g_aig.evaluate.py.log,integer-extra-r2,ex265|divider_magnitude_cofactor_classifier|cof_bhi2_ahi1_bitbdd_wordmux|shared_quotient_word_mux_and_local_quotient-bit_BDD_roots|abc_g_aig|unsigned_low4_high4_div_dbz_sat|full_quotient_word
integer,ex266,12,12,0,ex266_udiv_cof_bhi1_ahi1_bitbdd_wordmux_synth_preset_d10,144,11,1584,1480,-104,0,848,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/ex266_udiv_probe/ex266/verilog/ex266_udiv_cof_bhi1_ahi1_bitbdd_wordmux.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval/ex266/ex266_udiv_cof_bhi1_ahi1_bitbdd_wordmux_synth_preset_d10/ex266.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval_logs/ex266/ex266_udiv_cof_bhi1_ahi1_bitbdd_wordmux_synth_preset_d10.evaluate.py.log,arith-unary-r2,ex266|unsigned low5_high5:a/b dbz=max|cof_bhi1_ahi1_bitbdd_wordmux+synth_preset_d10|synth_preset_d10
integer,ex267,18,18,0,ex267_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12,326,14,4564,4080,-484,0,2651,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/verilog/ex267_udiv_cof_bhi3_ahi1_bitbdd_wordmux.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/official_eval/ex267_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12/ex267.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex267/logs/ex267_udiv_cof_bhi3_ahi1_bitbdd_wordmux_synth_preset_d12.evaluate.py.log,integer-extra-r2,ex267|divider_magnitude_cofactor_classifier|cof_bhi3_ahi1_bitbdd_wordmux|shared_quotient_word_mux_or_shared_multi-terminal_decision_graph_roots|synth_preset_d12|unsigned_low6_high6_div_dbz_sat|full_quotient_word
integer,ex270,24,24,0,ex270_square_hybrid_cmptop1_trunc_synth_preset_d12,192,17,3264,3230,-34,0,2076,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/verilog/ex270_square_hybrid_cmptop1_trunc.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/official_eval/ex270_square_hybrid_cmptop1_trunc_synth_preset_d12/ex270.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex270/logs/ex270_square_hybrid_cmptop1_trunc_synth_preset_d12.evaluate.py.log,integer-extra-r2,ex270|square_final_carry_variants|hybrid_cmptop1_trunc|one_triangular_cross_term_per_pair_with_alternate_carry-select/counter_sharing|synth_preset_d12|unsigned_8_square|full_square_word
integer,ex271,22,22,0,ex271_square_wallace_square_outside_csel12_synth_preset_d16,332,24,7968,8275,307,1,5542,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/verilog/ex271_square_wallace_square_outside_csel12.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/official_eval/ex271_square_wallace_square_outside_csel12_synth_preset_d16/ex271.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex271/logs/ex271_square_wallace_square_outside_csel12_synth_preset_d16.evaluate.py.log,integer-extra-r2,ex271|square_final_carry_variants|wallace_square_outside_csel12|triangular_square_partial_products_with_wider_carry-select_or_counter_sharing|synth_preset_d16|unsigned_10_square|full_square_word
integer,ex272,24,24,0,ex272_square_wallace_square_outside_csel14_synth_preset_d20,509,30,15270,16224,954,1,10880,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex272/verilog/ex272_square_wallace_square_outside_csel14.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex272/official_eval/ex272_square_wallace_square_outside_csel14_synth_preset_d20/ex272.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex272/logs/ex272_square_wallace_square_outside_csel14_synth_preset_d20.evaluate.py.log,integer-extra-r2,ex272|square_final_carry_variants|wallace_square_outside_csel14|triangular_square_partial_products_with_wider_final_carry_and_high-output_sharing|synth_preset_d20|unsigned_12_square|full_square_word
integer,ex273,6,6,0,ex273_square_hybrid_bddtop2_trunc_csel10_synth_preset_d24,726,39,28314,26301,-2013,0,15078,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/ex273_ex274_square_probe/ex273/verilog/ex273_square_hybrid_bddtop2_trunc_csel10.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval/ex273/ex273_square_hybrid_bddtop2_trunc_csel10_synth_preset_d24/ex273.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval_logs/ex273/ex273_square_hybrid_bddtop2_trunc_csel10_synth_preset_d24.evaluate.py.log,arith-unary-r2,ex273|unsigned_square_x_times_x|hybrid_bddtop2_trunc_csel10+synth_preset_d24|synth_preset_d24
integer,ex274,6,6,0,ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset_d24,1055,41,43255,41370,-1885,0,21630,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/ex273_ex274_square_probe/ex274/verilog/ex274_square_hybrid_bddtop4_trunc_csel10.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval/ex274/ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset_d24/ex274.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval_logs/ex274/ex274_square_hybrid_bddtop4_trunc_csel10_synth_preset_d24.evaluate.py.log,arith-unary-r2,ex274|unsigned_square_x_times_x|hybrid_bddtop4_trunc_csel10+synth_preset_d24|synth_preset_d24
integer,ex276,6,6,0,ex276_isqrt_cofbdd4_reverse_abc_g_aig,114,10,1140,1010,-130,0,632,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/ex276_isqrt_probe/ex276/verilog/ex276_isqrt_cofbdd4_reverse.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval/ex276/ex276_isqrt_cofbdd4_reverse_abc_g_aig/ex276.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/arith-unary-r2/official_eval_logs/ex276/ex276_isqrt_cofbdd4_reverse_abc_g_aig.evaluate.py.log,arith-unary-r2,ex276|unsigned_floor_isqrt|cofbdd4_reverse+abc_g_aig|abc_g_aig
integer,ex277,32,32,0,ex277_isqrt_cofbdd5_reverse_abc_g_aig,257,12,3084,2844,-240,0,1980,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex277/verilog/ex277_isqrt_cofbdd5_reverse.v,student/runs/integer/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex277/official_eval/ex277_isqrt_cofbdd5_reverse_abc_g_aig/ex277.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/integer-extra-r2/ex277/logs/ex277_isqrt_cofbdd5_reverse_abc_g_aig.evaluate.py.log,integer-extra-r2,"ex277|isqrt_shared_trial_classifier|cofbdd5_reverse|shared_ge_predicates,_high-prefix_local_BDDs,_or_radix-4_trial_subtracts|abc_g_aig|unsigned_floor_isqrt_12_to_6|full_sqrt_word"
unknown,ex285,2,1,1,ex285_r4_current_boundary_d15,777,17,13209,12800,-409,0,5499,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex285/verilog/ex285_r4_current_boundary_d15.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex285/aigs/ex285_r4_current_boundary_d15.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex285/logs/ex285_r4_current_boundary_d15.evaluate.py.log,unknown-large-r4,ex285|hamming_weight_route_current_boundary_source|single_source_delay_target|preserve_boundary_alt_source|yosys_internal_abc_g_aig_d15|official_evaluate|full_word
unknown,ex286,6,6,0,ex286_r5_current_source_word_case_abc_g_aig,1364,15,20460,20190,-270,0,2376,/home/b10507053/ALS_Final_Project/student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-hard-r5/ex286/verilog/ex286_r5_current_source_word_case_abc_g_aig.v,/home/b10507053/ALS_Final_Project/student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-hard-r5/ex286/aigs/ex286_r5_current_source_word_case_abc_g_aig.aig,/home/b10507053/ALS_Final_Project/student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-hard-r5/ex286/logs/ex286_r5_current_source_word_case_abc_g_aig.evaluate.py.log,unknown-hard-r5,ex286|hamming_weight_preserving_lossy_routing_normalizer|current_best_symcof_full_word_case_mux|existing pair-canonical cofactor BDD groups selected by one word-level case mux|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_case_mux
unknown,ex287,5,5,0,ex287_r5_selector_min_bits_3_5_11_outside_in_word_case_abc_g_aig,3260,18,58680,26880,-31800,0,5782,/home/b10507053/ALS_Final_Project/student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-hard-r5/ex287/verilog/ex287_r5_selector_min_bits_3_5_11_outside_in_word_case_abc_g_aig.v,/home/b10507053/ALS_Final_Project/student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-hard-r5/ex287/aigs/ex287_r5_selector_min_bits_3_5_11_outside_in_word_case_abc_g_aig.aig,/home/b10507053/ALS_Final_Project/student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-hard-r5/ex287/logs/ex287_r5_selector_min_bits_3_5_11_outside_in_word_case_abc_g_aig.evaluate.py.log,unknown-hard-r5,ex287|hamming_weight_preserving_lossy_routing_normalizer|selector_minimized_pairkey_class_bdd_word_case|pair-canonical key cofactors with one shared BDD node pool per selector class|yosys_abc_g_aig|abc_xf_official_evaluate|full_word_case_mux
unknown,ex288,2,2,0,ex288_r4_current_keybdd_d13,2261,14,31654,31598,-56,0,16394,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex288/verilog/ex288_r4_current_keybdd_d13.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex288/aigs/ex288_r4_current_keybdd_d13.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex288/logs/ex288_r4_current_keybdd_d13.evaluate.py.log,unknown-large-r4,ex288|hamming_weight_route_current_keybdd_source|single_source_delay_target|preserve_keybdd_selected_source|yosys_internal_abc_g_aig_d13|official_evaluate|full_word
unknown,ex292,2,2,0,ex292_r4_adjacent_mod7_mask_mix,6760,20,135200,135780,580,1,84854,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex292/verilog/ex292_r4_adjacent_mod7_mask_mix.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex292/aigs/ex292_r4_adjacent_mod7_mask_mix.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex292/logs/ex292_r4_adjacent_mod7_mask_mix.evaluate.py.log,unknown-large-r4,ex292|global_state_output_plane_mix|adjacent_mod7_over_mod4_base|mod4_base_adjacent_mid_pairs_mod7_edge_bits|yosys_internal_abc_g_aig|official_evaluate|mixed_planes_0_2_3_7_10_11_13
unknown,ex294,2,2,0,ex294_r4_octant_d21,10675,22,234850,234608,-242,0,133365,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex294/verilog/ex294_r4_octant_d21.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex294/aigs/ex294_r4_octant_d21.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex294/logs/ex294_r4_octant_d21.evaluate.py.log,unknown-large-r4,ex294|global_state_octant_descriptor_cofactor|single_source_delay_target|preserve_octant_even_plane_mux|yosys_internal_abc_g_aig_d21|official_evaluate|even_plane_0_2_4_6_8_10_12_14
unknown,ex297,2,2,0,ex297_r4_lowpair_midpair_mask_mix,26629,16,426064,425024,-1040,0,225900,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex297/verilog/ex297_r4_lowpair_midpair_mask_mix.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex297/aigs/ex297_r4_lowpair_midpair_mask_mix.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex297/logs/ex297_r4_lowpair_midpair_mask_mix.evaluate.py.log,unknown-large-r4,ex297|cyclic_2bit_cross_output_descriptor_masks|lowpair_midpair_over_pairsel_base|pairsel_base_sel2_lowpair_pairxor_midpair|yosys_internal_abc_g_aig|official_evaluate|cell_pairs_0_1_2_5_6
unknown,ex299,2,1,1,ex299_r4_celllocal_d17,98776,18,1777968,1774260,-3708,0,1013807,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex299/verilog/ex299_r4_celllocal_d17.v,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex299/aigs/ex299_r4_celllocal_d17.aig,student/work/ex204_ex299_frontend_continuation_20260614_1216/unknown-large-r4/ex299/logs/ex299_r4_celllocal_d17.evaluate.py.log,unknown-large-r4,ex299|cyclic_2bit_celllocal_quad_source|single_source_delay_target|preserve_celllocal_quad_source|yosys_internal_abc_g_aig_d17|official_evaluate|celllocal_bits_6_7_8_9
