case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex269,ex269_udiv_bdd_b_msb_synth_preset_d18,unsigned low8_high8:a/b dbz=max,bdd_b_msb+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_b_msb_synth_preset_d18.aig,1,1,1,2323,21,48783,11760,4.148214,0,0,1.233,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d18
ex269,ex269_udiv_bdd_b_msb_synth_preset_d20,unsigned low8_high8:a/b dbz=max,bdd_b_msb+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_b_msb_synth_preset_d20.aig,1,1,1,2323,21,48783,11760,4.148214,0,0,1.235,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d20
ex269,ex269_udiv_bdd_b_msb_synth_preset_d24,unsigned low8_high8:a/b dbz=max,bdd_b_msb+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_b_msb_synth_preset_d24.aig,1,1,1,2323,21,48783,11760,4.148214,0,0,1.253,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d24
ex269,ex269_udiv_bdd_b_msb_synth_preset_d28,unsigned low8_high8:a/b dbz=max,bdd_b_msb+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_b_msb_synth_preset_d28.aig,1,1,1,2323,21,48783,11760,4.148214,0,0,1.255,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d28
ex269,ex269_udiv_bdd_b_msb_synth_preset_d32,unsigned low8_high8:a/b dbz=max,bdd_b_msb+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_b_msb_synth_preset_d32.aig,1,1,1,2323,21,48783,11760,4.148214,0,0,1.249,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d32
ex269,ex269_udiv_bdd_interleave_msb_synth_preset_d18,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_interleave_msb_synth_preset_d18.aig,1,1,1,1679,22,36938,11760,3.140986,0,0,1.035,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d18
ex269,ex269_udiv_bdd_interleave_msb_synth_preset_d20,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_interleave_msb_synth_preset_d20.aig,1,1,1,1679,22,36938,11760,3.140986,0,0,1.037,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d20
ex269,ex269_udiv_bdd_interleave_msb_synth_preset_d24,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_interleave_msb_synth_preset_d24.aig,1,1,1,1679,22,36938,11760,3.140986,0,0,1.034,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d24
ex269,ex269_udiv_bdd_interleave_msb_synth_preset_d28,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_interleave_msb_synth_preset_d28.aig,1,1,1,1679,22,36938,11760,3.140986,0,0,1.038,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d28
ex269,ex269_udiv_bdd_interleave_msb_synth_preset_d32,unsigned low8_high8:a/b dbz=max,bdd_interleave_msb+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_bdd_interleave_msb_synth_preset_d32.aig,1,1,1,1679,22,36938,11760,3.140986,0,0,1.034,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d32
ex269,ex269_udiv_direct_safe_synth_preset_d18,unsigned low8_high8:a/b dbz=max,direct_safe+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_safe_synth_preset_d18.aig,1,1,1,261,79,20619,11760,1.753316,0,0,0.567,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d18
ex269,ex269_udiv_direct_safe_synth_preset_d20,unsigned low8_high8:a/b dbz=max,direct_safe+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_safe_synth_preset_d20.aig,1,1,1,261,79,20619,11760,1.753316,0,0,0.565,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d20
ex269,ex269_udiv_direct_safe_synth_preset_d24,unsigned low8_high8:a/b dbz=max,direct_safe+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_safe_synth_preset_d24.aig,1,1,1,261,79,20619,11760,1.753316,0,0,0.564,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d24
ex269,ex269_udiv_direct_safe_synth_preset_d28,unsigned low8_high8:a/b dbz=max,direct_safe+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_safe_synth_preset_d28.aig,1,1,1,261,79,20619,11760,1.753316,0,0,0.561,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d28
ex269,ex269_udiv_direct_safe_synth_preset_d32,unsigned low8_high8:a/b dbz=max,direct_safe+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_safe_synth_preset_d32.aig,1,1,1,261,79,20619,11760,1.753316,0,0,0.567,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d32
ex269,ex269_udiv_direct_gt_guard_synth_preset_d18,unsigned low8_high8:a/b dbz=max,direct_gt_guard+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_gt_guard_synth_preset_d18.aig,1,1,1,266,78,20748,11760,1.764286,0,0,0.557,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d18
ex269,ex269_udiv_direct_gt_guard_synth_preset_d20,unsigned low8_high8:a/b dbz=max,direct_gt_guard+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_gt_guard_synth_preset_d20.aig,1,1,1,266,78,20748,11760,1.764286,0,0,0.556,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d20
ex269,ex269_udiv_direct_gt_guard_synth_preset_d24,unsigned low8_high8:a/b dbz=max,direct_gt_guard+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_gt_guard_synth_preset_d24.aig,1,1,1,266,78,20748,11760,1.764286,0,0,0.553,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d24
ex269,ex269_udiv_direct_gt_guard_synth_preset_d28,unsigned low8_high8:a/b dbz=max,direct_gt_guard+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_gt_guard_synth_preset_d28.aig,1,1,1,266,78,20748,11760,1.764286,0,0,0.556,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d28
ex269,ex269_udiv_direct_gt_guard_synth_preset_d32,unsigned low8_high8:a/b dbz=max,direct_gt_guard+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_direct_gt_guard_synth_preset_d32.aig,1,1,1,266,78,20748,11760,1.764286,0,0,0.549,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d32
ex269,ex269_udiv_small_divisor_fast_direct_synth_preset_d18,unsigned low8_high8:a/b dbz=max,small_divisor_fast_direct+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_small_divisor_fast_direct_synth_preset_d18.aig,1,1,1,266,79,21014,11760,1.786905,0,0,0.591,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d18
ex269,ex269_udiv_small_divisor_fast_direct_synth_preset_d20,unsigned low8_high8:a/b dbz=max,small_divisor_fast_direct+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_small_divisor_fast_direct_synth_preset_d20.aig,1,1,1,266,79,21014,11760,1.786905,0,0,0.593,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d20
ex269,ex269_udiv_small_divisor_fast_direct_synth_preset_d24,unsigned low8_high8:a/b dbz=max,small_divisor_fast_direct+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_small_divisor_fast_direct_synth_preset_d24.aig,1,1,1,266,79,21014,11760,1.786905,0,0,0.592,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d24
ex269,ex269_udiv_small_divisor_fast_direct_synth_preset_d28,unsigned low8_high8:a/b dbz=max,small_divisor_fast_direct+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_small_divisor_fast_direct_synth_preset_d28.aig,1,1,1,266,79,21014,11760,1.786905,0,0,0.595,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d28
ex269,ex269_udiv_small_divisor_fast_direct_synth_preset_d32,unsigned low8_high8:a/b dbz=max,small_divisor_fast_direct+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_small_divisor_fast_direct_synth_preset_d32.aig,1,1,1,266,79,21014,11760,1.786905,0,0,0.594,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d32
ex269,ex269_udiv_shift_subtract_synth_preset_d18,unsigned low8_high8:a/b dbz=max,shift_subtract+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_shift_subtract_synth_preset_d18.aig,1,1,1,264,80,21120,11760,1.795918,0,0,0.523,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d18
ex269,ex269_udiv_shift_subtract_synth_preset_d20,unsigned low8_high8:a/b dbz=max,shift_subtract+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_shift_subtract_synth_preset_d20.aig,1,1,1,264,80,21120,11760,1.795918,0,0,0.520,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d20
ex269,ex269_udiv_shift_subtract_synth_preset_d24,unsigned low8_high8:a/b dbz=max,shift_subtract+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_shift_subtract_synth_preset_d24.aig,1,1,1,264,80,21120,11760,1.795918,0,0,0.529,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d24
ex269,ex269_udiv_shift_subtract_synth_preset_d28,unsigned low8_high8:a/b dbz=max,shift_subtract+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_shift_subtract_synth_preset_d28.aig,1,1,1,264,80,21120,11760,1.795918,0,0,0.535,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d28
ex269,ex269_udiv_shift_subtract_synth_preset_d32,unsigned low8_high8:a/b dbz=max,shift_subtract+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/verilog/ex269_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex269/aigs/ex269_udiv_shift_subtract_synth_preset_d32.aig,1,1,1,264,80,21120,11760,1.795918,0,0,0.534,semantic_udiv_exact,unsigned low8_high8:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d32
