case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex267,ex267_udiv_direct_safe_synth_preset_d20,unsigned low6_high6:a/b dbz=max,direct_safe+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_safe_synth_preset_d20.aig,1,1,1,136,43,5848,2651,2.205960,0,0,0.375,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d20
ex267,ex267_udiv_direct_safe_synth_preset_d24,unsigned low6_high6:a/b dbz=max,direct_safe+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_safe_synth_preset_d24.aig,1,1,1,136,43,5848,2651,2.205960,0,0,0.374,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d24
ex267,ex267_udiv_direct_safe_synth_preset_d28,unsigned low6_high6:a/b dbz=max,direct_safe+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_safe_synth_preset_d28.aig,1,1,1,136,43,5848,2651,2.205960,0,0,0.376,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d28
ex267,ex267_udiv_direct_safe_synth_preset_d32,unsigned low6_high6:a/b dbz=max,direct_safe+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_safe_synth_preset_d32.aig,1,1,1,136,43,5848,2651,2.205960,0,0,0.373,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d32
ex267,ex267_udiv_direct_gt_guard_synth_preset_d18,unsigned low6_high6:a/b dbz=max,direct_gt_guard+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_gt_guard_synth_preset_d18.aig,1,1,1,140,40,5600,2651,2.112410,0,0,0.383,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d18
ex267,ex267_udiv_direct_gt_guard_synth_preset_d20,unsigned low6_high6:a/b dbz=max,direct_gt_guard+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_gt_guard_synth_preset_d20.aig,1,1,1,140,40,5600,2651,2.112410,0,0,0.380,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d20
ex267,ex267_udiv_direct_gt_guard_synth_preset_d24,unsigned low6_high6:a/b dbz=max,direct_gt_guard+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_gt_guard_synth_preset_d24.aig,1,1,1,140,40,5600,2651,2.112410,0,0,0.376,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d24
ex267,ex267_udiv_direct_gt_guard_synth_preset_d28,unsigned low6_high6:a/b dbz=max,direct_gt_guard+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_gt_guard_synth_preset_d28.aig,1,1,1,140,40,5600,2651,2.112410,0,0,0.378,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d28
ex267,ex267_udiv_direct_gt_guard_synth_preset_d32,unsigned low6_high6:a/b dbz=max,direct_gt_guard+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_direct_gt_guard_synth_preset_d32.aig,1,1,1,140,40,5600,2651,2.112410,0,0,0.379,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d32
ex267,ex267_udiv_small_divisor_fast_direct_synth_preset_d18,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_small_divisor_fast_direct_synth_preset_d18.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.394,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d18
ex267,ex267_udiv_small_divisor_fast_direct_synth_preset_d20,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_small_divisor_fast_direct_synth_preset_d20.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.396,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d20
ex267,ex267_udiv_small_divisor_fast_direct_synth_preset_d24,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_small_divisor_fast_direct_synth_preset_d24.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.401,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d24
ex267,ex267_udiv_small_divisor_fast_direct_synth_preset_d28,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_small_divisor_fast_direct_synth_preset_d28.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.401,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d28
ex267,ex267_udiv_small_divisor_fast_direct_synth_preset_d32,unsigned low6_high6:a/b dbz=max,small_divisor_fast_direct+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_small_divisor_fast_direct_synth_preset_d32.aig,1,1,1,138,41,5658,2651,2.134289,0,0,0.402,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d32
ex267,ex267_udiv_shift_subtract_synth_preset_d18,unsigned low6_high6:a/b dbz=max,shift_subtract+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_shift_subtract_synth_preset_d18.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.376,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d18
ex267,ex267_udiv_shift_subtract_synth_preset_d20,unsigned low6_high6:a/b dbz=max,shift_subtract+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_shift_subtract_synth_preset_d20.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.372,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d20
ex267,ex267_udiv_shift_subtract_synth_preset_d24,unsigned low6_high6:a/b dbz=max,shift_subtract+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_shift_subtract_synth_preset_d24.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.365,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d24
ex267,ex267_udiv_shift_subtract_synth_preset_d28,unsigned low6_high6:a/b dbz=max,shift_subtract+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_shift_subtract_synth_preset_d28.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.369,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d28
ex267,ex267_udiv_shift_subtract_synth_preset_d32,unsigned low6_high6:a/b dbz=max,shift_subtract+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/verilog/ex267_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex267/aigs/ex267_udiv_shift_subtract_synth_preset_d32.aig,1,1,1,140,45,6300,2651,2.376462,0,0,0.369,semantic_udiv_exact,unsigned low6_high6:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d32
ex268,ex268_udiv_bdd_b_msb_synth_preset_d18,unsigned low7_high7:a/b dbz=max,bdd_b_msb+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_b_msb_synth_preset_d18.aig,1,1,1,1039,19,19741,7446,2.651222,0,0,0.647,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d18
ex268,ex268_udiv_bdd_b_msb_synth_preset_d20,unsigned low7_high7:a/b dbz=max,bdd_b_msb+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_b_msb_synth_preset_d20.aig,1,1,1,1039,19,19741,7446,2.651222,0,0,0.659,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d20
ex268,ex268_udiv_bdd_b_msb_synth_preset_d24,unsigned low7_high7:a/b dbz=max,bdd_b_msb+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_b_msb_synth_preset_d24.aig,1,1,1,1039,19,19741,7446,2.651222,0,0,0.669,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d24
ex268,ex268_udiv_bdd_b_msb_synth_preset_d28,unsigned low7_high7:a/b dbz=max,bdd_b_msb+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_b_msb_synth_preset_d28.aig,1,1,1,1039,19,19741,7446,2.651222,0,0,0.662,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d28
ex268,ex268_udiv_bdd_b_msb_synth_preset_d32,unsigned low7_high7:a/b dbz=max,bdd_b_msb+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_b_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_b_msb_synth_preset_d32.aig,1,1,1,1039,19,19741,7446,2.651222,0,0,0.652,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_b_msb; flow=synth_preset_d32
ex268,ex268_udiv_bdd_interleave_msb_synth_preset_d18,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_interleave_msb_synth_preset_d18.aig,1,1,1,747,20,14940,7446,2.006446,0,0,0.564,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d18
ex268,ex268_udiv_bdd_interleave_msb_synth_preset_d20,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_interleave_msb_synth_preset_d20.aig,1,1,1,747,20,14940,7446,2.006446,0,0,0.560,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d20
ex268,ex268_udiv_bdd_interleave_msb_synth_preset_d24,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_interleave_msb_synth_preset_d24.aig,1,1,1,747,20,14940,7446,2.006446,0,0,0.566,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d24
ex268,ex268_udiv_bdd_interleave_msb_synth_preset_d28,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_interleave_msb_synth_preset_d28.aig,1,1,1,747,20,14940,7446,2.006446,0,0,0.562,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d28
ex268,ex268_udiv_bdd_interleave_msb_synth_preset_d32,unsigned low7_high7:a/b dbz=max,bdd_interleave_msb+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_bdd_interleave_msb.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_bdd_interleave_msb_synth_preset_d32.aig,1,1,1,747,20,14940,7446,2.006446,0,0,0.562,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=bdd_interleave_msb; flow=synth_preset_d32
ex268,ex268_udiv_direct_safe_synth_preset_d18,unsigned low7_high7:a/b dbz=max,direct_safe+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_safe_synth_preset_d18.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.448,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d18
ex268,ex268_udiv_direct_safe_synth_preset_d20,unsigned low7_high7:a/b dbz=max,direct_safe+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_safe_synth_preset_d20.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.449,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d20
ex268,ex268_udiv_direct_safe_synth_preset_d24,unsigned low7_high7:a/b dbz=max,direct_safe+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_safe_synth_preset_d24.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.450,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d24
ex268,ex268_udiv_direct_safe_synth_preset_d28,unsigned low7_high7:a/b dbz=max,direct_safe+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_safe_synth_preset_d28.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.447,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d28
ex268,ex268_udiv_direct_safe_synth_preset_d32,unsigned low7_high7:a/b dbz=max,direct_safe+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_safe.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_safe_synth_preset_d32.aig,1,1,1,193,59,11387,7446,1.529277,0,0,0.443,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_safe; flow=synth_preset_d32
ex268,ex268_udiv_direct_gt_guard_synth_preset_d18,unsigned low7_high7:a/b dbz=max,direct_gt_guard+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_gt_guard_synth_preset_d18.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.457,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d18
ex268,ex268_udiv_direct_gt_guard_synth_preset_d20,unsigned low7_high7:a/b dbz=max,direct_gt_guard+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_gt_guard_synth_preset_d20.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.456,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d20
ex268,ex268_udiv_direct_gt_guard_synth_preset_d24,unsigned low7_high7:a/b dbz=max,direct_gt_guard+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_gt_guard_synth_preset_d24.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.461,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d24
ex268,ex268_udiv_direct_gt_guard_synth_preset_d28,unsigned low7_high7:a/b dbz=max,direct_gt_guard+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_gt_guard_synth_preset_d28.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.459,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d28
ex268,ex268_udiv_direct_gt_guard_synth_preset_d32,unsigned low7_high7:a/b dbz=max,direct_gt_guard+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_direct_gt_guard.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_direct_gt_guard_synth_preset_d32.aig,1,1,1,195,63,12285,7446,1.649879,0,0,0.457,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=direct_gt_guard; flow=synth_preset_d32
ex268,ex268_udiv_small_divisor_fast_direct_synth_preset_d18,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_small_divisor_fast_direct_synth_preset_d18.aig,1,1,1,195,58,11310,7446,1.518936,0,0,0.475,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d18
ex268,ex268_udiv_small_divisor_fast_direct_synth_preset_d20,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_small_divisor_fast_direct_synth_preset_d20.aig,1,1,1,195,58,11310,7446,1.518936,0,0,0.473,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d20
ex268,ex268_udiv_small_divisor_fast_direct_synth_preset_d24,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_small_divisor_fast_direct_synth_preset_d24.aig,1,1,1,195,58,11310,7446,1.518936,0,0,0.500,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d24
ex268,ex268_udiv_small_divisor_fast_direct_synth_preset_d28,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_small_divisor_fast_direct_synth_preset_d28.aig,1,1,1,195,58,11310,7446,1.518936,0,0,0.481,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d28
ex268,ex268_udiv_small_divisor_fast_direct_synth_preset_d32,unsigned low7_high7:a/b dbz=max,small_divisor_fast_direct+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_small_divisor_fast_direct.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_small_divisor_fast_direct_synth_preset_d32.aig,1,1,1,195,58,11310,7446,1.518936,0,0,0.480,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=small_divisor_fast_direct; flow=synth_preset_d32
ex268,ex268_udiv_shift_subtract_synth_preset_d18,unsigned low7_high7:a/b dbz=max,shift_subtract+synth_preset_d18,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_shift_subtract_synth_preset_d18.aig,1,1,1,196,67,13132,7446,1.763631,0,0,0.425,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d18
ex268,ex268_udiv_shift_subtract_synth_preset_d20,unsigned low7_high7:a/b dbz=max,shift_subtract+synth_preset_d20,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_shift_subtract_synth_preset_d20.aig,1,1,1,196,67,13132,7446,1.763631,0,0,0.426,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d20
ex268,ex268_udiv_shift_subtract_synth_preset_d24,unsigned low7_high7:a/b dbz=max,shift_subtract+synth_preset_d24,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_shift_subtract_synth_preset_d24.aig,1,1,1,196,67,13132,7446,1.763631,0,0,0.427,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d24
ex268,ex268_udiv_shift_subtract_synth_preset_d28,unsigned low7_high7:a/b dbz=max,shift_subtract+synth_preset_d28,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_shift_subtract_synth_preset_d28.aig,1,1,1,196,67,13132,7446,1.763631,0,0,0.429,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d28
ex268,ex268_udiv_shift_subtract_synth_preset_d32,unsigned low7_high7:a/b dbz=max,shift_subtract+synth_preset_d32,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/verilog/ex268_udiv_shift_subtract.v,student/work/ex265_ex269_frontend_udiv_top_synthflow_20260609_0855/ex268/aigs/ex268_udiv_shift_subtract_synth_preset_d32.aig,1,1,1,196,67,13132,7446,1.763631,0,0,0.421,semantic_udiv_exact,unsigned low7_high7:a/b dbz=max exact; source=shift_subtract; flow=synth_preset_d32
