case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,items,notes
ex280,ex280_unknown_bdd_key_prefix_parity_interleave,unknown_transformed_key_bdd,prefix_parity_interleave,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex280/verilog/ex280_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex280/aigs/ex280_unknown_bdd_key_prefix_parity_interleave.aig,772,33,25476,transform=prefix_parity; order_name=interleave; order=0:11:1:10:2:9:3:8:4:7:5:6; bdd_nodes=445; hash=405e4125db8e,unknown transformed-key shared-BDD Verilog seed
ex281,ex281_unknown_bdd_key_prefix_parity_interleave,unknown_transformed_key_bdd,prefix_parity_interleave,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex281/verilog/ex281_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex281/aigs/ex281_unknown_bdd_key_prefix_parity_interleave.aig,937,37,34669,transform=prefix_parity; order_name=interleave; order=0:12:1:11:2:10:3:9:4:8:5:7:6; bdd_nodes=528; hash=59a863178687,unknown transformed-key shared-BDD Verilog seed
ex282,ex282_unknown_bdd_key_prefix_parity_interleave,unknown_transformed_key_bdd,prefix_parity_interleave,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex282/verilog/ex282_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex282/aigs/ex282_unknown_bdd_key_prefix_parity_interleave.aig,1082,40,43280,transform=prefix_parity; order_name=interleave; order=0:13:1:12:2:11:3:10:4:9:5:8:6:7; bdd_nodes=605; hash=34fa5d518cfc,unknown transformed-key shared-BDD Verilog seed
ex283,ex283_unknown_bdd_key_prefix_parity_interleave,unknown_transformed_key_bdd,prefix_parity_interleave,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex283/verilog/ex283_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex283/aigs/ex283_unknown_bdd_key_prefix_parity_interleave.aig,1270,45,57150,transform=prefix_parity; order_name=interleave; order=0:14:1:13:2:12:3:11:4:10:5:9:6:8:7; bdd_nodes=696; hash=6f11425e11fa,unknown transformed-key shared-BDD Verilog seed
ex284,ex284_unknown_bdd_key_prefix_parity_interleave,unknown_transformed_key_bdd,prefix_parity_interleave,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex284/verilog/ex284_unknown_bdd_key_prefix_parity_interleave.v,student/work/ex280_ex284_frontend_bdd_parity_key_20260608_1735/ex284/aigs/ex284_unknown_bdd_key_prefix_parity_interleave.aig,1455,45,65475,transform=prefix_parity; order_name=interleave; order=0:15:1:14:2:13:3:12:4:11:5:10:6:9:7:8; bdd_nodes=781; hash=1bbecc7c89ea,unknown transformed-key shared-BDD Verilog seed
