case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex266,ex266_udiv_bdd_perbit_interleave_msb_default,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+default,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_default.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.226,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=default
ex266,ex266_udiv_bdd_perbit_interleave_msb_wreduce_default,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+wreduce_default,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_wreduce_default.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.225,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=wreduce_default
ex266,ex266_udiv_bdd_perbit_interleave_msb_arith_wreduce_aig,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+arith_wreduce_aig,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_arith_wreduce_aig.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.228,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=arith_wreduce_aig
ex266,ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d8,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+abc_g_aig_d8,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d8.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.222,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=abc_g_aig_d8
ex266,ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d10,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+abc_g_aig_d10,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d10.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.222,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=abc_g_aig_d10
ex266,ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d12,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+abc_g_aig_d12,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d12.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.222,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=abc_g_aig_d12
ex266,ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d18,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+abc_g_aig_d18,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d18.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.224,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=abc_g_aig_d18
ex266,ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d24,unsigned low5_high5:a/b dbz=max,bdd_perbit_interleave_msb+abc_g_aig_d24,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/verilog/ex266_udiv_bdd_perbit_interleave_msb.v,student/work/ex266_frontend_udiv_perbit_flow_probe_20260609_0910/ex266/aigs/ex266_udiv_bdd_perbit_interleave_msb_abc_g_aig_d24.aig,1,1,1,152,14,2128,848,2.509434,0,0,0.222,semantic_udiv_exact,unsigned low5_high5:a/b dbz=max exact; source=bdd_perbit_interleave_msb; flow=abc_g_aig_d24
