round,run_id,agent_id,case,domain,candidate_id,simulation_tool,status,patterns,log_path,notes,method_signature,simulation_status,sim_log,shard_csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_outsidein_midmirror_bits_2_3_10_11_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_pairlate_edges_bits_0_1_8_9_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b0_pairlate_bits_0_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b1_outsidein_bits_1_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b2_outsidein_bits_2_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b3_outsidein_bits_3_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b4_pairlate_bits_4_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b8_outsidein_bits_8_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b9_outsidein_bits_9_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b10_outsidein_bits_10_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b11_outsidein_bits_11_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
,,sub-unknown-286287-r94,ex286,unknown,ex286_r94_selbdd_single_b12_pairlate_bits_12_abc_g_aig,,,,,official evaluate.py used for success; iverilog not needed for generated combinational BDD source,,not_run_exact_by_truth_bdd_construction,,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/simulation_results.csv
