case,candidate_id,hypothesis,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,runtime_sec,classification,notes
ex275,ex275_isqrt_radix4_prio_abc_g_aig,unsigned_floor_isqrt,radix4_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/verilog/ex275_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/aigs/ex275_isqrt_radix4_prio_abc_g_aig.aig,1,1,1,52,13,676,204,3.313725,0,0,0.267,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=radix4_prio; flow=abc_g_aig
ex277,ex277_isqrt_prefix6_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_arith_wreduce_aig.aig,1,1,1,284,11,3124,1980,1.577778,0,0,0.378,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=arith_wreduce_aig
ex277,ex277_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset.aig,1,1,1,267,11,2937,1980,1.483333,1,0,0.537,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=synth_preset
ex278,ex278_isqrt_radix4_prio_abc_g_aig,unsigned_floor_isqrt,radix4_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix4_prio_abc_g_aig.aig,1,1,1,242,33,7986,5198,1.536360,0,0,0.557,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_prio; flow=abc_g_aig
ex278,ex278_isqrt_radix4_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix4_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix4_prio_wreduce_abc_g_aig.aig,1,1,1,239,33,7887,5198,1.517314,0,0,0.545,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_prio; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_radix4_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix4_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix4_prio_arith_wreduce_aig.aig,1,1,1,238,32,7616,5198,1.465179,1,0,0.539,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_prio; flow=arith_wreduce_aig
ex278,ex278_isqrt_radix4_prio_synth_preset,unsigned_floor_isqrt,radix4_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix4_prio_synth_preset.aig,1,1,1,237,32,7584,5198,1.459023,1,0,0.607,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix4_prio; flow=synth_preset
ex278,ex278_isqrt_radix8_prio_abc_g_aig,unsigned_floor_isqrt,radix8_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix8_prio_abc_g_aig.aig,1,1,1,335,27,9045,5198,1.740092,0,0,0.675,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_prio; flow=abc_g_aig
ex278,ex278_isqrt_radix8_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix8_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix8_prio_wreduce_abc_g_aig.aig,1,1,1,335,28,9380,5198,1.804540,0,0,0.572,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_prio; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_radix8_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix8_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix8_prio_arith_wreduce_aig.aig,1,1,1,331,27,8937,5198,1.719315,0,0,0.625,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_prio; flow=arith_wreduce_aig
ex278,ex278_isqrt_radix8_prio_synth_preset,unsigned_floor_isqrt,radix8_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix8_prio_synth_preset.aig,1,1,1,328,28,9184,5198,1.766833,0,0,0.677,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix8_prio; flow=synth_preset
ex278,ex278_isqrt_radix16_prio_abc_g_aig,unsigned_floor_isqrt,radix16_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix16_prio_abc_g_aig.aig,1,1,1,402,32,12864,5198,2.474798,0,0,0.801,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix16_prio; flow=abc_g_aig
ex278,ex278_isqrt_radix16_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix16_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix16_prio_wreduce_abc_g_aig.aig,1,1,1,394,30,11820,5198,2.273952,0,0,0.659,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix16_prio; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_radix16_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix16_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix16_prio_arith_wreduce_aig.aig,1,1,1,397,30,11910,5198,2.291266,0,0,0.667,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix16_prio; flow=arith_wreduce_aig
ex278,ex278_isqrt_radix16_prio_synth_preset,unsigned_floor_isqrt,radix16_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_radix16_prio_synth_preset.aig,1,1,1,393,30,11790,5198,2.268180,0,0,0.723,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=radix16_prio; flow=synth_preset
ex278,ex278_isqrt_bdd_swapmsb_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_swapmsb_abc_g_aig.aig,1,1,1,531,19,10089,5198,1.940939,0,0,0.375,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_swapmsb; flow=abc_g_aig
ex278,ex278_isqrt_bdd_swapmsb_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_swapmsb_wreduce_abc_g_aig.aig,1,1,1,531,19,10089,5198,1.940939,0,0,0.381,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_swapmsb; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_bdd_swapmsb_arith_wreduce_aig,unsigned_floor_isqrt,bdd_swapmsb+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_swapmsb_arith_wreduce_aig.aig,1,1,1,531,19,10089,5198,1.940939,0,0,0.384,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_swapmsb; flow=arith_wreduce_aig
ex278,ex278_isqrt_bdd_swapmsb_synth_preset,unsigned_floor_isqrt,bdd_swapmsb+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_swapmsb_synth_preset.aig,1,1,1,509,17,8653,5198,1.664679,0,0,0.477,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_swapmsb; flow=synth_preset
ex278,ex278_isqrt_bdd_reverse_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_abc_g_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.369,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=abc_g_aig
ex278,ex278_isqrt_bdd_reverse_wreduce_abc_g_aig,unsigned_floor_isqrt,bdd_reverse+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_wreduce_abc_g_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.387,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_bdd_reverse_arith_wreduce_aig,unsigned_floor_isqrt,bdd_reverse+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_arith_wreduce_aig.aig,1,1,1,540,18,9720,5198,1.869950,0,0,0.385,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=arith_wreduce_aig
ex278,ex278_isqrt_bdd_reverse_synth_preset,unsigned_floor_isqrt,bdd_reverse+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_bdd_reverse.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_bdd_reverse_synth_preset.aig,1,1,1,508,17,8636,5198,1.661408,0,0,0.505,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=bdd_reverse; flow=synth_preset
ex278,ex278_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix3_range_abc_g_aig.aig,1,1,1,552,17,9384,5198,1.805310,0,0,1.086,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix3_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix3_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix3_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix3_range_wreduce_abc_g_aig.aig,1,1,1,559,17,9503,5198,1.828203,0,0,1.051,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix3_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix3_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix3_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix3_range_arith_wreduce_aig.aig,1,1,1,559,16,8944,5198,1.720662,0,0,1.151,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix3_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix3_range_synth_preset,unsigned_floor_isqrt,prefix3_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix3_range_synth_preset.aig,1,1,1,567,17,9639,5198,1.854367,0,0,1.127,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix3_range; flow=synth_preset
ex278,ex278_isqrt_prefix5_range_abc_g_aig,unsigned_floor_isqrt,prefix5_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_abc_g_aig.aig,1,1,1,524,15,7860,5198,1.512120,0,0,0.792,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix5_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix5_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_wreduce_abc_g_aig.aig,1,1,1,529,14,7406,5198,1.424779,1,0,0.845,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix5_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix5_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_arith_wreduce_aig.aig,1,1,1,528,15,7920,5198,1.523663,0,0,0.884,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset.aig,1,1,1,502,14,7028,5198,1.352058,1,0,0.941,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset
ex278,ex278_isqrt_prefix6_range_abc_g_aig,unsigned_floor_isqrt,prefix6_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_abc_g_aig.aig,1,1,1,545,14,7630,5198,1.467872,1,0,0.610,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=abc_g_aig
ex278,ex278_isqrt_prefix6_range_wreduce_abc_g_aig,unsigned_floor_isqrt,prefix6_range+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_wreduce_abc_g_aig.aig,1,1,1,560,14,7840,5198,1.508272,0,0,0.613,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=wreduce_abc_g_aig
ex278,ex278_isqrt_prefix6_range_arith_wreduce_aig,unsigned_floor_isqrt,prefix6_range+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_arith_wreduce_aig.aig,1,1,1,551,14,7714,5198,1.484032,1,0,0.635,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=arith_wreduce_aig
ex278,ex278_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix6_range_synth_preset.aig,1,1,1,517,14,7238,5198,1.392459,1,0,0.747,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix6_range; flow=synth_preset
ex279,ex279_isqrt_radix4_prio_abc_g_aig,unsigned_floor_isqrt,radix4_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix4_prio_abc_g_aig.aig,1,1,1,342,43,14706,10952,1.342768,1,0,0.872,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix4_prio; flow=abc_g_aig
ex279,ex279_isqrt_radix4_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix4_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix4_prio_wreduce_abc_g_aig.aig,1,1,1,335,43,14405,10952,1.315285,1,0,2.048,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix4_prio; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_radix4_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix4_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix4_prio_arith_wreduce_aig.aig,1,1,1,336,43,14448,10952,1.319211,1,0,1.342,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix4_prio; flow=arith_wreduce_aig
ex279,ex279_isqrt_radix4_prio_synth_preset,unsigned_floor_isqrt,radix4_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix4_prio_synth_preset.aig,1,1,1,337,42,14154,10952,1.292367,1,0,0.959,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix4_prio; flow=synth_preset
ex279,ex279_isqrt_radix8_prio_abc_g_aig,unsigned_floor_isqrt,radix8_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix8_prio_abc_g_aig.aig,1,1,1,492,36,17712,10952,1.617239,0,0,1.117,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix8_prio; flow=abc_g_aig
ex279,ex279_isqrt_radix8_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix8_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix8_prio_wreduce_abc_g_aig.aig,1,1,1,486,35,17010,10952,1.553141,0,0,0.979,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix8_prio; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_radix8_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix8_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix8_prio_arith_wreduce_aig.aig,1,1,1,485,35,16975,10952,1.549945,0,0,0.959,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix8_prio; flow=arith_wreduce_aig
ex279,ex279_isqrt_radix8_prio_synth_preset,unsigned_floor_isqrt,radix8_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix8_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix8_prio_synth_preset.aig,1,1,1,478,36,17208,10952,1.571220,0,0,1.110,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix8_prio; flow=synth_preset
ex279,ex279_isqrt_radix16_prio_abc_g_aig,unsigned_floor_isqrt,radix16_prio+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix16_prio_abc_g_aig.aig,1,1,1,651,37,24087,10952,2.199324,0,0,1.328,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix16_prio; flow=abc_g_aig
ex279,ex279_isqrt_radix16_prio_wreduce_abc_g_aig,unsigned_floor_isqrt,radix16_prio+wreduce_abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix16_prio_wreduce_abc_g_aig.aig,1,1,1,653,44,28732,10952,2.623448,0,0,1.187,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix16_prio; flow=wreduce_abc_g_aig
ex279,ex279_isqrt_radix16_prio_arith_wreduce_aig,unsigned_floor_isqrt,radix16_prio+arith_wreduce_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix16_prio_arith_wreduce_aig.aig,1,1,1,658,44,28952,10952,2.643535,0,0,1.149,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix16_prio; flow=arith_wreduce_aig
ex279,ex279_isqrt_radix16_prio_synth_preset,unsigned_floor_isqrt,radix16_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix16_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix16_prio_synth_preset.aig,1,1,1,646,42,27132,10952,2.477356,0,0,1.233,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix16_prio; flow=synth_preset
ex279,ex279_isqrt_bdd_swapmsb_abc_g_aig,unsigned_floor_isqrt,bdd_swapmsb+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_bdd_swapmsb_abc_g_aig.aig,1,1,1,1117,19,21223,10952,1.937820,0,0,0.824,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=bdd_swapmsb; flow=abc_g_aig
