case,candidate_id,hypothesis,variant,verilog_path,aig_path,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,notes
ex275,ex275_isqrt_prefix3_range_abc_g_aig,unsigned_floor_isqrt,prefix3_range+abc_g_aig,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/verilog/ex275_isqrt_prefix3_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex275/aigs/ex275_isqrt_prefix3_range_abc_g_aig.aig,49,7,343,204,1.681373,0,0,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 256 inputs; source=prefix3_range; flow=abc_g_aig
ex276,ex276_isqrt_bdd_swapmsb_synth_preset,unsigned_floor_isqrt,bdd_swapmsb+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/verilog/ex276_isqrt_bdd_swapmsb.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex276/aigs/ex276_isqrt_bdd_swapmsb_synth_preset.aig,106,11,1166,632,1.844937,0,0,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 1024 inputs; source=bdd_swapmsb; flow=synth_preset
ex277,ex277_isqrt_prefix6_range_synth_preset,unsigned_floor_isqrt,prefix6_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/verilog/ex277_isqrt_prefix6_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex277/aigs/ex277_isqrt_prefix6_range_synth_preset.aig,267,11,2937,1980,1.483333,1,0,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 4096 inputs; source=prefix6_range; flow=synth_preset
ex278,ex278_isqrt_prefix5_range_synth_preset,unsigned_floor_isqrt,prefix5_range+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/verilog/ex278_isqrt_prefix5_range.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex278/aigs/ex278_isqrt_prefix5_range_synth_preset.aig,502,14,7028,5198,1.352058,1,0,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 16384 inputs; source=prefix5_range; flow=synth_preset
ex279,ex279_isqrt_radix4_prio_synth_preset,unsigned_floor_isqrt,radix4_prio+synth_preset,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/verilog/ex279_isqrt_radix4_prio.v,student/work/ex275_ex279_frontend_isqrt_radix_prio_bdd_20260609_1551/ex279/aigs/ex279_isqrt_radix4_prio_synth_preset.aig,337,42,14154,10952,1.292367,1,0,sqrt_specific_structural_rtl,exact unsigned floor isqrt over 65536 inputs; source=radix4_prio; flow=synth_preset
