case,candidate_id,hypothesis/function_guess,variant,verilog_path,aig_path,verified_truth,synthesized,equivalent,area,delay,adp,reference_adp,adp_ratio_to_reference,within_1p5_reference,beats_reference,classification,items,runtime_sec,notes,evaluate_py_ok,evaluate_py_adp,evaluate_py_returncode,evaluate_py_notes
ex295,ex295_unknown_rot_rep_bdd_natural,rotation_representative_bdd,natural,student/work/ex295_ex297_ex299_frontend_rot_rep_bdd_20260608_1310/ex295/verilog/ex295_unknown_rot_rep_bdd_natural.v,student/work/ex295_ex297_ex299_frontend_rot_rep_bdd_20260608_1310/ex295/aigs/ex295_unknown_rot_rep_bdd_natural.aig,1,1,1,9792,20,195840,68064,2.877292,0,0,structural_exact,order_name=natural; order=0:1:2:3:4:5:6:7:8:9:10:11; rep0_nodes=555; rep1_nodes=550; emitted_nodes=6630; hash=4b9ecfa4f039,3.916,unknown rotation representative-bit BDD Verilog seed,1,195840,0,
ex297,ex297_unknown_rot_rep_bdd_natural,rotation_representative_bdd,natural,student/work/ex295_ex297_ex299_frontend_rot_rep_bdd_20260608_1310/ex297/verilog/ex297_unknown_rot_rep_bdd_natural.v,student/work/ex295_ex297_ex299_frontend_rot_rep_bdd_20260608_1310/ex297/aigs/ex297_unknown_rot_rep_bdd_natural.aig,1,1,1,35431,22,779482,225900,3.450562,0,0,structural_exact,order_name=natural; order=0:1:2:3:4:5:6:7:8:9:10:11:12:13; rep0_nodes=1763; rep1_nodes=1684; emitted_nodes=24129; hash=fcb9b4b85019,18.423,unknown rotation representative-bit BDD Verilog seed,1,779482,0,
ex299,ex299_unknown_rot_rep_bdd_natural,rotation_representative_bdd,natural,student/work/ex295_ex297_ex299_frontend_rot_rep_bdd_20260608_1310/ex299/verilog/ex299_unknown_rot_rep_bdd_natural.v,student/work/ex295_ex297_ex299_frontend_rot_rep_bdd_20260608_1310/ex299/aigs/ex299_unknown_rot_rep_bdd_natural.aig,1,1,1,123601,27,3337227,1013807,3.291777,0,0,structural_exact,order_name=natural; order=0:1:2:3:4:5:6:7:8:9:10:11:12:13:14:15; rep0_nodes=5573; rep1_nodes=5311; emitted_nodes=87072; hash=65f4749697b5,76.553,unknown rotation representative-bit BDD Verilog seed,1,3337227,0,
