round,run_id,agent_id,case,domain,candidate_id,family,hypothesis,representation,shared_structure,method_signature,verilog_path,aig_path,log_path,notes,stage,status,reason
,,sub-fp8-mid-r75,ex249,float_fp8,ex249_r75_clustered_po_tail,,"E5M2FN hypot abs(high,low)",PO-clustered nan/saturation/output tail over raw-exp threshold source,shared raw exponent gap0/gap1 threshold delta table,"ex249|E5M2FN hypot abs(high,low)|PO-clustered nan/saturation/output tail over raw-exp threshold source|shared raw exponent gap0/gap1 threshold delta table|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex249/verilog/ex249_r75_clustered_po_tail.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex249/aigs/ex249_r75_clustered_po_tail.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex249/logs/ex249_r75_clustered_po_tail.evaluate.py.log,official result 189/29/5481; frontend 4342; current target 3339; reference 2079,,equivalent_but_no_frontend_gain,
,,sub-fp8-mid-r75,ex249,float_fp8,ex249_r75_effgap_active_shell,,"E5M2FN hypot abs(high,low)",effective-gap active shell retaining original delta table,shared max/min decode with a single active-gap predicate,"ex249|E5M2FN hypot abs(high,low)|effective-gap active shell retaining original delta table|shared max/min decode with a single active-gap predicate|repo_yosys_frontend_default|official_evaluate|full_word",student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex249/verilog/ex249_r75_effgap_active_shell.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex249/aigs/ex249_r75_effgap_active_shell.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex249/logs/ex249_r75_effgap_active_shell.evaluate.py.log,official result 178/34/6052; frontend 4342; current target 3339; reference 2079,,equivalent_but_no_frontend_gain,
,,sub-fp8-mid-r75,ex241,float_fp8,ex241_r75_zero_product_bypass,,E4M3FN packed multiply high byte times low byte,explicit zero-product shell around compact product table,shared sign xor effective exponent sum and significand product,ex241|E4M3FN packed multiply high byte times low byte|explicit zero-product shell around compact product table|shared sign xor effective exponent sum and significand product|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex241/verilog/ex241_r75_zero_product_bypass.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex241/aigs/ex241_r75_zero_product_bypass.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex241/logs/ex241_r75_zero_product_bypass.evaluate.py.log,official result 553/30/16590; frontend 14094; current target 11592; reference 7224,,equivalent_but_no_frontend_gain,
,,sub-fp8-mid-r75,ex241,float_fp8,ex241_r75_po_clustered_product,,E4M3FN packed multiply high byte times low byte,PO-clustered high/low output over compact product table,shared product/exponent shell with output clusters,ex241|E4M3FN packed multiply high byte times low byte|PO-clustered high/low output over compact product table|shared product/exponent shell with output clusters|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex241/verilog/ex241_r75_po_clustered_product.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex241/aigs/ex241_r75_po_clustered_product.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex241/logs/ex241_r75_po_clustered_product.evaluate.py.log,official result 558/30/16740; frontend 14094; current target 11592; reference 7224,,equivalent_but_no_frontend_gain,
,,sub-fp8-mid-r75,ex240,float_fp8,ex240_r75_inline_select_po,,E4M3FN packed add high byte plus low byte,inline selected sign/magnitude output mux,shared r64 sorted field decode and compact diff normalizer,ex240|E4M3FN packed add high byte plus low byte|inline selected sign/magnitude output mux|shared r64 sorted field decode and compact diff normalizer|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex240/verilog/ex240_r75_inline_select_po.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex240/aigs/ex240_r75_inline_select_po.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex240/logs/ex240_r75_inline_select_po.evaluate.py.log,official result 641/45/28845; frontend 26230; current target 21046; reference 13299,,equivalent_but_no_frontend_gain,
,,sub-fp8-mid-r75,ex240,float_fp8,ex240_r75_clustered_po_tail,,E4M3FN packed add high byte plus low byte,PO-clustered sign and magnitude tail over r64 source,shared same-sign GRS path plus diff-sign local normalizer,ex240|E4M3FN packed add high byte plus low byte|PO-clustered sign and magnitude tail over r64 source|shared same-sign GRS path plus diff-sign local normalizer|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex240/verilog/ex240_r75_clustered_po_tail.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex240/aigs/ex240_r75_clustered_po_tail.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex240/logs/ex240_r75_clustered_po_tail.evaluate.py.log,official result 641/45/28845; frontend 26230; current target 21046; reference 13299,,equivalent_but_no_frontend_gain,
,,sub-fp8-mid-r75,ex245,float_fp8,ex245_r75_zero_pair_shell,,E5M2FN packed add high byte plus low byte,explicit zero-pair shell around small-gap class formula,shared sorted E5M2 field decode and same/diff active-region class formulas,ex245|E5M2FN packed add high byte plus low byte|explicit zero-pair shell around small-gap class formula|shared sorted E5M2 field decode and same/diff active-region class formulas|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex245/verilog/ex245_r75_zero_pair_shell.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex245/aigs/ex245_r75_zero_pair_shell.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex245/logs/ex245_r75_zero_pair_shell.evaluate.py.log,official result 734/35/25690; frontend 22077; current target 17319; reference 11050,,equivalent_but_no_frontend_gain,
,,sub-fp8-mid-r75,ex245,float_fp8,ex245_r75_po_clustered_gapclass,,E5M2FN packed add high byte plus low byte,PO-clustered exponent/mantissa output over gap-class source,shared small-gap same/diff residual with separated output clusters,ex245|E5M2FN packed add high byte plus low byte|PO-clustered exponent/mantissa output over gap-class source|shared small-gap same/diff residual with separated output clusters|repo_yosys_frontend_default|official_evaluate|full_word,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex245/verilog/ex245_r75_po_clustered_gapclass.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex245/aigs/ex245_r75_po_clustered_gapclass.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-mid-r75/ex245/logs/ex245_r75_po_clustered_gapclass.evaluate.py.log,official result 751/34/25534; frontend 22077; current target 17319; reference 11050,,equivalent_but_no_frontend_gain,
,,sub-fp8-worst-r75,ex247,float_fp8,ex247_r75_div_low2_graft,,E5M2FN packed division low byte over high byte,ex247_r75_div_low2_graft,denominator-bound region shell with low two quotient bits grafted from an exact delta/sigpair cluster table,ex247|E5M2FN packed division low byte over high byte|ex247_r75_div_low2_graft|denominator_bound_region_shell_with_low_two_quotient_bits_grafted_from_an_exact_|repo_yosys_frontend_default|official_evaluate|selected_output_cluster_graft,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/verilog/ex247_r75_div_low2_graft.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/aigs/ex247_r75_div_low2_graft.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/logs/ex247_r75_div_low2_graft.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/logs/ex247_r75_div_low2_graft.yosys.log; eval_sec=0.443; total_sec=1.317,,not_equivalent,
,,sub-fp8-worst-r75,ex247,float_fp8,ex247_r75_div_hi5_graft,,E5M2FN packed division low byte over high byte,ex247_r75_div_hi5_graft,denominator-bound region shell with high five quotient bits grafted from an exact delta/sigpair cluster table,ex247|E5M2FN packed division low byte over high byte|ex247_r75_div_hi5_graft|denominator_bound_region_shell_with_high_five_quotient_bits_grafted_from_an_exac|repo_yosys_frontend_default|official_evaluate|selected_output_cluster_graft,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/verilog/ex247_r75_div_hi5_graft.v,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/aigs/ex247_r75_div_hi5_graft.aig,student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/logs/ex247_r75_div_hi5_graft.evaluate.py.log,official evaluate.py NOT_EQUIV; yosys_log=student/work/frontend_source_parallel_round75_20260613_1507/sub-fp8-worst-r75/ex247/logs/ex247_r75_div_hi5_graft.yosys.log; eval_sec=0.429; total_sec=1.403,,not_equivalent,
