case,candidate_id,equivalent,area,delay,adp,aig_path,notes
ex261,ex261_smul_split_half_signed_arith_wreduce_aig,1,180,21,3780,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_signed_arith_wreduce_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=arith_wreduce_aig
ex261,ex261_smul_split_half_signed_synth_preset_d13,1,179,21,3759,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d13
ex261,ex261_smul_split_half_signed_synth_preset_d18,1,179,21,3759,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_signed_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_signed; flow=synth_preset_d18
ex261,ex261_smul_split_half_abs_abc_g_aig,1,178,30,5340,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_abs_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_abs; flow=abc_g_aig
ex261,ex261_smul_split_half_abs_wreduce_abc_g_aig,1,178,30,5340,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_abs_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_abs; flow=wreduce_abc_g_aig
ex261,ex261_smul_split_half_abs_arith_wreduce_aig,1,177,26,4602,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_abs_arith_wreduce_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_abs; flow=arith_wreduce_aig
ex261,ex261_smul_split_half_abs_synth_preset_d13,1,177,24,4248,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_abs_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_abs; flow=synth_preset_d13
ex261,ex261_smul_split_half_abs_synth_preset_d18,1,177,24,4248,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_split_half_abs_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=split_half_abs; flow=synth_preset_d18
ex261,ex261_smul_case_small_signed_abc_g_aig,1,586,16,9376,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_case_small_signed_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=case_small_signed; flow=abc_g_aig
ex261,ex261_smul_case_small_signed_wreduce_abc_g_aig,1,586,16,9376,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_case_small_signed_wreduce_abc_g_aig.aig,exact signed low5 * signed high5 over 1024 inputs; source=case_small_signed; flow=wreduce_abc_g_aig
ex261,ex261_smul_case_small_signed_arith_wreduce_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_case_small_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/logs/ex261_smul_case_small_signed_arith_wreduce_aig.yosys.log
ex261,ex261_smul_case_small_signed_synth_preset_d13,1,589,15,8835,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_case_small_signed_synth_preset_d13.aig,exact signed low5 * signed high5 over 1024 inputs; source=case_small_signed; flow=synth_preset_d13
ex261,ex261_smul_case_small_signed_synth_preset_d18,1,589,15,8835,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex261/aigs/ex261_smul_case_small_signed_synth_preset_d18.aig,exact signed low5 * signed high5 over 1024 inputs; source=case_small_signed; flow=synth_preset_d18
ex262,ex262_smul_direct_signed_abc_g_aig,1,309,30,9270,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_direct_signed_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=abc_g_aig
ex262,ex262_smul_direct_signed_wreduce_abc_g_aig,1,309,30,9270,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_direct_signed_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_direct_signed_arith_wreduce_aig,1,309,30,9270,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_direct_signed_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=arith_wreduce_aig
ex262,ex262_smul_direct_signed_synth_preset_d13,1,302,31,9362,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_direct_signed_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d13
ex262,ex262_smul_direct_signed_synth_preset_d18,1,302,31,9362,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_direct_signed_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=direct_signed; flow=synth_preset_d18
ex262,ex262_smul_wide_signed_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_wide_signed_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_wide_signed_abc_g_aig.yosys.log
ex262,ex262_smul_wide_signed_wreduce_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_wide_signed_wreduce_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_wide_signed_wreduce_abc_g_aig.yosys.log
ex262,ex262_smul_wide_signed_arith_wreduce_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_wide_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_wide_signed_arith_wreduce_aig.yosys.log
ex262,ex262_smul_wide_signed_synth_preset_d13,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_wide_signed_synth_preset_d13.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_wide_signed_synth_preset_d13.yosys.log
ex262,ex262_smul_wide_signed_synth_preset_d18,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_wide_signed_synth_preset_d18.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_wide_signed_synth_preset_d18.yosys.log
ex262,ex262_smul_abs_sign_direct_abc_g_aig,1,273,32,8736,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_direct_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_direct; flow=abc_g_aig
ex262,ex262_smul_abs_sign_direct_wreduce_abc_g_aig,1,273,32,8736,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_direct_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_direct; flow=wreduce_abc_g_aig
ex262,ex262_smul_abs_sign_direct_arith_wreduce_aig,1,273,32,8736,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_direct_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_direct; flow=arith_wreduce_aig
ex262,ex262_smul_abs_sign_direct_synth_preset_d13,1,273,32,8736,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_direct_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_direct; flow=synth_preset_d13
ex262,ex262_smul_abs_sign_direct_synth_preset_d18,1,273,32,8736,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_direct_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_direct; flow=synth_preset_d18
ex262,ex262_smul_abs_sign_wallace_abc_g_aig,1,278,30,8340,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_wallace_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex262,ex262_smul_abs_sign_wallace_wreduce_abc_g_aig,1,278,30,8340,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex262,ex262_smul_abs_sign_wallace_arith_wreduce_aig,1,278,30,8340,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_wallace_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=arith_wreduce_aig
ex262,ex262_smul_abs_sign_wallace_synth_preset_d13,1,277,30,8310,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex262,ex262_smul_abs_sign_wallace_synth_preset_d18,1,277,30,8310,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_abs_sign_wallace_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex262,ex262_smul_signed_correction_direct_abc_g_aig,1,294,38,11172,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_direct_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_direct; flow=abc_g_aig
ex262,ex262_smul_signed_correction_direct_wreduce_abc_g_aig,1,294,38,11172,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_direct_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_direct; flow=wreduce_abc_g_aig
ex262,ex262_smul_signed_correction_direct_arith_wreduce_aig,1,321,29,9309,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_direct_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_direct; flow=arith_wreduce_aig
ex262,ex262_smul_signed_correction_direct_synth_preset_d13,1,323,29,9367,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_direct_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_direct; flow=synth_preset_d13
ex262,ex262_smul_signed_correction_direct_synth_preset_d18,1,323,29,9367,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_direct_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_direct; flow=synth_preset_d18
ex262,ex262_smul_signed_correction_wallace_abc_g_aig,1,307,35,10745,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_wallace_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_wallace; flow=abc_g_aig
ex262,ex262_smul_signed_correction_wallace_wreduce_abc_g_aig,1,307,35,10745,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_wallace_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_wallace; flow=wreduce_abc_g_aig
ex262,ex262_smul_signed_correction_wallace_arith_wreduce_aig,1,302,33,9966,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_wallace_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_wallace; flow=arith_wreduce_aig
ex262,ex262_smul_signed_correction_wallace_synth_preset_d13,1,301,32,9632,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_wallace_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_wallace; flow=synth_preset_d13
ex262,ex262_smul_signed_correction_wallace_synth_preset_d18,1,301,32,9632,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_wallace_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_wallace; flow=synth_preset_d18
ex262,ex262_smul_signed_correction_csa_cla_abc_g_aig,1,303,34,10302,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_csa_cla_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_csa_cla; flow=abc_g_aig
ex262,ex262_smul_signed_correction_csa_cla_wreduce_abc_g_aig,1,300,33,9900,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_csa_cla_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_csa_cla; flow=wreduce_abc_g_aig
ex262,ex262_smul_signed_correction_csa_cla_arith_wreduce_aig,1,300,33,9900,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_csa_cla_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_csa_cla; flow=arith_wreduce_aig
ex262,ex262_smul_signed_correction_csa_cla_synth_preset_d13,1,299,32,9568,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_csa_cla_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_csa_cla; flow=synth_preset_d13
ex262,ex262_smul_signed_correction_csa_cla_synth_preset_d18,1,299,32,9568,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_signed_correction_csa_cla_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=signed_correction_csa_cla; flow=synth_preset_d18
ex262,ex262_smul_booth_radix4_signed_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_booth_radix4_signed_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_booth_radix4_signed_abc_g_aig.yosys.log
ex262,ex262_smul_booth_radix4_signed_wreduce_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_booth_radix4_signed_wreduce_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_booth_radix4_signed_wreduce_abc_g_aig.yosys.log
ex262,ex262_smul_booth_radix4_signed_arith_wreduce_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_booth_radix4_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_booth_radix4_signed_arith_wreduce_aig.yosys.log
ex262,ex262_smul_booth_radix4_signed_synth_preset_d13,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d13.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_booth_radix4_signed_synth_preset_d13.yosys.log
ex262,ex262_smul_booth_radix4_signed_synth_preset_d18,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_booth_radix4_signed_synth_preset_d18.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/logs/ex262_smul_booth_radix4_signed_synth_preset_d18.yosys.log
ex262,ex262_smul_split_half_signed_abc_g_aig,1,262,35,9170,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_signed_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=abc_g_aig
ex262,ex262_smul_split_half_signed_wreduce_abc_g_aig,1,260,35,9100,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_signed_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=wreduce_abc_g_aig
ex262,ex262_smul_split_half_signed_arith_wreduce_aig,1,265,29,7685,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_signed_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=arith_wreduce_aig
ex262,ex262_smul_split_half_signed_synth_preset_d13,1,265,29,7685,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d13
ex262,ex262_smul_split_half_signed_synth_preset_d18,1,265,29,7685,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_signed_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_signed; flow=synth_preset_d18
ex262,ex262_smul_split_half_abs_abc_g_aig,1,263,39,10257,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_abs_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_abs; flow=abc_g_aig
ex262,ex262_smul_split_half_abs_wreduce_abc_g_aig,1,263,39,10257,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_abs_wreduce_abc_g_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_abs; flow=wreduce_abc_g_aig
ex262,ex262_smul_split_half_abs_arith_wreduce_aig,1,275,32,8800,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_abs_arith_wreduce_aig.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_abs; flow=arith_wreduce_aig
ex262,ex262_smul_split_half_abs_synth_preset_d13,1,276,32,8832,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_abs_synth_preset_d13.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_abs; flow=synth_preset_d13
ex262,ex262_smul_split_half_abs_synth_preset_d18,1,276,32,8832,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex262/aigs/ex262_smul_split_half_abs_synth_preset_d18.aig,exact signed low6 * signed high6 over 4096 inputs; source=split_half_abs; flow=synth_preset_d18
ex263,ex263_smul_direct_signed_abc_g_aig,1,442,33,14586,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_direct_signed_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=abc_g_aig
ex263,ex263_smul_direct_signed_wreduce_abc_g_aig,1,442,33,14586,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_direct_signed_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=wreduce_abc_g_aig
ex263,ex263_smul_direct_signed_arith_wreduce_aig,1,442,33,14586,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_direct_signed_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=arith_wreduce_aig
ex263,ex263_smul_direct_signed_synth_preset_d13,1,442,33,14586,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_direct_signed_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d13
ex263,ex263_smul_direct_signed_synth_preset_d18,1,442,33,14586,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_direct_signed_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=direct_signed; flow=synth_preset_d18
ex263,ex263_smul_wide_signed_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_wide_signed_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_wide_signed_abc_g_aig.yosys.log
ex263,ex263_smul_wide_signed_wreduce_abc_g_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_wide_signed_wreduce_abc_g_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_wide_signed_wreduce_abc_g_aig.yosys.log
ex263,ex263_smul_wide_signed_arith_wreduce_aig,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_wide_signed_arith_wreduce_aig.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_wide_signed_arith_wreduce_aig.yosys.log
ex263,ex263_smul_wide_signed_synth_preset_d13,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_wide_signed_synth_preset_d13.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_wide_signed_synth_preset_d13.yosys.log
ex263,ex263_smul_wide_signed_synth_preset_d18,0,,,,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_wide_signed_synth_preset_d18.aig,SynthError: Yosys failed exit=1; see student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/logs/ex263_smul_wide_signed_synth_preset_d18.yosys.log
ex263,ex263_smul_abs_sign_direct_abc_g_aig,1,391,38,14858,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_direct_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_direct; flow=abc_g_aig
ex263,ex263_smul_abs_sign_direct_wreduce_abc_g_aig,1,391,38,14858,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_direct_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_direct; flow=wreduce_abc_g_aig
ex263,ex263_smul_abs_sign_direct_arith_wreduce_aig,1,391,38,14858,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_direct_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_direct; flow=arith_wreduce_aig
ex263,ex263_smul_abs_sign_direct_synth_preset_d13,1,387,38,14706,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_direct_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_direct; flow=synth_preset_d13
ex263,ex263_smul_abs_sign_direct_synth_preset_d18,1,387,38,14706,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_direct_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_direct; flow=synth_preset_d18
ex263,ex263_smul_abs_sign_wallace_abc_g_aig,1,391,33,12903,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_wallace_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=abc_g_aig
ex263,ex263_smul_abs_sign_wallace_wreduce_abc_g_aig,1,391,33,12903,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_wallace_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=wreduce_abc_g_aig
ex263,ex263_smul_abs_sign_wallace_arith_wreduce_aig,1,391,33,12903,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_wallace_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=arith_wreduce_aig
ex263,ex263_smul_abs_sign_wallace_synth_preset_d13,1,391,33,12903,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d13
ex263,ex263_smul_abs_sign_wallace_synth_preset_d18,1,391,33,12903,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_abs_sign_wallace_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=abs_sign_wallace; flow=synth_preset_d18
ex263,ex263_smul_signed_correction_direct_abc_g_aig,1,418,42,17556,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_direct_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_direct; flow=abc_g_aig
ex263,ex263_smul_signed_correction_direct_wreduce_abc_g_aig,1,418,42,17556,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_direct_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_direct; flow=wreduce_abc_g_aig
ex263,ex263_smul_signed_correction_direct_arith_wreduce_aig,1,426,33,14058,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_direct_arith_wreduce_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_direct; flow=arith_wreduce_aig
ex263,ex263_smul_signed_correction_direct_synth_preset_d13,1,428,33,14124,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_direct_synth_preset_d13.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_direct; flow=synth_preset_d13
ex263,ex263_smul_signed_correction_direct_synth_preset_d18,1,428,33,14124,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_direct_synth_preset_d18.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_direct; flow=synth_preset_d18
ex263,ex263_smul_signed_correction_wallace_abc_g_aig,1,425,39,16575,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_wallace_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_wallace; flow=abc_g_aig
ex263,ex263_smul_signed_correction_wallace_wreduce_abc_g_aig,1,425,39,16575,student/work/ex260_ex264_frontend_smul_struct_20260609_0223/ex263/aigs/ex263_smul_signed_correction_wallace_wreduce_abc_g_aig.aig,exact signed low7 * signed high7 over 16384 inputs; source=signed_correction_wallace; flow=wreduce_abc_g_aig
